"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",563,563,,,
"De 06 a 14 años (056)",202,158,26,17,1
"Empleado (057)",19,16,2,1,
"Obrero (058)",66,42,14,10,
"Trabajador independiente (059)",30,27,3,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",72,58,7,6,1
"Trabajador del hogar (062)",14,14,,,
"De 15 a 29 años (064)",4660,3215,681,422,342
"Empleado (065)",1130,488,167,215,260
"Obrero (066)",1631,978,374,199,80
"Trabajador independiente (067)",1385,1272,113,,
"Empleador o patrono (068)",50,41,4,5,
"Trabajador familiar no remunerado (069)",229,201,23,3,2
"Trabajador del hogar (070)",235,235,,,
"De 30 a 44 años (072)",5983,3839,715,638,791
"Empleado (073)",1696,404,194,426,672
"Obrero (074)",1652,980,353,200,119
"Trabajador independiente (075)",2174,2034,140,,
"Empleador o patrono (076)",100,72,18,10,
"Trabajador familiar no remunerado (077)",156,144,10,2,
"Trabajador del hogar (078)",205,205,,,
"De 45 a 64 años (080)",4532,3048,464,451,569
"Empleado (081)",1049,206,106,285,452
"Obrero (082)",1381,859,251,157,114
"Trabajador independiente (083)",1781,1693,88,,
"Empleador o patrono (084)",120,94,17,7,2
"Trabajador familiar no remunerado (085)",103,98,2,2,1
"Trabajador del hogar (086)",98,98,,,
"De 65 y más años (088)",756,617,86,28,25
"Empleado (089)",51,23,11,8,9
"Obrero (090)",242,163,49,16,14
"Trabajador independiente (091)",369,352,17,,
"Empleador o patrono (092)",46,34,7,4,1
"Trabajador familiar no remunerado (093)",37,34,2,,1
"Trabajador del hogar (094)",11,11,,,
,,,,,
"RURAL (096)",11822,10116,1054,392,260
"Empleado (097)",462,187,97,69,109
"Obrero (098)",4778,3627,709,296,146
"Trabajador independiente (099)",4099,3957,142,,
"Empleador o patrono (100)",442,378,52,11,1
"Trabajador familiar no remunerado (101)",1930,1856,54,16,4
"Trabajador del hogar (102)",111,111,,,
"De 06 a 14 años (104)",457,424,23,10,
"Empleado (105)",2,2,,,
"Obrero (106)",72,53,12,7,
"Trabajador independiente (107)",25,25,,,
"Trabajador familiar no remunerado (109)",352,338,11,3,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",4053,3422,410,152,69
"Empleado (113)",157,73,31,19,34
"Obrero (114)",2024,1555,313,122,34
"Trabajador independiente (115)",885,851,34,,
"Empleador o patrono (116)",73,60,11,2,
"Trabajador familiar no remunerado (117)",855,824,21,9,1
"Trabajador del hogar (118)",59,59,,,
"De 30 a 44 años (120)",3788,3195,344,148,101
"Empleado (121)",213,80,43,38,52
"Obrero (122)",1531,1166,213,103,49
"Trabajador independiente (123)",1468,1406,62,,
"Empleador o patrono (124)",150,131,16,3,
"Trabajador familiar no remunerado (125)",399,385,10,4,
"Trabajador del hogar (126)",27,27,,,
"De 45 a 64 años (128)",2771,2377,240,70,84
"Empleado (129)",85,29,23,11,22
"Obrero (130)",978,713,154,53,58
"Trabajador independiente (131)",1273,1238,35,,
"Empleador o patrono (132)",166,138,21,6,1
"Trabajador familiar no remunerado (133)",255,245,7,,3
"Trabajador del hogar (134)",14,14,,,
"De 65 y más años (136)",753,698,37,12,6
"Empleado (137)",5,3,,1,1
"Obrero (138)",173,140,17,11,5
"Trabajador independiente (139)",448,437,11,,
"Empleador o patrono (140)",53,49,4,,
"Trabajador familiar no remunerado (141)",69,64,5,,
"Trabajador del hogar (142)",5,5,,,
