"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (066)",40,35,2,,3
"Trabajador independiente (067)",94,92,2,,
"Trabajador familiar no remunerado (069)",40,36,4,,
"Trabajador del hogar (070)",22,22,,,
"De 30 a 44 años (072)",471,300,48,55,68
"Empleado (073)",203,59,36,43,65
"Obrero (074)",41,20,6,12,3
"Trabajador independiente (075)",171,166,5,,
"Empleador o patrono (076)",5,5,,,
"Trabajador familiar no remunerado (077)",38,37,1,,
"Trabajador del hogar (078)",13,13,,,
"De 45 a 64 años (080)",282,189,39,29,25
"Empleado (081)",93,21,29,19,24
"Obrero (082)",30,17,2,10,1
"Trabajador independiente (083)",134,126,8,,
"Empleador o patrono (084)",4,4,,,
"Trabajador familiar no remunerado (085)",18,18,,,
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",56,49,3,1,3
"Empleado (089)",6,2,1,,3
"Obrero (090)",10,8,1,1,
"Trabajador independiente (091)",29,29,,,
"Empleador o patrono (092)",1,1,,,
"Trabajador familiar no remunerado (093)",7,6,1,,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",3354,3124,126,43,61
"Empleado (097)",190,71,45,24,50
"Obrero (098)",411,347,35,18,11
"Trabajador independiente (099)",2187,2160,27,,
"Empleador o patrono (100)",12,11,1,,
"Trabajador familiar no remunerado (101)",513,494,18,1,
"Trabajador del hogar (102)",41,41,,,
"De 06 a 14 años (104)",36,35,1,,
"Obrero (106)",7,7,,,
"Trabajador familiar no remunerado (109)",28,27,1,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",971,913,35,10,13
"Empleado (113)",32,13,5,3,11
"Obrero (114)",171,147,16,6,2
"Trabajador independiente (115)",449,443,6,,
"Empleador o patrono (116)",2,2,,,
"Trabajador familiar no remunerado (117)",293,284,8,1,
"Trabajador del hogar (118)",24,24,,,
"De 30 a 44 años (120)",1217,1099,64,21,33
"Empleado (121)",114,40,32,14,28
"Obrero (122)",132,106,14,7,5
"Trabajador independiente (123)",827,816,11,,
"Empleador o patrono (124)",4,3,1,,
"Trabajador familiar no remunerado (125)",132,126,6,,
"Trabajador del hogar (126)",8,8,,,
"De 45 a 64 años (128)",810,764,22,11,13
"Empleado (129)",43,18,8,7,10
"Obrero (130)",75,65,3,4,3
"Trabajador independiente (131)",639,630,9,,
"Empleador o patrono (132)",4,4,,,
"Trabajador familiar no remunerado (133)",45,43,2,,
"Trabajador del hogar (134)",4,4,,,
"De 65 y más años (136)",320,313,4,1,2
"Empleado (137)",1,,,,1
"Obrero (138)",26,22,2,1,1
"Trabajador independiente (139)",272,271,1,,
"Empleador o patrono (140)",2,2,,,
"Trabajador familiar no remunerado (141)",15,14,1,,
"Trabajador del hogar (142)",4,4,,,
