"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",726,34,12,147,288,82,99,16,48
"Hombres (048)",21784,1336,657,5473,8151,1743,2093,967,1364
"Jefe o Jefa (049)",9649,279,8,2336,3870,754,1106,423,873
"Esposa(o)/ compa¤era(o) (050)",440,26,,101,187,46,38,17,25
"Hijo(a)/ hijastro(a) (051)",8316,719,516,2178,2935,680,634,374,280
"Yerno/ nuera (052)",413,3,,9,162,48,113,35,43
"Nieto(a) (053)",1090,180,100,377,278,57,35,50,13
"Padres/ suegros (054)",170,30,,87,34,5,8,1,5
"Otro(a) pariente (055)",1233,74,27,298,485,104,107,55,83
"Trabajador(a) del hogar (056)",14,,,7,4,,3,,
"Pensionista (057)",37,,,9,12,4,8,,4
"Otro(a) no pariente (058)",422,25,6,71,184,45,41,12,38
"Mujeres (060)",21956,2270,624,5960,6753,1661,2676,750,1262
"Jefe o Jefa (061)",3602,452,2,1133,983,236,451,108,237
"Esposa(o)/ compa¤era(o) (062)",7291,658,6,1768,2389,553,1145,212,560
"Hijo(a)/ hijastro(a) (063)",7917,721,453,2124,2476,651,797,351,344
"Yerno/ nuera (064)",342,3,,25,137,56,89,9,23
"Nieto(a) (065)",1041,155,126,391,246,45,30,28,20
"Padres/ suegros (066)",373,152,,153,45,5,7,1,10
"Otro(a) pariente (067)",1009,118,31,277,322,75,93,37,56
"Trabajador(a) del hogar (068)",66,2,,12,46,2,4,,
"Pensionista (069)",11,,,1,5,1,2,,2
"Otro(a) no pariente (070)",304,9,6,76,104,37,58,4,10
,,,,,,,,,
"RURAL (072)",4100,506,102,1353,1416,241,245,103,134
"Jefe o Jefa (073)",1412,166,,476,527,75,75,42,51
"Esposa(o)/ compa¤era(o) (074)",786,129,2,301,233,39,39,6,37
"Hijo(a)/ hijastro(a) (075)",1492,152,82,459,515,103,100,46,35
"Yerno/ nuera (076)",49,,,2,25,5,12,1,4
"Nieto(a) (077)",120,24,11,45,27,6,4,3,
"Padres/ suegros (078)",43,17,,24,1,,1,,
"Otro(a) pariente (079)",143,14,7,28,65,9,13,3,4
"Trabajador(a) del hogar (080)",4,,,3,1,,,,
"Otro(a) no pariente (082)",51,4,,15,22,4,1,2,3
"Hombres (084)",2225,215,44,705,860,120,129,78,74
"Jefe o Jefa (085)",1159,105,,379,473,61,62,41,38
"Esposa(o)/ compa¤era(o) (086)",33,4,,13,8,1,,1,6
"Hijo(a)/ hijastro(a) (087)",820,79,36,251,295,50,54,29,26
"Yerno/ nuera (088)",12,,,1,7,,3,,1
"Nieto(a) (089)",68,15,5,23,19,3,1,2,
"Padres/ suegros (090)",17,5,,11,1,,,,
"Otro(a) pariente (091)",74,6,3,13,38,3,8,3,
"Trabajador(a) del hogar (092)",2,,,1,1,,,,
"Otro(a) no pariente (094)",40,1,,13,18,2,1,2,3
"Mujeres (096)",1875,291,58,648,556,121,116,25,60
"Jefe o Jefa (097)",253,61,,97,54,14,13,1,13
"Esposa(o)/ compa¤era(o) (098)",753,125,2,288,225,38,39,5,31
"Hijo(a)/ hijastro(a) (099)",672,73,46,208,220,53,46,17,9
"Yerno/ nuera (100)",37,,,1,18,5,9,1,3
"Nieto(a) (101)",52,9,6,22,8,3,3,1,
"Padres/ suegros (102)",26,12,,13,,,1,,
"Otro(a) pariente (103)",69,8,4,15,27,6,5,,4
"Trabajador(a) del hogar (104)",2,,,2,,,,,
"Otro(a) no pariente (106)",11,3,,2,4,2,,,
