"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",446,48,6,114,166,35,27,22,28
"Hombres (048)",17172,1392,473,5300,5933,972,1414,778,910
"Jefe o Jefa (049)",6994,371,2,1988,2362,424,979,241,627
"Esposa(o)/ compa¤era(o) (050)",372,12,1,87,158,32,46,21,15
"Hijo(a)/ hijastro(a) (051)",7724,771,374,2567,2709,416,264,438,185
"Yerno/ nuera (052)",231,1,,24,96,19,49,13,29
"Nieto(a) (053)",561,119,65,238,122,7,4,6,
"Padres/ suegros (054)",85,31,,38,8,2,2,1,3
"Otro(a) pariente (055)",973,79,29,299,383,52,54,42,35
"Trabajador(a) del hogar (056)",7,,,1,5,1,,,
"Pensionista (057)",7,,,1,1,2,1,,2
"Otro(a) no pariente (058)",218,8,2,57,89,17,15,16,14
"Mujeres (060)",17638,2608,430,6366,5589,750,962,450,483
"Jefe o Jefa (061)",3639,822,1,1238,1031,137,238,58,114
"Esposa(o)/ compa¤era(o) (062)",4614,551,3,1826,1472,162,376,69,155
"Hijo(a)/ hijastro(a) (063)",7180,755,349,2602,2447,345,252,274,156
"Yerno/ nuera (064)",246,7,,40,110,29,35,6,19
"Nieto(a) (065)",515,141,35,212,98,12,5,9,3
"Padres/ suegros (066)",203,162,,36,3,,,,2
"Otro(a) pariente (067)",967,126,38,340,330,46,41,26,20
"Trabajador(a) del hogar (068)",40,4,,14,20,1,,1,
"Pensionista (069)",6,,,1,1,,3,1,
"Otro(a) no pariente (070)",228,40,4,57,77,18,12,6,14
,,,,,,,,,
"RURAL (072)",93223,18715,2287,41673,26637,1598,1041,711,561
"Jefe o Jefa (073)",27648,6503,9,12910,6818,409,531,157,311
"Esposa(o)/ compa¤era(o) (074)",15252,4717,19,7528,2761,85,79,22,41
"Hijo(a)/ hijastro(a) (075)",42896,5592,1943,18139,15203,1010,353,478,178
"Yerno/ nuera (076)",944,23,1,259,562,24,43,17,15
"Nieto(a) (077)",2969,749,230,1445,510,22,4,7,2
"Padres/ suegros (078)",605,502,,95,7,,,,1
"Otro(a) pariente (079)",2622,555,82,1156,717,44,27,29,12
"Trabajador(a) del hogar (080)",30,9,,17,4,,,,
"Pensionista (081)",4,1,,,2,,,1,
"Otro(a) no pariente (082)",253,64,3,124,53,4,4,,1
"Hombres (084)",44822,5709,1136,19800,15390,1060,780,494,453
"Jefe o Jefa (085)",18611,2207,7,9399,5736,347,490,133,292
"Esposa(o)/ compa¤era(o) (086)",681,51,,306,266,17,18,7,16
"Hijo(a)/ hijastro(a) (087)",22059,2765,969,8650,8379,633,222,322,119
"Yerno/ nuera (088)",449,2,,89,296,11,27,10,14
"Nieto(a) (089)",1485,372,118,692,280,14,3,4,2
"Padres/ suegros (090)",154,92,,58,4,,,,
"Otro(a) pariente (091)",1257,200,40,541,397,35,18,17,9
"Trabajador(a) del hogar (092)",12,1,,8,3,,,,
"Pensionista (093)",2,,,,1,,,1,
"Otro(a) no pariente (094)",112,19,2,57,28,3,2,,1
"Mujeres (096)",48401,13006,1151,21873,11247,538,261,217,108
"Jefe o Jefa (097)",9037,4296,2,3511,1082,62,41,24,19
"Esposa(o)/ compa¤era(o) (098)",14571,4666,19,7222,2495,68,61,15,25
"Hijo(a)/ hijastro(a) (099)",20837,2827,974,9489,6824,377,131,156,59
"Yerno/ nuera (100)",495,21,1,170,266,13,16,7,1
"Nieto(a) (101)",1484,377,112,753,230,8,1,3,
"Padres/ suegros (102)",451,410,,37,3,,,,1
"Otro(a) pariente (103)",1365,355,42,615,320,9,9,12,3
"Trabajador(a) del hogar (104)",18,8,,9,1,,,,
"Pensionista (105)",2,1,,,1,,,,
"Otro(a) no pariente (106)",141,45,1,67,25,1,2,,
