"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Industrias manufactureras (050)",18,2,3,7,6,
"Construcción (052)",10,,5,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",132,2,36,59,30,5
"Comercio al por mayor (055)",9,,1,5,2,1
"Comercio al por menor (056)",123,2,35,54,28,4
"Hoteles y restaurantes (057)",60,,10,27,18,5
"Trans., almac. y comunicaciones (058)",1,,,1,,
"Activid.inmobil., empres. y alquileres (060)",9,,4,4,1,
"Admin.pub. y defensa; p. segur.soc afil (061)",25,,11,10,4,
"Enseñanza (062)",136,,22,86,28,
"Servicios sociales y de salud (063)",28,,10,15,3,
"Otras activ. serv.comun.soc y personales (064)",33,,15,11,6,1
"Hogares privados con servicio doméstico (065)",64,3,15,19,21,6
"Actividad economica no especificada (067)",150,,40,44,49,17
"Desocupado (068)",73,,48,13,9,3
,,,,,,
"URBANA (069)",1003,10,249,433,246,65
"Agric., ganadería, caza y silvicultura (070)",196,3,63,45,54,31
"Industrias manufactureras (073)",43,1,10,19,10,3
"Construcción (075)",63,,25,25,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",150,4,37,59,41,9
"Venta, mant.y rep. veh.autom.y motoc. (077)",3,,3,,,
"Comercio al por mayor (078)",12,,,10,2,
"Comercio al por menor (079)",135,4,34,49,39,9
"Hoteles y restaurantes (080)",46,,6,21,14,5
"Trans., almac. y comunicaciones (081)",39,,11,17,10,1
"Intermediación financiera (082)",1,,1,,,
"Activid.inmobil., empres. y alquileres (083)",22,,8,10,3,1
"Admin.pub. y defensa; p. segur.soc afil (084)",67,,23,25,17,2
"Enseñanza (085)",219,,14,146,58,1
"Servicios sociales y de salud (086)",38,,13,22,3,
"Otras activ. serv.comun.soc y personales (087)",31,1,10,15,4,1
"Hogares privados con servicio doméstico (088)",27,,9,8,8,2
"Actividad economica no especificada (090)",44,1,10,16,9,8
"Desocupado (091)",17,,9,5,2,1
"Hombres (092)",657,6,163,278,162,48
"Agric., ganadería, caza y silvicultura (093)",177,2,59,40,49,27
"Industrias manufactureras (096)",35,,10,16,6,3
"Construcción (098)",60,,23,24,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",64,2,14,23,18,7
"Venta, mant.y rep. veh.autom.y motoc. (100)",3,,3,,,
"Comercio al por mayor (101)",6,,,5,1,
"Comercio al por menor (102)",55,2,11,18,17,7
"Hoteles y restaurantes (103)",5,,2,2,1,
"Trans., almac. y comunicaciones (104)",38,,11,16,10,1
"Intermediación financiera (105)",1,,1,,,
"Activid.inmobil., empres. y alquileres (106)",14,,4,6,3,1
"Admin.pub. y defensa; p. segur.soc afil (107)",50,,17,17,14,2
"Enseñanza (108)",152,,8,103,40,1
"Servicios sociales y de salud (109)",15,,4,10,1,
"Otras activ. serv.comun.soc y personales (110)",15,1,2,9,2,1
"Hogares privados con servicio doméstico (111)",2,,,,1,1
"Actividad economica no especificada (113)",18,1,4,8,2,3
"Desocupado (114)",11,,4,4,2,1
"Mujeres (115)",346,4,86,155,84,17
"Agric., ganadería, caza y silvicultura (116)",19,1,4,5,5,4
"Industrias manufactureras (119)",8,1,,3,4,
"Construcción (121)",3,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",86,2,23,36,23,2
"Comercio al por mayor (124)",6,,,5,1,
"Comercio al por menor (125)",80,2,23,31,22,2
"Hoteles y restaurantes (126)",41,,4,19,13,5
"Trans., almac. y comunicaciones (127)",1,,,1,,
"Activid.inmobil., empres. y alquileres (129)",8,,4,4,,
"Admin.pub. y defensa; p. segur.soc afil (130)",17,,6,8,3,
"Enseñanza (131)",67,,6,43,18,
"Servicios sociales y de salud (132)",23,,9,12,2,
"Otras activ. serv.comun.soc y personales (133)",16,,8,6,2,
"Hogares privados con servicio doméstico (134)",25,,9,8,7,1
"Actividad economica no especificada (136)",26,,6,8,7,5
"Desocupado (137)",6,,5,1,,
,,,,,,
"RURAL (138)",3828,36,1213,1279,979,321
"Agric., ganadería, caza y silvicultura (139)",2459,25,764,742,676,252
"Pesca (140)",2,,1,1,,
"Industrias manufactureras (142)",46,1,9,17,16,3
"Construcción (144)",203,,76,81,35,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",96,,33,36,20,7
"Comercio al por mayor (147)",3,,1,,1,1
"Comercio al por menor (148)",93,,32,36,19,6
"Hoteles y restaurantes (149)",20,,6,9,5,
"Trans., almac. y comunicaciones (150)",13,,7,5,1,
"Activid.inmobil., empres. y alquileres (152)",11,,1,5,4,1
"Admin.pub. y defensa; p. segur.soc afil (153)",55,,21,18,14,2
"Enseñanza (154)",259,,49,155,53,2
"Servicios sociales y de salud (155)",18,,6,8,4,
"Otras activ. serv.comun.soc y personales (156)",62,,21,26,12,3
"Hogares privados con servicio doméstico (157)",41,5,6,11,14,5
"Actividad economica no especificada (159)",209,1,52,70,63,23
"Desocupado (160)",334,4,161,95,62,12
"Hombres (161)",3180,26,1007,1050,825,272
"Agric., ganadería, caza y silvicultura (162)",2223,19,695,663,619,227
"Pesca (163)",2,,1,1,,
"Industrias manufactureras (165)",36,,6,13,14,3
"Construcción (167)",196,,73,78,34,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",50,,20,13,13,4
"Comercio al por menor (171)",50,,20,13,13,4
"Hoteles y restaurantes (172)",1,,,1,,
"Trans., almac. y comunicaciones (173)",13,,7,5,1,
"Activid.inmobil., empres. y alquileres (175)",10,,1,5,3,1
"Admin.pub. y defensa; p. segur.soc afil (176)",47,,16,16,13,2
"Enseñanza (177)",190,,33,112,43,2
"Servicios sociales y de salud (178)",13,,5,5,3,
"Otras activ. serv.comun.soc y personales (179)",45,,14,21,8,2
"Hogares privados con servicio doméstico (180)",2,2,,,,
"Actividad economica no especificada (182)",85,1,18,34,21,11
"Desocupado (183)",267,4,118,83,53,9
"Mujeres (184)",648,10,206,229,154,49
"Agric., ganadería, caza y silvicultura (185)",236,6,69,79,57,25
"Industrias manufactureras (188)",10,1,3,4,2,
"Construcción (190)",7,,3,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",46,,13,23,7,3
"Comercio al por mayor (193)",3,,1,,1,1
"Comercio al por menor (194)",43,,12,23,6,2
"Hoteles y restaurantes (195)",19,,6,8,5,
"Activid.inmobil., empres. y alquileres (198)",1,,,,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",8,,5,2,1,
"Enseñanza (200)",69,,16,43,10,
"Servicios sociales y de salud (201)",5,,1,3,1,
"Otras activ. serv.comun.soc y personales (202)",17,,7,5,4,1
"Hogares privados con servicio doméstico (203)",39,3,6,11,14,5
"Actividad economica no especificada (205)",124,,34,36,42,12
"Desocupado (206)",67,,43,12,9,3
