"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (055)",126,107,10,3,6
"Superior no univ. completa (056)",212,157,21,17,17
"Superior univ. incompleta (057)",162,122,15,8,17
"Superior univ. completa (058)",609,375,63,57,114
,,,,,
"URBANA (060)",154623,107282,14847,13925,18569
"Sin nivel (061)",4015,3765,183,38,29
"Educación inicial (062)",121,106,8,6,1
"Primaria (063)",22112,19875,1333,485,419
"Secundaria (064)",55995,46108,4661,2659,2567
"Superior no univ. incompleta (065)",11171,8024,1331,894,922
"Superior no univ. completa (066)",17537,9759,2146,2508,3124
"Superior univ. incompleta (067)",12075,7639,1331,1227,1878
"Superior univ. completa (068)",31597,12006,3854,6108,9629
"De 06 a 14 años (070)",2153,1939,157,52,5
"Sin nivel (071)",27,26,,1,
"Educación inicial (072)",34,28,3,3,
"Primaria (073)",1108,1016,73,19,
"Secundaria (074)",984,869,81,29,5
"De 15 a 29 años (080)",49949,34895,6064,4553,4437
"Sin nivel (081)",232,207,21,3,1
"Educación inicial (082)",38,32,3,2,1
"Primaria (083)",2941,2565,237,90,49
"Secundaria (084)",22673,18222,2431,1211,809
"Superior no univ. incompleta (085)",5981,4315,800,495,371
"Superior no univ. completa (086)",6191,3588,915,834,854
"Superior univ. incompleta (087)",5429,3370,691,645,723
"Superior univ. completa (088)",6464,2596,966,1273,1629
"De 30 a 44 años (090)",56806,37104,5507,5919,8276
"Sin nivel (091)",813,748,47,9,9
"Educación inicial (092)",49,46,2,1,
"Primaria (093)",6275,5533,449,151,142
"Secundaria (094)",18810,15555,1395,872,988
"Superior no univ. incompleta (095)",3575,2573,377,286,339
"Superior no univ. completa (096)",7902,4371,921,1176,1434
"Superior univ. incompleta (097)",4100,2584,413,398,705
"Superior univ. completa (098)",15282,5694,1903,3026,4659
"De 45 a 64 años (100)",38990,27335,2810,3233,5612
"Sin nivel (101)",1811,1711,72,15,13
"Primaria (103)",8658,7800,467,195,196
"Secundaria (104)",12137,10217,702,503,715
"Superior no univ. incompleta (105)",1499,1036,144,111,208
"Superior no univ. completa (106)",3243,1652,290,481,820
"Superior univ. incompleta (107)",2388,1567,212,176,433
"Superior univ. completa (108)",9254,3352,923,1752,3227
"De 65 y más años (110)",6725,6009,309,168,239
"Sin nivel (111)",1132,1073,43,10,6
"Primaria (113)",3130,2961,107,30,32
"Secundaria (114)",1391,1245,52,44,50
"Superior no univ. incompleta (115)",116,100,10,2,4
"Superior no univ. completa (116)",201,148,20,17,16
"Superior univ. incompleta (117)",158,118,15,8,17
"Superior univ. completa (118)",597,364,62,57,114
,,,,,
"RURAL (120)",17566,15797,857,463,449
"Sin nivel (121)",1720,1682,28,5,5
"Educación inicial (122)",16,15,1,,
"Primaria (123)",7023,6716,199,67,41
"Secundaria (124)",6712,6021,380,164,147
"Superior no univ. incompleta (125)",490,376,46,37,31
"Superior no univ. completa (126)",650,446,64,68,72
"Superior univ. incompleta (127)",307,216,37,15,39
"Superior univ. completa (128)",648,325,102,107,114
"De 06 a 14 años (130)",512,489,21,2,
"Sin nivel (131)",14,14,,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",358,347,10,1,
"Secundaria (134)",137,125,11,1,
"De 15 a 29 años (140)",5480,4798,345,166,171
"Sin nivel (141)",107,107,,,
"Educación inicial (142)",9,8,1,,
"Primaria (143)",1348,1283,41,15,9
"Secundaria (144)",3133,2803,189,82,59
"Superior no univ. incompleta (145)",268,202,30,20,16
"Superior no univ. completa (146)",277,194,27,26,30
"Superior univ. incompleta (147)",153,104,22,10,17
"Superior univ. completa (148)",185,97,35,13,40
"De 30 a 44 años (150)",5503,4842,308,187,166
"Sin nivel (151)",352,338,10,1,3
"Educación inicial (152)",4,4,,,
"Primaria (153)",2135,2016,74,29,16
"Secundaria (154)",2210,1973,135,56,46
"Superior no univ. incompleta (155)",153,124,12,10,7
"Superior no univ. completa (156)",277,186,29,33,29
"Superior univ. incompleta (157)",99,73,10,3,13
"Superior univ. completa (158)",273,128,38,55,52
"De 45 a 64 años (160)",4514,4154,152,102,106
"Sin nivel (161)",694,682,7,4,1
"Primaria (163)",2356,2262,61,18,15
"Secundaria (164)",1091,986,40,24,41
"Superior no univ. incompleta (165)",59,43,4,6,6
"Superior no univ. completa (166)",85,57,7,9,12
"Superior univ. incompleta (167)",51,35,5,2,9
"Superior univ. completa (168)",178,89,28,39,22
"De 65 y más años (170)",1557,1514,31,6,6
"Sin nivel (171)",553,541,11,,1
"Primaria (173)",826,808,13,4,1
"Secundaria (174)",141,134,5,1,1
"Superior no univ. incompleta (175)",10,7,,1,2
"Superior no univ. completa (176)",11,9,1,,1
"Superior univ. incompleta (177)",4,4,,,
"Superior univ. completa (178)",12,11,1,,
