"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",11,29,26,2,89.7,6.9,
"De 40 a 44 años (037)",7,19,19,,100,,
"De 45 a 49 años (038)",5,18,17,,94.4,,
"De 50 y más años (039)",17,98,86,,87.8,,
"No PEA (040)",17631,51808,46286,1254,89.3,2.4,
"De 12 a 14 años (041)",2489,30,29,7,96.7,23.3,
"De 15 a 19 años (042)",2836,912,899,278,98.6,30.5,
"De 20 a 24 años (043)",2096,2762,2687,340,97.3,12.3,
"De 25 a 29 años (044)",1797,4008,3873,260,96.6,6.5,
"De 30 a 34 años (045)",1557,4699,4523,197,96.3,4.2,
"De 35 a 39 años (046)",1331,5380,5058,119,94,2.2,
"De 40 a 44 años (047)",1119,5248,4868,47,92.8,0.9,
"De 45 a 49 años (048)",855,4665,4183,6,89.7,0.1,
"De 50 y más años (049)",3551,24104,20166,,83.7,,
,,,,,,,
"URBANA (060)",13939,39240,35565,644,90.6,1.6,
"De 12 a 14 años (061)",1431,18,18,3,100,16.7,
"De 15 a 19 años (062)",1944,461,450,123,97.6,26.7,
"De 20 a 24 años (063)",1464,1500,1480,155,98.7,10.3,
"De 25 a 29 años (064)",1312,2283,2227,135,97.5,5.9,
"De 30 a 34 años (065)",1331,3252,3127,115,96.2,3.5,
"De 35 a 39 años (066)",1301,4287,4073,76,95,1.8,
"De 40 a 44 años (067)",1090,4059,3830,33,94.4,0.8,
"De 45 a 49 años (068)",862,3808,3520,4,92.4,0.1,
"De 50 y más años (069)",3204,19572,16840,,86,,
"PEA (070)",5219,15907,14596,202,91.8,1.3,
"De 12 a 14 años (071)",110,1,1,1,100,100,
"De 15 a 19 años (072)",438,140,139,26,99.3,18.6,
"De 20 a 24 años (073)",584,529,522,40,98.7,7.6,
"De 25 a 29 años (074)",574,866,845,46,97.6,5.3,
"De 30 a 34 años (075)",626,1460,1387,39,95,2.7,
"De 35 a 39 años (076)",669,2075,1972,35,95,1.7,
"De 40 a 44 años (077)",561,1952,1862,13,95.4,0.7,
"De 45 a 49 años (078)",464,1922,1782,2,92.7,0.1,
"De 50 y más años (079)",1193,6962,6086,,87.4,,
"Ocupada (080)",5106,15726,14430,197,91.8,1.3,
"De 12 a 14 años (081)",105,1,1,1,100,100,
"De 15 a 19 años (082)",412,134,133,24,99.3,17.9,
"De 20 a 24 años (083)",561,515,509,40,98.8,7.8,
"De 25 a 29 años (084)",558,854,833,45,97.5,5.3,
"De 30 a 34 años (085)",619,1450,1377,39,95,2.7,
"De 35 a 39 años (086)",659,2050,1950,33,95.1,1.6,
"De 40 a 44 años (087)",554,1933,1843,13,95.3,0.7,
"De 45 a 49 años (088)",459,1904,1765,2,92.7,0.1,
"De 50 y más años (089)",1179,6885,6019,,87.4,,
"Desocupada (090)",113,181,166,5,91.7,2.8,
"De 12 a 14 años (091)",5,,,,,,
"De 15 a 19 años (092)",26,6,6,2,100,33.3,
"De 20 a 24 años (093)",23,14,13,,92.9,,
"De 25 a 29 años (094)",16,12,12,1,100,8.3,
"De 30 a 34 años (095)",7,10,10,,100,,
"De 35 a 39 años (096)",10,25,22,2,88,8,
"De 40 a 44 años (097)",7,19,19,,100,,
"De 45 a 49 años (098)",5,18,17,,94.4,,
"De 50 y más años (099)",14,77,67,,87,,
"No PEA (100)",8720,23333,20969,442,89.9,1.9,
"De 12 a 14 años (101)",1321,17,17,2,100,11.8,
"De 15 a 19 años (102)",1506,321,311,97,96.9,30.2,
"De 20 a 24 años (103)",880,971,958,115,98.7,11.8,
"De 25 a 29 años (104)",738,1417,1382,89,97.5,6.3,
"De 30 a 34 años (105)",705,1792,1740,76,97.1,4.2,
"De 35 a 39 años (106)",632,2212,2101,41,95,1.9,
"De 40 a 44 años (107)",529,2107,1968,20,93.4,0.9,
"De 45 a 49 años (108)",398,1886,1738,2,92.2,0.1,
"De 50 y más años (109)",2011,12610,10754,,85.3,,
,,,,,,,
"RURAL (120)",12722,40077,35757,1032,89.2,2.6,
"De 12 a 14 años (121)",1402,22,21,10,95.5,45.5,
"De 15 a 19 años (122)",1918,774,764,215,98.7,27.8,
"De 20 a 24 años (123)",1756,2433,2351,286,96.6,11.8,
"De 25 a 29 años (124)",1506,3556,3414,217,96,6.1,
"De 30 a 34 años (125)",1237,4053,3864,156,95.3,3.8,
"De 35 a 39 años (126)",1085,4673,4369,104,93.5,2.2,
"De 40 a 44 años (127)",905,4546,4199,38,92.4,0.8,
"De 45 a 49 años (128)",737,4294,3772,6,87.8,0.1,
"De 50 y más años (129)",2176,15726,13003,,82.7,,
"PEA (130)",3811,11602,10440,221,90,1.9,
"De 12 a 14 años (131)",234,9,9,5,100,55.6,
"De 15 a 19 años (132)",588,183,176,33,96.2,18,
"De 20 a 24 años (133)",540,642,622,62,96.9,9.7,
"De 25 a 29 años (134)",447,965,923,47,95.6,4.9,
"De 30 a 34 años (135)",385,1146,1081,34,94.3,3,
"De 35 a 39 años (136)",386,1505,1412,26,93.8,1.7,
"De 40 a 44 años (137)",315,1405,1299,12,92.5,0.9,
"De 45 a 49 años (138)",280,1515,1327,2,87.6,0.1,
"De 50 y más años (139)",636,4232,3591,,84.9,,
"Ocupada (140)",3739,11552,10394,217,90,1.9,
"De 12 a 14 años (141)",218,8,8,4,100,50,
"De 15 a 19 años (142)",556,180,173,33,96.1,18.3,
"De 20 a 24 años (143)",527,639,619,62,96.9,9.7,
"De 25 a 29 años (144)",445,964,922,47,95.6,4.9,
"De 30 a 34 años (145)",380,1129,1066,31,94.4,2.7,
"De 35 a 39 años (146)",385,1501,1408,26,93.8,1.7,
"De 40 a 44 años (147)",315,1405,1299,12,92.5,0.9,
"De 45 a 49 años (148)",280,1515,1327,2,87.6,0.1,
"De 50 y más años (149)",633,4211,3572,,84.8,,
"Desocupada (150)",72,50,46,4,92,8,
"De 12 a 14 años (151)",16,1,1,1,100,100,
"De 15 a 19 años (152)",32,3,3,,100,,
"De 20 a 24 años (153)",13,3,3,,100,,
"De 25 a 29 años (154)",2,1,1,,100,,
"De 30 a 34 años (155)",5,17,15,3,88.2,17.6,
"De 35 a 39 años (156)",1,4,4,,100,,
"De 50 y más años (159)",3,21,19,,90.5,,
"No PEA (160)",8911,28475,25317,811,88.9,2.8,
"De 12 a 14 años (161)",1168,13,12,5,92.3,38.5,
"De 15 a 19 años (162)",1330,591,588,182,99.5,30.8,
"De 20 a 24 años (163)",1216,1791,1729,224,96.5,12.5,
"De 25 a 29 años (164)",1059,2591,2491,170,96.1,6.6,
"De 30 a 34 años (165)",852,2907,2783,122,95.7,4.2,
"De 35 a 39 años (166)",699,3168,2957,78,93.3,2.5,
"De 40 a 44 años (167)",590,3141,2900,26,92.3,0.8,
"De 45 a 49 años (168)",457,2779,2445,4,88,0.1,
"De 50 y más años (169)",1540,11494,9412,,81.9,,
