"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",11879,907,303,4670,4624,483,339,232,321
"Jefe o Jefa (049)",4300,118,2,1645,1814,220,197,101,203
"Esposa(o)/ compa¤era(o) (050)",399,14,,142,197,14,9,11,12
"Hijo(a)/ hijastro(a) (051)",4594,548,239,1943,1610,102,48,67,37
"Yerno/ nuera (052)",140,1,,24,86,5,13,8,3
"Nieto(a) (053)",311,102,32,137,32,5,2,1,
"Padres/ suegros (054)",124,18,,78,22,2,1,1,2
"Otro(a) pariente (055)",1387,85,28,527,586,64,41,24,32
"Trabajador(a) del hogar (056)",13,1,,6,5,,1,,
"Pensionista (057)",52,2,,8,25,14,2,1,
"Otro(a) no pariente (058)",559,18,2,160,247,57,25,18,32
"Mujeres (060)",11178,1208,283,4658,3938,373,291,175,252
"Jefe o Jefa (061)",1606,141,1,681,536,51,72,38,86
"Esposa(o)/ compa¤era(o) (062)",3278,242,9,1482,1196,100,118,47,84
"Hijo(a)/ hijastro(a) (063)",4107,530,211,1710,1415,89,55,58,39
"Yerno/ nuera (064)",167,8,1,39,92,7,9,6,5
"Nieto(a) (065)",315,95,37,133,45,4,1,,
"Padres/ suegros (066)",162,71,,70,19,,1,,1
"Otro(a) pariente (067)",1083,96,22,408,428,78,19,15,17
"Trabajador(a) del hogar (068)",73,5,,26,40,1,,1,
"Pensionista (069)",29,,,3,17,5,1,1,2
"Otro(a) no pariente (070)",358,20,2,106,150,38,15,9,18
,,,,,,,,,
"RURAL (072)",21794,3334,454,11803,5619,223,133,115,113
"Jefe o Jefa (073)",6363,581,4,3642,1887,92,58,41,58
"Esposa(o)/ compa¤era(o) (074)",3779,602,5,2216,865,32,27,11,21
"Hijo(a)/ hijastro(a) (075)",8234,1569,358,4259,1906,60,23,43,16
"Yerno/ nuera (076)",215,8,,79,116,3,2,3,4
"Nieto(a) (077)",447,155,34,200,55,3,,,
"Padres/ suegros (078)",214,90,,105,18,1,,,
"Otro(a) pariente (079)",1983,275,52,1061,555,17,12,8,3
"Trabajador(a) del hogar (080)",47,2,,20,22,3,,,
"Pensionista (081)",18,,1,7,5,2,1,,2
"Otro(a) no pariente (082)",494,52,,214,190,10,10,9,9
"Hombres (084)",12578,1516,233,6814,3675,131,70,74,65
"Jefe o Jefa (085)",5486,386,3,3215,1691,70,42,35,44
"Esposa(o)/ compa¤era(o) (086)",181,8,,99,67,,2,3,2
"Hijo(a)/ hijastro(a) (087)",4770,816,181,2453,1243,35,10,24,8
"Yerno/ nuera (088)",90,3,,36,43,1,1,3,3
"Nieto(a) (089)",247,91,21,102,31,2,,,
"Padres/ suegros (090)",109,25,,68,16,,,,
"Otro(a) pariente (091)",1244,152,27,634,404,13,8,3,3
"Trabajador(a) del hogar (092)",19,1,,10,7,1,,,
"Pensionista (093)",14,,1,6,4,2,,,1
"Otro(a) no pariente (094)",418,34,,191,169,7,7,6,4
"Mujeres (096)",9216,1818,221,4989,1944,92,63,41,48
"Jefe o Jefa (097)",877,195,1,427,196,22,16,6,14
"Esposa(o)/ compa¤era(o) (098)",3598,594,5,2117,798,32,25,8,19
"Hijo(a)/ hijastro(a) (099)",3464,753,177,1806,663,25,13,19,8
"Yerno/ nuera (100)",125,5,,43,73,2,1,,1
"Nieto(a) (101)",200,64,13,98,24,1,,,
"Padres/ suegros (102)",105,65,,37,2,1,,,
"Otro(a) pariente (103)",739,123,25,427,151,4,4,5,
"Trabajador(a) del hogar (104)",28,1,,10,15,2,,,
"Pensionista (105)",4,,,1,1,,1,,1
"Otro(a) no pariente (106)",76,18,,23,21,3,3,3,5
