"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",8986,7877,575,264,270
"Agric., ganadería, caza y silvicultura (045)",5381,4909,407,62,3
"Industrias manufactureras (048)",134,125,3,3,3
"Suministro de electricidad, gas y agua (049)",1,,,,1
"Construcción (050)",16,8,5,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",856,826,24,6,
"Venta, mant.y rep. veh.autom y motoc. (052)",6,5,,1,
"Comercio al por mayor (053)",65,59,4,2,
"Comercio al por menor (054)",785,762,20,3,
"Hoteles y restaurantes (055)",383,361,22,,
"Trans., almac. y comunicaciones (056)",34,25,1,6,2
"Intermediación financiera (057)",11,,1,4,6
"Activid.inmobil., empres. y alquileres (058)",33,20,6,2,5
"Admin.pub. y defensa; p. segur soc.afil (059)",125,,,,125
"Enseñanza (060)",400,132,71,161,36
"Servicios sociales y de salud (061)",113,28,4,2,79
"Otras activ. serv.comun.soc y personales (062)",49,37,5,4,3
"Hogares privados con servicio doméstico (063)",909,909,,,
"Actividad economica no especificada (065)",541,497,26,14,4
,,,,,
"URBANA (066)",15840,13050,1310,695,785
"Agric., ganadería, caza y silvicultura (067)",9252,8370,764,100,18
"Pesca (068)",3,3,,,
"Explotación de minas y canteras (069)",2,,,1,1
"Industrias manufactureras (070)",451,397,28,17,9
"Suministro de electricidad, gas y agua (071)",30,5,10,7,8
"Construcción (072)",681,391,141,90,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1473,1410,54,7,2
"Venta, mant.y rep. veh.autom y motoc. (074)",75,69,4,1,1
"Comercio al por mayor (075)",109,99,7,2,1
"Comercio al por menor (076)",1289,1242,43,4,
"Hoteles y restaurantes (077)",416,385,28,2,1
"Trans., almac. y comunicaciones (078)",568,472,51,30,15
"Intermediación financiera (079)",26,1,4,11,10
"Activid.inmobil., empres. y alquileres (080)",130,61,24,26,19
"Admin.pub. y defensa; p. segur soc.afil (081)",412,,,,412
"Enseñanza (082)",743,166,148,348,81
"Servicios sociales y de salud (083)",193,48,8,4,133
"Otras activ. serv.comun.soc y personales (084)",158,100,21,29,8
"Hogares privados con servicio doméstico (085)",783,783,,,
"Actividad economica no especificada (087)",519,458,29,23,9
"Hombres (088)",10696,8714,984,476,522
"Agric., ganadería, caza y silvicultura (089)",7194,6527,580,71,16
"Pesca (090)",3,3,,,
"Explotación de minas y canteras (091)",2,,,1,1
"Industrias manufactureras (092)",328,282,25,15,6
"Suministro de electricidad, gas y agua (093)",29,5,10,7,7
"Construcción (094)",666,384,136,90,56
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",726,690,33,1,2
"Venta, mant.y rep. veh.autom y motoc. (096)",69,64,4,,1
"Comercio al por mayor (097)",51,46,4,,1
"Comercio al por menor (098)",606,580,25,1,
"Hoteles y restaurantes (099)",71,62,6,2,1
"Trans., almac. y comunicaciones (100)",536,448,50,25,13
"Intermediación financiera (101)",15,1,3,7,4
"Activid.inmobil., empres. y alquileres (102)",98,42,18,24,14
"Admin.pub. y defensa; p. segur soc.afil (103)",290,,,,290
"Enseñanza (104)",394,67,87,195,45
"Servicios sociales y de salud (105)",88,25,4,2,57
"Otras activ. serv.comun.soc y personales (106)",113,67,16,25,5
"Hogares privados con servicio doméstico (107)",21,21,,,
"Actividad economica no especificada (109)",122,90,16,11,5
"Mujeres (110)",5144,4336,326,219,263
"Agric., ganadería, caza y silvicultura (111)",2058,1843,184,29,2
"Industrias manufactureras (114)",123,115,3,2,3
"Suministro de electricidad, gas y agua (115)",1,,,,1
"Construcción (116)",15,7,5,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",747,720,21,6,
"Venta, mant.y rep. veh.autom y motoc. (118)",6,5,,1,
"Comercio al por mayor (119)",58,53,3,2,
"Comercio al por menor (120)",683,662,18,3,
"Hoteles y restaurantes (121)",345,323,22,,
"Trans., almac. y comunicaciones (122)",32,24,1,5,2
"Intermediación financiera (123)",11,,1,4,6
"Activid.inmobil., empres. y alquileres (124)",32,19,6,2,5
"Admin.pub. y defensa; p. segur soc.afil (125)",122,,,,122
"Enseñanza (126)",349,99,61,153,36
"Servicios sociales y de salud (127)",105,23,4,2,76
"Otras activ. serv.comun.soc y personales (128)",45,33,5,4,3
"Hogares privados con servicio doméstico (129)",762,762,,,
"Actividad economica no especificada (131)",397,368,13,12,4
,,,,,
"RURAL (132)",16826,15616,1031,144,35
"Agric., ganadería, caza y silvicultura (133)",15839,14779,958,99,3
"Explotación de minas y canteras (135)",2,,2,,
"Industrias manufactureras (136)",51,44,4,3,
"Suministro de electricidad, gas y agua (137)",9,3,2,4,
"Construcción (138)",58,38,11,7,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",229,223,5,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",4,4,,,
"Comercio al por mayor (141)",16,15,1,,
"Comercio al por menor (142)",209,204,4,1,
"Hoteles y restaurantes (143)",43,43,,,
"Trans., almac. y comunicaciones (144)",87,82,3,2,
"Activid.inmobil., empres. y alquileres (146)",9,5,2,1,1
"Admin.pub. y defensa; p. segur soc.afil (147)",17,,,,17
"Enseñanza (148)",105,59,26,20,
"Servicios sociales y de salud (149)",22,10,1,1,10
"Otras activ. serv.comun.soc y personales (150)",21,15,2,3,1
"Hogares privados con servicio doméstico (151)",161,161,,,
"Actividad economica no especificada (153)",173,154,15,3,1
"Hombres (154)",12984,12075,782,99,28
"Agric., ganadería, caza y silvicultura (155)",12516,11713,735,66,2
"Explotación de minas y canteras (157)",2,,2,,
"Industrias manufactureras (158)",40,34,4,2,
"Suministro de electricidad, gas y agua (159)",9,3,2,4,
"Construcción (160)",57,37,11,7,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",120,117,2,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",4,4,,,
"Comercio al por mayor (163)",9,9,,,
"Comercio al por menor (164)",107,104,2,1,
"Hoteles y restaurantes (165)",5,5,,,
"Trans., almac. y comunicaciones (166)",85,81,3,1,
"Activid.inmobil., empres. y alquileres (168)",8,4,2,1,1
"Admin.pub. y defensa; p. segur soc.afil (169)",14,,,,14
"Enseñanza (170)",54,26,16,12,
"Servicios sociales y de salud (171)",14,5,1,1,7
"Otras activ. serv.comun.soc y personales (172)",17,11,2,3,1
"Hogares privados con servicio doméstico (173)",14,14,,,
"Actividad economica no especificada (175)",29,25,2,1,1
"Mujeres (176)",3842,3541,249,45,7
"Agric., ganadería, caza y silvicultura (177)",3323,3066,223,33,1
"Industrias manufactureras (180)",11,10,,1,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",109,106,3,,
"Comercio al por mayor (185)",7,6,1,,
"Comercio al por menor (186)",102,100,2,,
"Hoteles y restaurantes (187)",38,38,,,
"Trans., almac. y comunicaciones (188)",2,1,,1,
"Activid.inmobil., empres. y alquileres (190)",1,1,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",3,,,,3
"Enseñanza (192)",51,33,10,8,
"Servicios sociales y de salud (193)",8,5,,,3
"Otras activ. serv.comun.soc y personales (194)",4,4,,,
"Hogares privados con servicio doméstico (195)",147,147,,,
"Actividad economica no especificada (197)",144,129,13,2,
