"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",14,12,2,,
"Trabajador independiente (059)",9,9,,,
"Trabajador familiar no remunerado (061)",22,19,3,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",1396,1099,123,62,112
"Empleado (065)",271,126,21,25,99
"Obrero (066)",277,183,49,33,12
"Trabajador independiente (067)",572,538,34,,
"Empleador o patrono (068)",10,7,1,1,1
"Trabajador familiar no remunerado (069)",226,205,18,3,
"Trabajador del hogar (070)",40,40,,,
"De 30 a 44 años (072)",1868,1416,144,82,226
"Empleado (073)",387,96,40,53,198
"Obrero (074)",272,185,37,24,26
"Trabajador independiente (075)",1025,975,50,,
"Empleador o patrono (076)",44,33,7,2,2
"Trabajador familiar no remunerado (077)",112,99,10,3,
"Trabajador del hogar (078)",28,28,,,
"De 45 a 64 años (080)",1441,1132,106,58,145
"Empleado (081)",253,61,29,38,125
"Obrero (082)",203,135,30,20,18
"Trabajador independiente (083)",837,799,38,,
"Empleador o patrono (084)",31,24,5,,2
"Trabajador familiar no remunerado (085)",96,92,4,,
"Trabajador del hogar (086)",21,21,,,
"De 65 y más años (088)",325,305,10,5,5
"Empleado (089)",11,3,1,5,2
"Obrero (090)",34,31,1,,2
"Trabajador independiente (091)",246,239,7,,
"Empleador o patrono (092)",10,9,,,1
"Trabajador familiar no remunerado (093)",21,20,1,,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",10795,10122,468,82,123
"Empleado (097)",255,104,29,28,94
"Obrero (098)",1476,1209,193,46,28
"Trabajador independiente (099)",6584,6426,158,,
"Empleador o patrono (100)",170,155,13,1,1
"Trabajador familiar no remunerado (101)",2221,2139,75,7,
"Trabajador del hogar (102)",89,89,,,
"De 06 a 14 años (104)",293,277,15,1,
"Obrero (106)",38,30,8,,
"Trabajador familiar no remunerado (109)",254,246,7,1,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",3626,3370,185,35,36
"Empleado (113)",95,43,14,10,28
"Obrero (114)",633,521,83,21,8
"Trabajador independiente (115)",1458,1419,39,,
"Empleador o patrono (116)",31,30,1,,
"Trabajador familiar no remunerado (117)",1357,1305,48,4,
"Trabajador del hogar (118)",52,52,,,
"De 30 a 44 años (120)",3307,3094,135,26,52
"Empleado (121)",90,33,8,11,38
"Obrero (122)",460,370,63,13,14
"Trabajador independiente (123)",2312,2261,51,,
"Empleador o patrono (124)",68,61,6,1,
"Trabajador familiar no remunerado (125)",357,349,7,1,
"Trabajador del hogar (126)",20,20,,,
"De 45 a 64 años (128)",2554,2392,110,18,34
"Empleado (129)",65,25,6,7,27
"Obrero (130)",286,233,37,10,6
"Trabajador independiente (131)",1947,1894,53,,
"Empleador o patrono (132)",47,41,5,,1
"Trabajador familiar no remunerado (133)",196,186,9,1,
"Trabajador del hogar (134)",13,13,,,
"De 65 y más años (136)",1015,989,23,2,1
"Empleado (137)",5,3,1,,1
"Obrero (138)",59,55,2,2,
"Trabajador independiente (139)",867,852,15,,
"Empleador o patrono (140)",24,23,1,,
"Trabajador familiar no remunerado (141)",57,53,4,,
"Trabajador del hogar (142)",3,3,,,
