"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",779,47,10,171,303,69,71,45,63
"Hombres (048)",20808,1454,694,5482,7501,1539,1652,987,1499
"Jefe o Jefa (049)",8936,213,6,2200,3427,717,977,412,984
"Esposa(o)/ compa¤era(o) (050)",486,23,1,86,219,41,57,25,34
"Hijo(a)/ hijastro(a) (051)",8178,882,549,2249,2788,564,438,415,293
"Yerno/ nuera (052)",316,1,2,17,117,27,64,30,58
"Nieto(a) (053)",882,180,111,349,178,18,10,30,6
"Padres/ suegros (054)",183,41,,104,25,1,6,2,4
"Otro(a) pariente (055)",1309,82,22,372,534,118,58,48,75
"Trabajador(a) del hogar (056)",25,3,,7,11,4,,,
"Pensionista (057)",28,2,,3,10,3,7,1,2
"Otro(a) no pariente (058)",465,27,3,95,192,46,35,24,43
"Mujeres (060)",20711,2243,613,5849,5976,1520,2093,839,1578
"Jefe o Jefa (061)",3330,415,3,1014,888,202,372,111,325
"Esposa(o)/ compa¤era(o) (062)",6663,571,11,1815,2012,478,913,195,668
"Hijo(a)/ hijastro(a) (063)",7671,772,458,2161,2237,649,537,427,430
"Yerno/ nuera (064)",289,1,,14,107,38,72,14,43
"Nieto(a) (065)",817,165,100,288,180,30,23,20,11
"Padres/ suegros (066)",365,171,,159,23,3,4,,5
"Otro(a) pariente (067)",1142,125,34,296,351,89,127,48,72
"Trabajador(a) del hogar (068)",102,3,,23,63,5,5,3,
"Pensionista (069)",18,,,3,4,3,4,,4
"Otro(a) no pariente (070)",314,20,7,76,111,23,36,21,20
,,,,,,,,,
"RURAL (072)",7713,875,178,2230,3172,447,402,219,190
"Jefe o Jefa (073)",2747,193,2,789,1248,187,127,95,106
"Esposa(o)/ compa¤era(o) (074)",1377,184,2,398,591,73,76,24,29
"Hijo(a)/ hijastro(a) (075)",2183,373,152,719,644,112,96,55,32
"Yerno/ nuera (076)",49,,,3,28,9,3,2,4
"Nieto(a) (077)",127,30,16,42,25,5,6,2,1
"Padres/ suegros (078)",56,22,,32,2,,,,
"Otro(a) pariente (079)",834,56,6,180,438,43,70,31,10
"Trabajador(a) del hogar (080)",6,,,3,3,,,,
"Pensionista (081)",4,,,,2,1,,1,
"Otro(a) no pariente (082)",330,17,,64,191,17,24,9,8
"Hombres (084)",4684,367,92,1264,2137,284,245,165,130
"Jefe o Jefa (085)",2364,123,,644,1138,166,105,94,94
"Esposa(o)/ compa¤era(o) (086)",67,4,,22,34,1,2,,4
"Hijo(a)/ hijastro(a) (087)",1191,176,81,380,394,63,54,28,15
"Yerno/ nuera (088)",22,,,1,13,3,2,1,2
"Nieto(a) (089)",67,13,9,25,14,2,2,2,
"Padres/ suegros (090)",25,6,,18,1,,,,
"Otro(a) pariente (091)",657,35,2,123,366,35,58,30,8
"Trabajador(a) del hogar (092)",4,,,2,2,,,,
"Pensionista (093)",4,,,,2,1,,1,
"Otro(a) no pariente (094)",283,10,,49,173,13,22,9,7
"Mujeres (096)",3029,508,86,966,1035,163,157,54,60
"Jefe o Jefa (097)",383,70,2,145,110,21,22,1,12
"Esposa(o)/ compa¤era(o) (098)",1310,180,2,376,557,72,74,24,25
"Hijo(a)/ hijastro(a) (099)",992,197,71,339,250,49,42,27,17
"Yerno/ nuera (100)",27,,,2,15,6,1,1,2
"Nieto(a) (101)",60,17,7,17,11,3,4,,1
"Padres/ suegros (102)",31,16,,14,1,,,,
"Otro(a) pariente (103)",177,21,4,57,72,8,12,1,2
"Trabajador(a) del hogar (104)",2,,,1,1,,,,
"Otro(a) no pariente (106)",47,7,,15,18,4,2,,1
