"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",18044,12992,2412,1042,1598
"Sin nivel (061)",368,316,30,9,13
"Educación inicial (062)",55,37,9,2,7
"Primaria (063)",7328,5640,1033,322,333
"Secundaria (064)",6274,4722,836,300,416
"Superior no univ. incompleta (065)",1016,728,123,58,107
"Superior no univ. completa (066)",1675,882,209,194,390
"Superior univ. incompleta (067)",560,345,61,48,106
"Superior univ. completa (068)",768,322,111,109,226
"De 06 a 14 años (070)",474,374,61,13,26
"Sin nivel (071)",9,7,1,,1
"Educación inicial (072)",10,8,,,2
"Primaria (073)",345,277,43,11,14
"Secundaria (074)",110,82,17,2,9
"De 15 a 29 años (080)",7309,5040,1135,427,707
"Sin nivel (081)",60,49,7,2,2
"Educación inicial (082)",29,20,4,2,3
"Primaria (083)",2141,1463,402,131,145
"Secundaria (084)",3233,2404,497,150,182
"Superior no univ. incompleta (085)",557,392,69,27,69
"Superior no univ. completa (086)",756,398,96,71,191
"Superior univ. incompleta (087)",289,197,27,20,45
"Superior univ. completa (088)",244,117,33,24,70
"De 30 a 44 años (090)",5813,4056,786,404,567
"Sin nivel (091)",98,79,13,4,2
"Educación inicial (092)",16,9,5,,2
"Primaria (093)",2117,1591,335,97,94
"Secundaria (094)",2069,1564,248,107,150
"Superior no univ. incompleta (095)",328,239,35,23,31
"Superior no univ. completa (096)",677,349,80,95,153
"Superior univ. incompleta (097)",165,93,19,19,34
"Superior univ. completa (098)",343,132,51,59,101
"De 45 a 64 años (100)",3694,2826,391,191,286
"Sin nivel (101)",137,121,7,2,7
"Primaria (103)",2141,1761,229,79,72
"Secundaria (104)",800,620,66,41,73
"Superior no univ. incompleta (105)",119,89,15,8,7
"Superior no univ. completa (106)",225,119,33,27,46
"Superior univ. incompleta (107)",99,51,14,8,26
"Superior univ. completa (108)",173,65,27,26,55
"De 65 y más años (110)",754,696,39,7,12
"Sin nivel (111)",64,60,2,1,1
"Primaria (113)",584,548,24,4,8
"Secundaria (114)",62,52,8,,2
"Superior no univ. incompleta (115)",12,8,4,,
"Superior no univ. completa (116)",17,16,,1,
"Superior univ. incompleta (117)",7,4,1,1,1
"Superior univ. completa (118)",8,8,,,
,,,,,
"RURAL (120)",1401,1300,65,15,21
"Sin nivel (121)",69,68,1,,
"Educación inicial (122)",2,2,,,
"Primaria (123)",901,873,24,4,
"Secundaria (124)",318,277,31,4,6
"Superior no univ. incompleta (125)",32,22,3,2,5
"Superior no univ. completa (126)",63,46,5,5,7
"Superior univ. incompleta (127)",7,5,,,2
"Superior univ. completa (128)",9,7,1,,1
"De 06 a 14 años (130)",54,49,4,1,
"Sin nivel (131)",1,1,,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",42,40,1,1,
"Secundaria (134)",10,7,3,,
"De 15 a 29 años (140)",597,544,32,9,12
"Sin nivel (141)",9,9,,,
"Educación inicial (142)",1,1,,,
"Primaria (143)",344,331,12,1,
"Secundaria (144)",179,161,14,2,2
"Superior no univ. incompleta (145)",18,12,1,2,3
"Superior no univ. completa (146)",39,25,4,4,6
"Superior univ. incompleta (147)",5,4,,,1
"Superior univ. completa (148)",2,1,1,,
"De 30 a 44 años (150)",356,328,16,5,7
"Sin nivel (151)",8,8,,,
"Primaria (153)",236,229,5,2,
"Secundaria (154)",80,67,9,2,2
"Superior no univ. incompleta (155)",9,6,1,,2
"Superior no univ. completa (156)",19,16,1,1,1
"Superior univ. incompleta (157)",2,1,,,1
"Superior univ. completa (158)",2,1,,,1
"De 45 a 64 años (160)",307,292,13,,2
"Sin nivel (161)",31,30,1,,
"Primaria (163)",216,210,6,,
"Secundaria (164)",45,38,5,,2
"Superior no univ. incompleta (165)",5,4,1,,
"Superior no univ. completa (166)",5,5,,,
"Superior univ. completa (168)",5,5,,,
"De 65 y más años (170)",87,87,,,
"Sin nivel (171)",20,20,,,
"Primaria (173)",63,63,,,
"Secundaria (174)",4,4,,,
