"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Padres/ suegros (042)",4201,631,,2711,646,33,87,24,69
"Otro(a) pariente (043)",21187,1576,502,6438,9161,1185,839,820,666
"Trabajador(a) del hogar (044)",512,10,,149,303,32,5,11,2
"Pensionista (045)",373,6,2,49,190,42,26,19,39
"Otro(a) no pariente (046)",4465,177,50,1028,2052,361,282,201,314
"Hombres (048)",127308,8698,3448,36728,53569,6901,6239,5346,6379
"Jefe o Jefa (049)",43036,337,21,9978,20049,2803,3633,2004,4211
"Esposa(o)/ compa¤era(o) (050)",3991,58,3,936,2087,266,220,170,251
"Hijo(a)/ hijastro(a) (051)",55106,5664,2541,18120,21560,2526,1446,2226,1023
"Yerno/ nuera (052)",2658,12,4,248,1540,242,234,160,218
"Nieto(a) (053)",6918,1702,622,2699,1562,128,54,110,41
"Padres/ suegros (054)",1433,96,,959,285,15,32,13,33
"Otro(a) pariente (055)",11245,737,236,3200,5096,657,451,506,362
"Trabajador(a) del hogar (056)",66,1,,19,36,4,2,3,1
"Pensionista (057)",246,4,1,30,125,30,16,14,26
"Otro(a) no pariente (058)",2609,87,20,539,1229,230,151,140,213
"Mujeres (060)",130527,9761,3444,42637,51631,6609,7228,4060,5157
"Jefe o Jefa (061)",20256,496,19,6725,8316,1110,1685,607,1298
"Esposa(o)/ compa¤era(o) (062)",34494,717,42,10454,15589,1834,2861,923,2074
"Hijo(a)/ hijastro(a) (063)",51072,5440,2435,16866,18770,2583,1839,1947,1192
"Yerno/ nuera (064)",3150,16,3,470,2017,237,195,109,103
"Nieto(a) (065)",6416,1617,648,2494,1358,128,61,75,35
"Padres/ suegros (066)",2768,535,,1752,361,18,55,11,36
"Otro(a) pariente (067)",9942,839,266,3238,4065,528,388,314,304
"Trabajador(a) del hogar (068)",446,9,,130,267,28,3,8,1
"Pensionista (069)",127,2,1,19,65,12,10,5,13
"Otro(a) no pariente (070)",1856,90,30,489,823,131,131,61,101
,,,,,,,,,
"RURAL (072)",46133,5889,1299,24127,13346,602,458,164,248
"Jefe o Jefa (073)",11347,700,7,5961,3956,238,272,68,145
"Esposa(o)/ compa¤era(o) (074)",7779,745,10,4631,2221,68,52,22,30
"Hijo(a)/ hijastro(a) (075)",18585,2982,961,9454,4894,172,57,43,22
"Yerno/ nuera (076)",579,13,2,214,320,21,4,3,2
"Nieto(a) (077)",1459,392,114,711,234,5,2,1,
"Padres/ suegros (078)",463,142,,289,28,2,2,,
"Otro(a) pariente (079)",5145,844,200,2568,1391,58,43,17,24
"Trabajador(a) del hogar (080)",60,9,,19,29,,2,1,
"Pensionista (081)",18,,,4,8,4,1,,1
"Otro(a) no pariente (082)",698,62,5,276,265,34,23,9,24
"Hombres (084)",25152,2824,673,12682,7941,427,335,106,164
"Jefe o Jefa (085)",9866,519,4,5173,3563,205,233,58,111
"Esposa(o)/ compa¤era(o) (086)",320,13,1,160,123,13,5,4,1
"Hijo(a)/ hijastro(a) (087)",10316,1588,492,5167,2867,114,44,26,18
"Yerno/ nuera (088)",265,6,,79,160,13,3,2,2
"Nieto(a) (089)",790,208,62,378,136,4,2,,
"Padres/ suegros (090)",256,42,,192,18,2,2,,
"Otro(a) pariente (091)",2797,410,113,1325,848,45,32,8,16
"Trabajador(a) del hogar (092)",18,3,,7,6,,1,1,
"Pensionista (093)",14,,,2,7,4,,,1
"Otro(a) no pariente (094)",510,35,1,199,213,27,13,7,15
"Mujeres (096)",20981,3065,626,11445,5405,175,123,58,84
"Jefe o Jefa (097)",1481,181,3,788,393,33,39,10,34
"Esposa(o)/ compa¤era(o) (098)",7459,732,9,4471,2098,55,47,18,29
"Hijo(a)/ hijastro(a) (099)",8269,1394,469,4287,2027,58,13,17,4
"Yerno/ nuera (100)",314,7,2,135,160,8,1,1,
"Nieto(a) (101)",669,184,52,333,98,1,,1,
"Padres/ suegros (102)",207,100,,97,10,,,,
"Otro(a) pariente (103)",2348,434,87,1243,543,13,11,9,8
"Trabajador(a) del hogar (104)",42,6,,12,23,,1,,
"Pensionista (105)",4,,,2,1,,1,,
"Otro(a) no pariente (106)",188,27,4,77,52,7,10,2,9
