"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",318,291,100,113,59,10,8,1,,,27,301
"De 25 a 29 años (024)",375,343,51,123,93,41,33,2,,,32,583
"De 30 a 34 años (025)",363,345,34,79,103,57,55,16,1,,18,801
"De 35 a 39 años (026)",413,406,17,42,110,89,95,38,13,2,7,1311
"De 40 a 44 años (027)",336,328,16,26,57,76,75,52,19,7,8,1269
"De 45 a 49 años (028)",268,265,12,23,38,33,59,48,32,20,3,1256
"De 50 y más años (029)",740,733,46,51,52,70,137,134,125,118,7,4221
"Desocupada (030)",49,46,23,8,1,1,9,,4,,3,85
"De 12 a 14 años (031)",4,4,4,,,,,,,,,
"De 15 a 19 años (032)",12,12,11,1,,,,,,,,1
"De 20 a 24 años (033)",13,10,4,5,,,1,,,,3,10
"De 25 a 29 años (034)",5,5,3,2,,,,,,,,2
"De 30 a 34 años (035)",3,3,1,,1,1,,,,,,5
"De 35 a 39 años (036)",2,2,,,,,2,,,,,8
"De 40 a 44 años (037)",4,4,,,,,2,,2,,,25
"De 45 a 49 años (038)",1,1,,,,,1,,,,,4
"De 50 y más años (039)",5,5,,,,,3,,2,,,30
"No PEA (040)",13319,13070,3846,1457,1374,1191,2006,1474,995,727,249,42719
"De 12 a 14 años (041)",1775,1761,1754,6,1,,,,,,14,8
"De 15 a 19 años (042)",1849,1819,1483,290,39,6,1,,,,30,390
"De 20 a 24 años (043)",1242,1177,210,524,303,104,34,2,,,65,1595
"De 25 a 29 años (044)",1212,1176,74,251,400,258,179,14,,,36,2683
"De 30 a 34 años (045)",1013,1000,27,98,202,253,311,88,18,3,13,3354
"De 35 a 39 años (046)",969,959,37,61,125,163,329,177,56,11,10,3983
"De 40 a 44 años (047)",860,844,27,34,70,94,228,226,120,45,16,4436
"De 45 a 49 años (048)",746,738,25,35,47,58,193,165,141,74,8,4237
"De 50 y más años (049)",3653,3596,209,158,187,255,731,802,660,594,57,22033
,,,,,,,,,,,,
"URBANA (060)",7265,7081,1924,927,962,741,1159,704,390,274,184,21049
"De 12 a 14 años (061)",748,742,739,2,1,,,,,,6,4
"De 15 a 19 años (062)",870,855,739,104,11,1,,,,,15,129
"De 20 a 24 años (063)",598,559,144,273,105,27,9,1,,,39,609
"De 25 a 29 años (064)",672,642,61,185,230,97,60,9,,,30,1248
"De 30 a 34 años (065)",605,583,36,110,164,138,114,17,1,3,22,1492
"De 35 a 39 años (066)",637,628,25,55,159,137,185,53,12,2,9,2048
"De 40 a 44 años (067)",551,535,26,35,84,99,153,104,27,7,16,2149
"De 45 a 49 años (068)",457,453,15,33,60,49,130,87,57,22,4,2140
"De 50 y más años (069)",2127,2084,139,130,148,193,508,433,293,240,43,11230
"PEA (070)",1830,1757,277,326,353,244,276,139,80,62,73,5237
"De 12 a 14 años (071)",18,18,18,,,,,,,,,
"De 15 a 19 años (072)",99,97,81,14,2,,,,,,2,18
"De 20 a 24 años (073)",177,159,63,67,23,4,2,,,,18,134
"De 25 a 29 años (074)",222,203,32,87,62,16,6,,,,19,284
"De 30 a 34 años (075)",222,209,25,58,63,35,25,3,,,13,417
"De 35 a 39 años (076)",267,261,11,31,90,61,54,13,1,,6,719
"De 40 a 44 años (077)",210,204,12,15,46,54,44,24,6,3,6,701
"De 45 a 49 años (078)",165,163,7,17,28,23,42,28,11,7,2,676
"De 50 y más años (079)",450,443,28,37,39,51,103,71,62,52,7,2288
"Ocupada (080)",1805,1734,266,322,353,243,270,139,79,62,71,5195
"De 12 a 14 años (081)",17,17,17,,,,,,,,,
"De 15 a 19 años (082)",94,92,76,14,2,,,,,,2,18
"De 20 a 24 años (083)",168,152,60,64,23,4,1,,,,16,126
"De 25 a 29 años (084)",220,201,31,86,62,16,6,,,,19,283
"De 30 a 34 años (085)",220,207,24,58,63,34,25,3,,,13,414
"De 35 a 39 años (086)",266,260,11,31,90,61,53,13,1,,6,715
"De 40 a 44 años (087)",210,204,12,15,46,54,44,24,6,3,6,701
"De 45 a 49 años (088)",164,162,7,17,28,23,41,28,11,7,2,672
"De 50 y más años (089)",446,439,28,37,39,51,100,71,61,52,7,2266
"Desocupada (090)",25,23,11,4,,1,6,,1,,2,42
"De 12 a 14 años (091)",1,1,1,,,,,,,,,
"De 15 a 19 años (092)",5,5,5,,,,,,,,,
"De 20 a 24 años (093)",9,7,3,3,,,1,,,,2,8
"De 25 a 29 años (094)",2,2,1,1,,,,,,,,1
"De 30 a 34 años (095)",2,2,1,,,1,,,,,,3
"De 35 a 39 años (096)",1,1,,,,,1,,,,,4
"De 45 a 49 años (098)",1,1,,,,,1,,,,,4
"De 50 y más años (099)",4,4,,,,,3,,1,,,22
"No PEA (100)",5435,5324,1647,601,609,497,883,565,310,212,111,15812
"De 12 a 14 años (101)",730,724,721,2,1,,,,,,6,4
"De 15 a 19 años (102)",771,758,658,90,9,1,,,,,13,111
"De 20 a 24 años (103)",421,400,81,206,82,23,7,1,,,21,475
"De 25 a 29 años (104)",450,439,29,98,168,81,54,9,,,11,964
"De 30 a 34 años (105)",383,374,11,52,101,103,89,14,1,3,9,1075
"De 35 a 39 años (106)",370,367,14,24,69,76,131,40,11,2,3,1329
"De 40 a 44 años (107)",341,331,14,20,38,45,109,80,21,4,10,1448
"De 45 a 49 años (108)",292,290,8,16,32,26,88,59,46,15,2,1464
"De 50 y más años (109)",1677,1641,111,93,109,142,405,362,231,188,36,8942
,,,,,,,,,,,,
"RURAL (120)",9153,8979,2412,1032,930,827,1318,1061,799,600,174,31544
"De 12 a 14 años (121)",1077,1068,1063,4,1,,,,,,9,6
"De 15 a 19 años (122)",1182,1164,902,224,32,5,1,,,,18,307
"De 20 a 24 años (123)",975,919,170,369,257,87,34,2,,,56,1297
"De 25 a 29 años (124)",920,882,67,191,263,202,152,7,,,38,2020
"De 30 a 34 años (125)",774,765,26,67,142,173,252,87,18,,9,2668
"De 35 a 39 años (126)",747,739,29,48,76,115,241,162,57,11,8,3254
"De 40 a 44 años (127)",649,641,17,25,43,71,152,174,114,45,8,3581
"De 45 a 49 años (128)",558,551,22,25,25,42,123,126,116,72,7,3357
"De 50 y más años (129)",2271,2250,116,79,91,132,363,503,494,472,21,15054
"PEA (130)",1269,1233,213,176,165,133,195,152,114,85,36,4637
"De 12 a 14 años (131)",32,31,30,,1,,,,,,1,2
"De 15 a 19 años (132)",104,103,77,24,2,,,,,,1,28
"De 20 a 24 años (133)",154,142,41,51,36,6,7,1,,,12,177
"De 25 a 29 años (134)",158,145,22,38,31,25,27,2,,,13,301
"De 30 a 34 años (135)",144,139,10,21,41,23,30,13,1,,5,389
"De 35 a 39 años (136)",148,147,6,11,20,28,43,25,12,2,1,600
"De 40 a 44 años (137)",130,128,4,11,11,22,33,28,15,4,2,593
"De 45 a 49 años (138)",104,103,5,6,10,10,18,20,21,13,1,584
"De 50 y más años (139)",295,295,18,14,13,19,37,63,65,66,,1963
"Ocupada (140)",1245,1210,201,172,164,133,192,152,111,85,35,4594
"De 12 a 14 años (141)",29,28,27,,1,,,,,,1,2
"De 15 a 19 años (142)",97,96,71,23,2,,,,,,1,27
"De 20 a 24 años (143)",150,139,40,49,36,6,7,1,,,11,175
"De 25 a 29 años (144)",155,142,20,37,31,25,27,2,,,13,300
"De 30 a 34 años (145)",143,138,10,21,40,23,30,13,1,,5,387
"De 35 a 39 años (146)",147,146,6,11,20,28,42,25,12,2,1,596
"De 40 a 44 años (147)",126,124,4,11,11,22,31,28,13,4,2,568
"De 45 a 49 años (148)",104,103,5,6,10,10,18,20,21,13,1,584
"De 50 y más años (149)",294,294,18,14,13,19,37,63,64,66,,1955
"Desocupada (150)",24,23,12,4,1,,3,,3,,1,43
"De 12 a 14 años (151)",3,3,3,,,,,,,,,
"De 15 a 19 años (152)",7,7,6,1,,,,,,,,1
"De 20 a 24 años (153)",4,3,1,2,,,,,,,1,2
"De 25 a 29 años (154)",3,3,2,1,,,,,,,,1
"De 30 a 34 años (155)",1,1,,,1,,,,,,,2
"De 35 a 39 años (156)",1,1,,,,,1,,,,,4
"De 40 a 44 años (157)",4,4,,,,,2,,2,,,25
"De 50 y más años (159)",1,1,,,,,,,1,,,8
"No PEA (160)",7884,7746,2199,856,765,694,1123,909,685,515,138,26907
"De 12 a 14 años (161)",1045,1037,1033,4,,,,,,,8,4
"De 15 a 19 años (162)",1078,1061,825,200,30,5,1,,,,17,279
"De 20 a 24 años (163)",821,777,129,318,221,81,27,1,,,44,1120
"De 25 a 29 años (164)",762,737,45,153,232,177,125,5,,,25,1719
"De 30 a 34 años (165)",630,626,16,46,101,150,222,74,17,,4,2279
"De 35 a 39 años (166)",599,592,23,37,56,87,198,137,45,9,7,2654
"De 40 a 44 años (167)",519,513,13,14,32,49,119,146,99,41,6,2988
"De 45 a 49 años (168)",454,448,17,19,15,32,105,106,95,59,6,2773
"De 50 y más años (169)",1976,1955,98,65,78,113,326,440,429,406,21,13091
