"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",11,9,2,,
"Trabajador independiente (059)",13,13,,,
"Trabajador familiar no remunerado (061)",106,101,5,,
"Trabajador del hogar (062)",18,18,,,
"De 15 a 29 años (064)",800,589,124,24,63
"Empleado (065)",129,52,18,11,48
"Obrero (066)",126,71,31,11,13
"Trabajador independiente (067)",339,290,49,,
"Empleador o patrono (068)",18,11,6,1,
"Trabajador familiar no remunerado (069)",164,141,20,1,2
"Trabajador del hogar (070)",24,24,,,
"De 30 a 44 años (072)",1229,848,220,61,100
"Empleado (073)",253,65,60,45,83
"Obrero (074)",131,61,39,15,16
"Trabajador independiente (075)",660,562,98,,
"Empleador o patrono (076)",26,17,8,,1
"Trabajador familiar no remunerado (077)",150,134,15,1,
"Trabajador del hogar (078)",9,9,,,
"De 45 a 64 años (080)",1025,783,150,38,54
"Empleado (081)",115,23,28,27,37
"Obrero (082)",109,62,23,8,16
"Trabajador independiente (083)",684,598,86,,
"Empleador o patrono (084)",28,19,7,2,
"Trabajador familiar no remunerado (085)",87,79,6,1,1
"Trabajador del hogar (086)",2,2,,,
"De 65 y más años (088)",447,416,25,1,5
"Empleado (089)",5,2,,1,2
"Obrero (090)",24,20,2,,2
"Trabajador independiente (091)",347,325,22,,
"Empleador o patrono (092)",8,8,,,
"Trabajador familiar no remunerado (093)",57,55,1,,1
"Trabajador del hogar (094)",6,6,,,
,,,,,
"RURAL (096)",5376,4197,979,80,120
"Empleado (097)",186,69,49,24,44
"Obrero (098)",761,478,160,48,75
"Trabajador independiente (099)",3419,2804,615,,
"Empleador o patrono (100)",34,25,7,2,
"Trabajador familiar no remunerado (101)",961,806,148,6,1
"Trabajador del hogar (102)",15,15,,,
"De 06 a 14 años (104)",98,74,24,,
"Obrero (106)",3,3,,,
"Trabajador independiente (107)",10,9,1,,
"Trabajador familiar no remunerado (109)",84,61,23,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1260,958,237,20,45
"Empleado (113)",85,35,24,7,19
"Obrero (114)",235,144,55,11,25
"Trabajador independiente (115)",581,474,107,,
"Empleador o patrono (116)",7,7,,,
"Trabajador familiar no remunerado (117)",343,289,51,2,1
"Trabajador del hogar (118)",9,9,,,
"De 30 a 44 años (120)",1784,1324,375,36,49
"Empleado (121)",72,23,19,12,18
"Obrero (122)",286,179,54,22,31
"Trabajador independiente (123)",1156,901,255,,
"Empleador o patrono (124)",12,8,3,1,
"Trabajador familiar no remunerado (125)",257,212,44,1,
"Trabajador del hogar (126)",1,1,,,
"De 45 a 64 años (128)",1586,1264,278,20,24
"Empleado (129)",25,8,6,5,6
"Obrero (130)",195,123,41,13,18
"Trabajador independiente (131)",1157,950,207,,
"Empleador o patrono (132)",9,6,3,,
"Trabajador familiar no remunerado (133)",198,175,21,2,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",648,577,65,4,2
"Empleado (137)",4,3,,,1
"Obrero (138)",42,29,10,2,1
"Trabajador independiente (139)",515,470,45,,
"Empleador o patrono (140)",6,4,1,1,
"Trabajador familiar no remunerado (141)",79,69,9,1,
"Trabajador del hogar (142)",2,2,,,
