"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",1891,1466,227,139,59
"Trabajador familiar no remunerado (053)",3697,3274,236,115,72
"Trabajador del hogar (054)",1970,1970,,,
"De 06 a 14 años (056)",882,788,65,20,9
"Empleado (057)",138,115,17,5,1
"Obrero (058)",140,120,11,4,5
"Trabajador independiente (059)",253,239,14,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",303,266,23,11,3
"Trabajador del hogar (062)",46,46,,,
"De 15 a 29 años (064)",26699,18836,3012,2553,2298
"Empleado (065)",7418,3600,1158,1317,1343
"Obrero (066)",6798,3720,1030,1141,907
"Trabajador independiente (067)",9539,8893,646,,
"Empleador o patrono (068)",409,286,60,48,15
"Trabajador familiar no remunerado (069)",1664,1466,118,47,33
"Trabajador del hogar (070)",871,871,,,
"De 30 a 44 años (072)",32186,21340,3206,3745,3895
"Empleado (073)",9757,2904,1345,2613,2895
"Obrero (074)",6276,3290,981,1047,958
"Trabajador independiente (075)",13939,13205,734,,
"Empleador o patrono (076)",617,471,82,49,15
"Trabajador familiar no remunerado (077)",986,859,64,36,27
"Trabajador del hogar (078)",611,611,,,
"De 45 a 64 años (080)",21732,16022,1686,1835,2189
"Empleado (081)",5119,1476,604,1327,1712
"Obrero (082)",3519,2143,477,454,445
"Trabajador independiente (083)",11442,10934,508,,
"Empleador o patrono (084)",697,561,72,37,27
"Trabajador familiar no remunerado (085)",566,519,25,17,5
"Trabajador del hogar (086)",389,389,,,
"De 65 y más años (088)",3425,3086,149,80,110
"Empleado (089)",316,174,31,44,67
"Obrero (090)",486,372,50,27,37
"Trabajador independiente (091)",2226,2177,49,,
"Empleador o patrono (092)",166,146,13,5,2
"Trabajador familiar no remunerado (093)",178,164,6,4,4
"Trabajador del hogar (094)",53,53,,,
,,,,,
"RURAL (096)",8544,7249,625,253,417
"Empleado (097)",399,172,30,74,123
"Obrero (098)",3359,2533,369,171,286
"Trabajador independiente (099)",3345,3199,146,,
"Empleador o patrono (100)",160,134,20,4,2
"Trabajador familiar no remunerado (101)",1165,1095,60,4,6
"Trabajador del hogar (102)",116,116,,,
"De 06 a 14 años (104)",176,156,14,4,2
"Empleado (105)",2,2,,,
"Obrero (106)",46,35,5,4,2
"Trabajador independiente (107)",16,15,1,,
"Trabajador familiar no remunerado (109)",106,98,8,,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",3052,2461,237,107,247
"Empleado (113)",158,69,9,34,46
"Obrero (114)",1443,1022,151,71,199
"Trabajador independiente (115)",726,688,38,,
"Empleador o patrono (116)",34,31,3,,
"Trabajador familiar no remunerado (117)",622,582,36,2,2
"Trabajador del hogar (118)",69,69,,,
"De 30 a 44 años (120)",2731,2296,214,97,124
"Empleado (121)",161,67,15,28,51
"Obrero (122)",1149,872,143,65,69
"Trabajador independiente (123)",1106,1064,42,,
"Empleador o patrono (124)",52,43,6,2,1
"Trabajador familiar no remunerado (125)",237,224,8,2,3
"Trabajador del hogar (126)",26,26,,,
"De 45 a 64 años (128)",1948,1730,133,43,42
"Empleado (129)",70,29,5,11,25
"Obrero (130)",581,475,60,31,15
"Trabajador independiente (131)",1091,1039,52,,
"Empleador o patrono (132)",46,36,8,1,1
"Trabajador familiar no remunerado (133)",151,142,8,,1
"Trabajador del hogar (134)",9,9,,,
"De 65 y más años (136)",637,606,27,2,2
"Empleado (137)",8,5,1,1,1
"Obrero (138)",140,129,10,,1
"Trabajador independiente (139)",406,393,13,,
"Empleador o patrono (140)",28,24,3,1,
"Trabajador familiar no remunerado (141)",49,49,,,
"Trabajador del hogar (142)",6,6,,,
