"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",57,52,2,37,9,2,2,,,,5,69
"De 20 a 24 años (023)",206,180,1,110,46,20,2,1,,,26,277
"De 25 a 29 años (024)",303,267,2,97,77,55,33,1,2,,36,584
"De 30 a 34 años (025)",354,342,1,71,88,71,88,20,2,1,12,1000
"De 35 a 39 años (026)",381,377,1,39,80,83,110,48,14,2,4,1381
"De 40 a 44 años (027)",335,330,,21,41,45,101,67,42,13,5,1615
"De 45 a 49 años (028)",283,281,,10,24,35,69,82,43,18,2,1563
"De 50 y más años (029)",708,701,2,38,57,72,187,188,114,43,7,3842
"Desocupada (030)",89,59,,22,15,4,6,5,6,1,30,187
"De 15 a 19 años (032)",1,,,,,,,,,,1,
"De 20 a 24 años (033)",30,16,,10,5,,1,,,,14,24
"De 25 a 29 años (034)",22,14,,6,5,2,1,,,,8,27
"De 30 a 34 años (035)",9,4,,2,,,2,,,,5,10
"De 35 a 39 años (036)",8,8,,2,1,2,2,,1,,,26
"De 40 a 44 años (037)",5,5,,,2,,,1,1,1,,31
"De 45 a 49 años (038)",6,6,,1,1,,,2,2,,,35
"De 50 y más años (039)",8,6,,1,1,,,2,2,,2,34
"No PEA (040)",8192,7921,29,1272,1133,1046,1889,1455,819,278,271,34277
"De 12 a 14 años (041)",11,7,,7,,,,,,,4,7
"De 15 a 19 años (042)",295,267,,224,36,3,4,,,,28,321
"De 20 a 24 años (043)",1004,902,5,473,294,98,29,3,,,102,1499
"De 25 a 29 años (044)",956,899,6,231,270,227,144,21,,,57,2191
"De 30 a 34 años (045)",907,880,2,80,169,216,302,95,15,1,27,3135
"De 35 a 39 años (046)",934,917,1,48,77,160,325,217,81,8,17,4257
"De 40 a 44 años (047)",775,773,1,26,45,77,220,244,119,41,2,4327
"De 45 a 49 años (048)",684,679,3,33,46,49,162,200,132,54,5,3992
"De 50 y más años (049)",2626,2597,11,150,196,216,703,675,472,174,29,14548
,,,,,,,,,,,,
"URBANA (060)",4028,3917,14,756,688,583,893,574,314,95,111,15204
"De 12 a 14 años (061)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (062)",116,110,1,94,11,1,3,,,,6,131
"De 20 a 24 años (063)",413,376,2,235,104,28,6,1,,,37,559
"De 25 a 29 años (064)",461,432,2,171,152,73,32,2,,,29,843
"De 30 a 34 años (065)",504,489,2,88,146,125,109,19,,,15,1348
"De 35 a 39 años (066)",556,552,1,47,98,127,188,61,29,1,4,2080
"De 40 a 44 años (067)",436,432,,26,55,71,139,105,28,8,4,1954
"De 45 a 49 años (068)",329,327,2,18,24,48,91,84,46,14,2,1709
"De 50 y más años (069)",1210,1197,4,75,98,110,325,302,211,72,13,6578
"PEA (070)",1301,1256,5,259,263,216,287,135,76,15,45,4395
"De 15 a 19 años (072)",18,17,1,11,3,1,1,,,,1,24
"De 20 a 24 años (073)",94,84,1,56,22,3,2,,,,10,118
"De 25 a 29 años (074)",154,137,,66,43,19,9,,,,17,248
"De 30 a 34 años (075)",191,182,1,50,63,39,26,3,,,9,421
"De 35 a 39 años (076)",219,218,1,28,60,61,53,9,6,,1,672
"De 40 a 44 años (077)",190,188,,17,36,37,69,20,7,2,2,715
"De 45 a 49 años (078)",142,140,,9,10,28,47,31,13,2,2,666
"De 50 y más años (079)",293,290,1,22,26,28,80,72,50,11,3,1531
"Ocupada (080)",1262,1221,5,245,253,213,284,132,74,15,41,4301
"De 15 a 19 años (082)",18,17,1,11,3,1,1,,,,1,24
"De 20 a 24 años (083)",83,75,1,50,20,3,1,,,,8,104
"De 25 a 29 años (084)",147,130,,64,40,17,9,,,,17,234
"De 30 a 34 años (085)",186,179,1,48,63,39,25,3,,,7,415
"De 35 a 39 años (086)",214,213,1,26,59,60,52,9,6,,1,661
"De 40 a 44 años (087)",187,185,,17,34,37,69,19,7,2,2,704
"De 45 a 49 años (088)",137,135,,8,9,28,47,29,12,2,2,640
"De 50 y más años (089)",290,287,1,21,25,28,80,72,49,11,3,1519
"Desocupada (090)",39,35,,14,10,3,3,3,2,,4,94
"De 20 a 24 años (093)",11,9,,6,2,,1,,,,2,14
"De 25 a 29 años (094)",7,7,,2,3,2,,,,,,14
"De 30 a 34 años (095)",5,3,,2,,,1,,,,2,6
"De 35 a 39 años (096)",5,5,,2,1,1,1,,,,,11
"De 40 a 44 años (097)",3,3,,,2,,,1,,,,11
"De 45 a 49 años (098)",5,5,,1,1,,,2,1,,,26
"De 50 y más años (099)",3,3,,1,1,,,,1,,,12
"No PEA (100)",2727,2661,9,497,425,367,606,439,238,80,66,10809
"De 12 a 14 años (101)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (102)",98,93,,83,8,,2,,,,5,107
"De 20 a 24 años (103)",319,292,1,179,82,25,4,1,,,27,441
"De 25 a 29 años (104)",307,295,2,105,109,54,23,2,,,12,595
"De 30 a 34 años (105)",313,307,1,38,83,86,83,16,,,6,927
"De 35 a 39 años (106)",337,334,,19,38,66,135,52,23,1,3,1408
"De 40 a 44 años (107)",246,244,,9,19,34,70,85,21,6,2,1239
"De 45 a 49 años (108)",187,187,2,9,14,20,44,53,33,12,,1043
"De 50 y más años (109)",917,907,3,53,72,82,245,230,161,61,10,5047
,,,,,,,,,,,,
"RURAL (120)",6881,6593,24,961,882,850,1594,1293,728,261,288,29591
"De 12 a 14 años (121)",9,5,,5,,,,,,,4,5
"De 15 a 19 años (122)",237,209,1,167,34,4,3,,,,28,259
"De 20 a 24 años (123)",827,722,4,358,241,90,26,3,,,105,1241
"De 25 a 29 años (124)",820,748,6,163,200,211,146,20,2,,72,1959
"De 30 a 34 años (125)",766,737,1,65,111,162,283,96,17,2,29,2797
"De 35 a 39 años (126)",767,750,1,42,60,118,249,204,67,9,17,3584
"De 40 a 44 años (127)",679,676,1,21,33,51,182,207,134,47,3,4019
"De 45 a 49 años (128)",644,639,1,26,47,36,140,200,131,58,5,3881
"De 50 y más años (129)",2132,2107,9,114,156,178,565,563,377,145,25,11846
"PEA (130)",1416,1333,4,186,174,171,311,277,147,63,83,6123
"De 12 a 14 años (131)",1,,,,,,,,,,1,
"De 15 a 19 años (132)",40,35,1,26,6,1,1,,,,5,45
"De 20 a 24 años (133)",142,112,,64,29,17,1,1,,,30,183
"De 25 a 29 años (134)",171,144,2,37,39,38,25,1,2,,27,363
"De 30 a 34 años (135)",172,164,,23,25,32,64,17,2,1,8,589
"De 35 a 39 años (136)",170,167,,13,21,24,59,39,9,2,3,735
"De 40 a 44 años (137)",150,147,,4,7,8,32,48,36,12,3,931
"De 45 a 49 años (138)",147,147,,2,15,7,22,53,32,16,,932
"De 50 y más años (139)",423,417,1,17,32,44,107,118,66,32,6,2345
"Ocupada (140)",1366,1309,4,178,169,170,308,275,143,62,57,6030
"De 12 a 14 años (141)",1,,,,,,,,,,1,
"De 15 a 19 años (142)",39,35,1,26,6,1,1,,,,4,45
"De 20 a 24 años (143)",123,105,,60,26,17,1,1,,,18,173
"De 25 a 29 años (144)",156,137,2,33,37,38,24,1,2,,19,350
"De 30 a 34 años (145)",168,163,,23,25,32,63,17,2,1,5,585
"De 35 a 39 años (146)",167,164,,13,21,23,58,39,8,2,3,720
"De 40 a 44 años (147)",148,145,,4,7,8,32,48,35,11,3,911
"De 45 a 49 años (148)",146,146,,2,15,7,22,53,31,16,,923
"De 50 y más años (149)",418,414,1,17,32,44,107,116,65,32,4,2323
"Desocupada (150)",50,24,,8,5,1,3,2,4,1,26,93
"De 15 a 19 años (152)",1,,,,,,,,,,1,
"De 20 a 24 años (153)",19,7,,4,3,,,,,,12,10
"De 25 a 29 años (154)",15,7,,4,2,,1,,,,8,13
"De 30 a 34 años (155)",4,1,,,,,1,,,,3,4
"De 35 a 39 años (156)",3,3,,,,1,1,,1,,,15
"De 40 a 44 años (157)",2,2,,,,,,,1,1,,20
"De 45 a 49 años (158)",1,1,,,,,,,1,,,9
"De 50 y más años (159)",5,3,,,,,,2,1,,2,22
"No PEA (160)",5465,5260,20,775,708,679,1283,1016,581,198,205,23468
"De 12 a 14 años (161)",8,5,,5,,,,,,,3,5
"De 15 a 19 años (162)",197,174,,141,28,3,2,,,,23,214
"De 20 a 24 años (163)",685,610,4,294,212,73,25,2,,,75,1058
"De 25 a 29 años (164)",649,604,4,126,161,173,121,19,,,45,1596
"De 30 a 34 años (165)",594,573,1,42,86,130,219,79,15,1,21,2208
"De 35 a 39 años (166)",597,583,1,29,39,94,190,165,58,7,14,2849
"De 40 a 44 años (167)",529,529,1,17,26,43,150,159,98,35,,3088
"De 45 a 49 años (168)",497,492,1,24,32,29,118,147,99,42,5,2949
"De 50 y más años (169)",1709,1690,8,97,124,134,458,445,311,113,19,9501
