"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 50 y más años (049)",2214,81,229,486,610,264,20,524
,,,,,,,,
"URBANA (060)",5865,51,133,345,688,1266,2039,1343
"De 12 a 14 años (061)",7,,,,,,1,6
"De 15 a 19 años (062)",124,,,,,,86,38
"De 20 a 24 años (063)",549,,,,,1,355,193
"De 25 a 29 años (064)",740,,,,,40,495,205
"De 30 a 34 años (065)",779,,,,,162,465,152
"De 35 a 39 años (066)",771,,,,9,259,385,118
"De 40 a 44 años (067)",634,,,,50,301,161,122
"De 45 a 49 años (068)",520,,,,124,248,78,70
"De 50 y más años (069)",1741,51,133,345,505,255,13,439
"PEA (070)",2729,6,24,113,330,723,886,647
"De 12 a 14 años (071)",2,,,,,,1,1
"De 15 a 19 años (072)",39,,,,,,28,11
"De 20 a 24 años (073)",195,,,,,1,109,85
"De 25 a 29 años (074)",314,,,,,16,194,104
"De 30 a 34 años (075)",424,,,,,85,233,106
"De 35 a 39 años (076)",421,,,,3,157,195,66
"De 40 a 44 años (077)",369,,,,31,192,79,67
"De 45 a 49 años (078)",307,,,,79,145,39,44
"De 50 y más años (079)",658,6,24,113,217,127,8,163
"Ocupada (080)",2657,6,24,112,326,711,851,627
"De 12 a 14 años (081)",2,,,,,,1,1
"De 15 a 19 años (082)",35,,,,,,25,10
"De 20 a 24 años (083)",187,,,,,1,105,81
"De 25 a 29 años (084)",300,,,,,16,184,100
"De 30 a 34 años (085)",403,,,,,80,221,102
"De 35 a 39 años (086)",416,,,,2,155,193,66
"De 40 a 44 años (087)",363,,,,30,191,77,65
"De 45 a 49 años (088)",302,,,,79,143,38,42
"De 50 y más años (089)",649,6,24,112,215,125,7,160
"Desocupada (090)",72,,,1,4,12,35,20
"De 15 a 19 años (092)",4,,,,,,3,1
"De 20 a 24 años (093)",8,,,,,,4,4
"De 25 a 29 años (094)",14,,,,,,10,4
"De 30 a 34 años (095)",21,,,,,5,12,4
"De 35 a 39 años (096)",5,,,,1,2,2,
"De 40 a 44 años (097)",6,,,,1,1,2,2
"De 45 a 49 años (098)",5,,,,,2,1,2
"De 50 y más años (099)",9,,,1,2,2,1,3
"No PEA (100)",3136,45,109,232,358,543,1153,696
"De 12 a 14 años (101)",5,,,,,,,5
"De 15 a 19 años (102)",85,,,,,,58,27
"De 20 a 24 años (103)",354,,,,,,246,108
"De 25 a 29 años (104)",426,,,,,24,301,101
"De 30 a 34 años (105)",355,,,,,77,232,46
"De 35 a 39 años (106)",350,,,,6,102,190,52
"De 40 a 44 años (107)",265,,,,19,109,82,55
"De 45 a 49 años (108)",213,,,,45,103,39,26
"De 50 y más años (109)",1083,45,109,232,288,128,5,276
,,,,,,,,
"RURAL (120)",4310,39,135,338,621,864,1465,848
"De 12 a 14 años (121)",3,,,,,,,3
"De 15 a 19 años (122)",104,,,,,,77,27
"De 20 a 24 años (123)",373,,,,,1,263,109
"De 25 a 29 años (124)",473,,,,,23,339,111
"De 30 a 34 años (125)",462,,,,,81,291,90
"De 35 a 39 años (126)",508,,,,10,173,245,80
"De 40 a 44 años (127)",447,,,,39,189,169,50
"De 45 a 49 años (128)",382,,,2,86,184,60,50
"De 50 y más años (129)",1558,39,135,336,486,213,21,328
"PEA (130)",1494,3,15,82,218,363,503,310
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",28,,,,,,23,5
"De 20 a 24 años (133)",146,,,,,1,88,57
"De 25 a 29 años (134)",178,,,,,13,112,53
"De 30 a 34 años (135)",192,,,,,43,107,42
"De 35 a 39 años (136)",201,,,,5,75,91,30
"De 40 a 44 años (137)",174,,,,17,80,56,21
"De 45 a 49 años (138)",147,,,,32,74,20,21
"De 50 y más años (139)",427,3,15,82,164,77,6,80
"Ocupada (140)",1467,3,15,82,213,354,496,304
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",27,,,,,,22,5
"De 20 a 24 años (143)",139,,,,,1,85,53
"De 25 a 29 años (144)",175,,,,,12,111,52
"De 30 a 34 años (145)",188,,,,,42,105,41
"De 35 a 39 años (146)",199,,,,5,73,91,30
"De 40 a 44 años (147)",171,,,,15,79,56,21
"De 45 a 49 años (148)",144,,,,32,71,20,21
"De 50 y más años (149)",423,3,15,82,161,76,6,80
"Desocupada (150)",27,,,,5,9,7,6
"De 15 a 19 años (152)",1,,,,,,1,
"De 20 a 24 años (153)",7,,,,,,3,4
"De 25 a 29 años (154)",3,,,,,1,1,1
"De 30 a 34 años (155)",4,,,,,1,2,1
"De 35 a 39 años (156)",2,,,,,2,,
"De 40 a 44 años (157)",3,,,,2,1,,
"De 45 a 49 años (158)",3,,,,,3,,
"De 50 y más años (159)",4,,,,3,1,,
"No PEA (160)",2816,36,120,256,403,501,962,538
"De 12 a 14 años (161)",2,,,,,,,2
"De 15 a 19 años (162)",76,,,,,,54,22
"De 20 a 24 años (163)",227,,,,,,175,52
"De 25 a 29 años (164)",295,,,,,10,227,58
"De 30 a 34 años (165)",270,,,,,38,184,48
"De 35 a 39 años (166)",307,,,,5,98,154,50
"De 40 a 44 años (167)",273,,,,22,109,113,29
"De 45 a 49 años (168)",235,,,2,54,110,40,29
"De 50 y más años (169)",1131,36,120,254,322,136,15,248
