"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",9,8,1,,
"Obrero (058)",3,3,,,
"Trabajador independiente (059)",9,9,,,
"Trabajador familiar no remunerado (061)",25,21,4,,
"Trabajador del hogar (062)",5,5,,,
"De 15 a 29 años (064)",1627,1144,124,68,291
"Empleado (065)",457,146,41,32,238
"Obrero (066)",278,165,27,35,51
"Trabajador independiente (067)",679,645,34,,
"Empleador o patrono (068)",38,25,12,,1
"Trabajador familiar no remunerado (069)",146,134,10,1,1
"Trabajador del hogar (070)",29,29,,,
"De 30 a 44 años (072)",2173,1493,147,99,434
"Empleado (073)",659,144,74,64,377
"Obrero (074)",327,217,22,32,56
"Trabajador independiente (075)",1031,992,39,,
"Empleador o patrono (076)",51,42,8,1,
"Trabajador familiar no remunerado (077)",84,77,4,2,1
"Trabajador del hogar (078)",21,21,,,
"De 45 a 64 años (080)",1690,1298,74,47,271
"Empleado (081)",385,90,26,33,236
"Obrero (082)",225,167,12,12,34
"Trabajador independiente (083)",931,907,24,,
"Empleador o patrono (084)",43,31,9,2,1
"Trabajador familiar no remunerado (085)",86,83,3,,
"Trabajador del hogar (086)",20,20,,,
"De 65 y más años (088)",401,387,5,3,6
"Empleado (089)",19,12,1,2,4
"Obrero (090)",48,47,,,1
"Trabajador independiente (091)",286,284,2,,
"Empleador o patrono (092)",16,14,1,1,
"Trabajador familiar no remunerado (093)",28,26,1,,1
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",3302,3089,93,71,49
"Empleado (097)",142,58,30,18,36
"Obrero (098)",491,401,28,51,11
"Trabajador independiente (099)",2002,1990,12,,
"Empleador o patrono (100)",164,158,6,,
"Trabajador familiar no remunerado (101)",496,475,17,2,2
"Trabajador del hogar (102)",7,7,,,
"De 06 a 14 años (104)",30,25,5,,
"Obrero (106)",5,5,,,
"Trabajador independiente (107)",4,4,,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",20,15,5,,
"De 15 a 29 años (112)",828,768,26,15,19
"Empleado (113)",38,13,6,6,13
"Obrero (114)",132,111,8,8,5
"Trabajador independiente (115)",334,332,2,,
"Empleador o patrono (116)",33,30,3,,
"Trabajador familiar no remunerado (117)",287,278,7,1,1
"Trabajador del hogar (118)",4,4,,,
"De 30 a 44 años (120)",891,817,32,19,23
"Empleado (121)",66,31,13,4,18
"Obrero (122)",140,109,12,15,4
"Trabajador independiente (123)",547,544,3,,
"Empleador o patrono (124)",46,46,,,
"Trabajador familiar no remunerado (125)",90,85,4,,1
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",990,923,23,37,7
"Empleado (129)",34,13,8,8,5
"Obrero (130)",151,115,6,28,2
"Trabajador independiente (131)",689,684,5,,
"Empleador o patrono (132)",55,52,3,,
"Trabajador familiar no remunerado (133)",60,58,1,1,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",563,556,7,,
"Empleado (137)",4,1,3,,
"Obrero (138)",63,61,2,,
"Trabajador independiente (139)",428,426,2,,
"Empleador o patrono (140)",29,29,,,
"Trabajador familiar no remunerado (141)",39,39,,,
