"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",10,9,1,,
"Obrero (058)",24,20,3,1,
"Trabajador independiente (059)",43,36,7,,
"Trabajador familiar no remunerado (061)",184,170,14,,
"Trabajador del hogar (062)",7,7,,,
"De 15 a 29 años (064)",3584,2753,459,211,161
"Empleado (065)",668,273,159,116,120
"Obrero (066)",780,531,124,85,40
"Trabajador independiente (067)",1455,1332,123,,
"Empleador o patrono (068)",34,28,4,2,
"Trabajador familiar no remunerado (069)",519,461,49,8,1
"Trabajador del hogar (070)",128,128,,,
"De 30 a 44 años (072)",4851,3350,668,435,398
"Empleado (073)",1446,355,370,372,349
"Obrero (074)",665,448,110,59,48
"Trabajador independiente (075)",2267,2113,154,,
"Empleador o patrono (076)",28,22,5,,1
"Trabajador familiar no remunerado (077)",385,352,29,4,
"Trabajador del hogar (078)",60,60,,,
"De 45 a 64 años (080)",3687,2809,379,254,245
"Empleado (081)",780,144,194,212,230
"Obrero (082)",465,343,70,37,15
"Trabajador independiente (083)",1980,1898,82,,
"Empleador o patrono (084)",41,34,3,4,
"Trabajador familiar no remunerado (085)",400,369,30,1,
"Trabajador del hogar (086)",21,21,,,
"De 65 y más años (088)",1532,1441,61,15,15
"Empleado (089)",43,19,5,8,11
"Obrero (090)",142,117,15,6,4
"Trabajador independiente (091)",1126,1094,32,,
"Empleador o patrono (092)",21,19,2,,
"Trabajador familiar no remunerado (093)",193,185,7,1,
"Trabajador del hogar (094)",7,7,,,
,,,,,
"RURAL (096)",9658,8098,949,372,239
"Empleado (097)",533,253,162,43,75
"Obrero (098)",2430,1508,442,318,162
"Trabajador independiente (099)",5141,4839,302,,
"Empleador o patrono (100)",70,56,7,7,
"Trabajador familiar no remunerado (101)",1431,1389,36,4,2
"Trabajador del hogar (102)",53,53,,,
"De 06 a 14 años (104)",165,159,6,,
"Empleado (105)",2,2,,,
"Obrero (106)",14,13,1,,
"Trabajador independiente (107)",17,15,2,,
"Trabajador familiar no remunerado (109)",128,125,3,,
"Trabajador del hogar (110)",4,4,,,
"De 15 a 29 años (112)",2807,2096,422,202,87
"Empleado (113)",154,96,26,10,22
"Obrero (114)",1043,542,248,188,65
"Trabajador independiente (115)",1096,964,132,,
"Empleador o patrono (116)",20,15,3,2,
"Trabajador familiar no remunerado (117)",461,446,13,2,
"Trabajador del hogar (118)",33,33,,,
"De 30 a 44 años (120)",2878,2315,343,117,103
"Empleado (121)",270,111,102,20,37
"Obrero (122)",755,466,131,93,65
"Trabajador independiente (123)",1497,1398,99,,
"Empleador o patrono (124)",25,19,3,3,
"Trabajador familiar no remunerado (125)",324,314,8,1,1
"Trabajador del hogar (126)",7,7,,,
"De 45 a 64 años (128)",2499,2260,147,48,44
"Empleado (129)",102,42,32,13,15
"Obrero (130)",474,358,56,32,28
"Trabajador independiente (131)",1569,1520,49,,
"Empleador o patrono (132)",16,13,1,2,
"Trabajador familiar no remunerado (133)",332,321,9,1,1
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",1309,1268,31,5,5
"Empleado (137)",5,2,2,,1
"Obrero (138)",144,129,6,5,4
"Trabajador independiente (139)",962,942,20,,
"Empleador o patrono (140)",9,9,,,
"Trabajador familiar no remunerado (141)",186,183,3,,
"Trabajador del hogar (142)",3,3,,,
