"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 25 a 29 años (024)",170,151,25,52,49,16,6,3,,,19,243
"De 30 a 34 años (025)",151,140,13,24,45,26,25,6,1,,11,350
"De 35 a 39 años (026)",179,173,8,22,47,35,45,14,2,,6,524
"De 40 a 44 años (027)",164,161,3,16,23,31,66,17,2,3,3,605
"De 45 a 49 años (028)",116,114,2,5,22,17,39,16,10,3,2,488
"De 50 y más años (029)",243,237,16,16,21,18,58,41,36,31,6,1299
"Desocupada (030)",85,77,38,21,8,4,4,1,1,,8,82
"De 12 a 14 años (031)",1,1,1,,,,,,,,,
"De 15 a 19 años (032)",13,13,11,2,,,,,,,,2
"De 20 a 24 años (033)",24,21,14,6,1,,,,,,3,8
"De 25 a 29 años (034)",18,18,8,7,3,,,,,,,13
"De 30 a 34 años (035)",8,6,,3,,3,,,,,2,12
"De 35 a 39 años (036)",7,6,2,2,1,1,,,,,1,7
"De 40 a 44 años (037)",3,3,1,,1,,1,,,,,6
"De 45 a 49 años (038)",4,3,,1,,,1,,1,,1,14
"De 50 y más años (039)",7,6,1,,2,,2,1,,,1,20
"No PEA (040)",8886,8695,2904,947,736,704,1304,1025,653,422,191,27112
"De 12 a 14 años (041)",1133,1130,1128,2,,,,,,,3,2
"De 15 a 19 años (042)",1347,1334,1214,102,15,3,,,,,13,141
"De 20 a 24 años (043)",919,840,301,348,130,46,13,2,,,79,812
"De 25 a 29 años (044)",720,680,52,208,207,136,74,3,,,40,1362
"De 30 a 34 años (045)",639,629,26,83,119,135,195,62,8,1,10,2060
"De 35 a 39 años (046)",639,628,14,30,56,110,244,127,42,5,11,2765
"De 40 a 44 años (047)",595,589,12,23,39,61,186,164,75,29,6,3108
"De 45 a 49 años (048)",503,499,19,21,32,42,121,131,89,44,4,2822
"De 50 y más años (049)",2391,2366,138,130,138,171,471,536,439,343,25,14040
,,,,,,,,,,,,
"URBANA (060)",2384,2304,700,338,344,237,376,178,76,55,80,5752
"De 12 a 14 años (061)",215,215,213,2,,,,,,,,2
"De 15 a 19 años (062)",329,326,300,23,3,,,,,,3,29
"De 20 a 24 años (063)",254,225,93,87,34,7,3,1,,,29,195
"De 25 a 29 años (064)",252,235,31,94,73,28,9,,,,17,362
"De 30 a 34 años (065)",198,192,10,40,62,42,34,4,,,6,460
"De 35 a 39 años (066)",225,217,9,26,51,51,61,17,2,,8,665
"De 40 a 44 años (067)",191,188,5,18,30,34,74,24,2,1,3,677
"De 45 a 49 años (068)",151,148,3,6,33,18,51,25,10,2,3,610
"De 50 y más años (069)",569,558,36,42,58,57,144,107,62,52,11,2752
"PEA (070)",747,719,109,142,161,99,147,38,13,10,28,1860
"De 12 a 14 años (071)",3,3,3,,,,,,,,,
"De 15 a 19 años (072)",44,44,38,6,,,,,,,,6
"De 20 a 24 años (073)",76,65,25,29,10,1,,,,,11,52
"De 25 a 29 años (074)",105,98,17,40,30,10,1,,,,7,134
"De 30 a 34 años (075)",83,79,6,22,27,17,6,1,,,4,158
"De 35 a 39 años (076)",118,114,6,18,38,23,26,3,,,4,292
"De 40 a 44 años (077)",111,110,2,12,20,21,49,5,,1,1,369
"De 45 a 49 años (078)",82,81,2,3,20,12,31,9,3,1,1,304
"De 50 y más años (079)",125,125,10,12,16,15,34,20,10,8,,545
"Ocupada (080)",715,688,102,129,158,95,144,38,12,10,27,1808
"De 12 a 14 años (081)",3,3,3,,,,,,,,,
"De 15 a 19 años (082)",43,43,37,6,,,,,,,,6
"De 20 a 24 años (083)",69,58,23,24,10,1,,,,,11,47
"De 25 a 29 años (084)",97,90,15,35,29,10,1,,,,7,127
"De 30 a 34 años (085)",77,74,6,20,27,14,6,1,,,3,147
"De 35 a 39 años (086)",114,110,5,17,37,22,26,3,,,4,286
"De 40 a 44 años (087)",110,109,2,12,20,21,48,5,,1,1,365
"De 45 a 49 años (088)",80,79,2,3,20,12,30,9,2,1,1,291
"De 50 y más años (089)",122,122,9,12,15,15,33,20,10,8,,539
"Desocupada (090)",32,31,7,13,3,4,3,,1,,1,52
"De 15 a 19 años (092)",1,1,1,,,,,,,,,
"De 20 a 24 años (093)",7,7,2,5,,,,,,,,5
"De 25 a 29 años (094)",8,8,2,5,1,,,,,,,7
"De 30 a 34 años (095)",6,5,,2,,3,,,,,1,11
"De 35 a 39 años (096)",4,4,1,1,1,1,,,,,,6
"De 40 a 44 años (097)",1,1,,,,,1,,,,,4
"De 45 a 49 años (098)",2,2,,,,,1,,1,,,13
"De 50 y más años (099)",3,3,1,,1,,1,,,,,6
"No PEA (100)",1637,1585,591,196,183,138,229,140,63,45,52,3892
"De 12 a 14 años (101)",212,212,210,2,,,,,,,,2
"De 15 a 19 años (102)",285,282,262,17,3,,,,,,3,23
"De 20 a 24 años (103)",178,160,68,58,24,6,3,1,,,18,143
"De 25 a 29 años (104)",147,137,14,54,43,18,8,,,,10,228
"De 30 a 34 años (105)",115,113,4,18,35,25,28,3,,,2,302
"De 35 a 39 años (106)",107,103,3,8,13,28,35,14,2,,4,373
"De 40 a 44 años (107)",80,78,3,6,10,13,25,19,2,,2,308
"De 45 a 49 años (108)",69,67,1,3,13,6,20,16,7,1,2,306
"De 50 y más años (109)",444,433,26,30,42,42,110,87,52,44,11,2207
,,,,,,,,,,,,
"RURAL (120)",7850,7667,2447,824,629,618,1171,945,629,404,183,25066
"De 12 a 14 años (121)",937,934,934,,,,,,,,3,
"De 15 a 19 años (122)",1123,1112,1001,93,15,3,,,,,11,132
"De 20 a 24 años (123)",819,750,266,314,116,43,10,1,,,69,722
"De 25 a 29 años (124)",656,614,54,173,186,124,71,6,,,42,1256
"De 30 a 34 años (125)",600,583,29,70,102,122,186,64,9,1,17,1962
"De 35 a 39 años (126)",600,590,15,28,53,95,228,124,42,5,10,2631
"De 40 a 44 años (127)",571,565,11,21,33,58,179,157,75,31,6,3042
"De 45 a 49 años (128)",472,468,18,21,21,41,110,122,90,45,4,2714
"De 50 y más años (129)",2072,2051,119,104,103,132,387,471,413,322,21,12607
"PEA (130)",601,557,134,73,76,52,96,60,39,27,44,1846
"De 12 a 14 años (131)",16,16,16,,,,,,,,,
"De 15 a 19 años (132)",61,60,49,8,3,,,,,,1,14
"De 20 a 24 años (133)",78,70,33,24,10,3,,,,,8,53
"De 25 a 29 años (134)",83,71,16,19,22,6,5,3,,,12,122
"De 30 a 34 años (135)",76,67,7,5,18,12,19,5,1,,9,204
"De 35 a 39 años (136)",68,65,4,6,10,13,19,11,2,,3,239
"De 40 a 44 años (137)",56,54,2,4,4,10,18,12,2,2,2,242
"De 45 a 49 años (138)",38,36,,3,2,5,9,7,8,2,2,198
"De 50 y más años (139)",125,118,7,4,7,3,26,22,26,23,7,774
"Ocupada (140)",548,511,103,65,71,52,95,59,39,27,37,1816
"De 12 a 14 años (141)",15,15,15,,,,,,,,,
"De 15 a 19 años (142)",49,48,39,6,3,,,,,,1,12
"De 20 a 24 años (143)",61,56,21,23,9,3,,,,,5,50
"De 25 a 29 años (144)",73,61,10,17,20,6,5,3,,,12,116
"De 30 a 34 años (145)",74,66,7,4,18,12,19,5,1,,8,203
"De 35 a 39 años (146)",65,63,3,5,10,13,19,11,2,,2,238
"De 40 a 44 años (147)",54,52,1,4,3,10,18,12,2,2,2,240
"De 45 a 49 años (148)",36,35,,2,2,5,9,7,8,2,1,197
"De 50 y más años (149)",121,115,7,4,6,3,25,21,26,23,6,760
"Desocupada (150)",53,46,31,8,5,,1,1,,,7,30
"De 12 a 14 años (151)",1,1,1,,,,,,,,,
"De 15 a 19 años (152)",12,12,10,2,,,,,,,,2
"De 20 a 24 años (153)",17,14,12,1,1,,,,,,3,3
"De 25 a 29 años (154)",10,10,6,2,2,,,,,,,6
"De 30 a 34 años (155)",2,1,,1,,,,,,,1,1
"De 35 a 39 años (156)",3,2,1,1,,,,,,,1,1
"De 40 a 44 años (157)",2,2,1,,1,,,,,,,2
"De 45 a 49 años (158)",2,1,,1,,,,,,,1,1
"De 50 y más años (159)",4,3,,,1,,1,1,,,1,14
"No PEA (160)",7249,7110,2313,751,553,566,1075,885,590,377,139,23220
"De 12 a 14 años (161)",921,918,918,,,,,,,,3,
"De 15 a 19 años (162)",1062,1052,952,85,12,3,,,,,10,118
"De 20 a 24 años (163)",741,680,233,290,106,40,10,1,,,61,669
"De 25 a 29 años (164)",573,543,38,154,164,118,66,3,,,30,1134
"De 30 a 34 años (165)",524,516,22,65,84,110,167,59,8,1,8,1758
"De 35 a 39 años (166)",532,525,11,22,43,82,209,113,40,5,7,2392
"De 40 a 44 años (167)",515,511,9,17,29,48,161,145,73,29,4,2800
"De 45 a 49 años (168)",434,432,18,18,19,36,101,115,82,43,2,2516
"De 50 y más años (169)",1947,1933,112,100,96,129,361,449,387,299,14,11833
