"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (051)",111619,105076,6543,,
"Empleador o patrono (052)",6825,4731,1060,698,336
"Trabajador familiar no remunerado (053)",8268,7267,608,272,121
"Trabajador del hogar (054)",12677,12677,,,
"De 06 a 14 años (056)",3154,2574,380,149,51
"Empleado (057)",470,375,60,30,5
"Obrero (058)",694,397,159,96,42
"Trabajador independiente (059)",795,721,74,,
"Empleador o patrono (060)",9,8,,1,
"Trabajador familiar no remunerado (061)",892,779,87,22,4
"Trabajador del hogar (062)",294,294,,,
"De 15 a 29 años (064)",107167,63921,15602,13392,14252
"Empleado (065)",41734,17508,7062,8263,8901
"Obrero (066)",26895,11323,5521,4833,5218
"Trabajador independiente (067)",27302,24785,2517,,
"Empleador o patrono (068)",1442,944,235,178,85
"Trabajador familiar no remunerado (069)",2850,2417,267,118,48
"Trabajador del hogar (070)",6944,6944,,,
"De 30 a 44 años (072)",112244,67319,12381,13738,18806
"Empleado (073)",42063,12472,5846,9818,13927
"Obrero (074)",19923,8120,3541,3556,4706
"Trabajador independiente (075)",42012,39641,2371,,
"Empleador o patrono (076)",2729,1815,471,299,144
"Trabajador familiar no remunerado (077)",2287,2041,152,65,29
"Trabajador del hogar (078)",3230,3230,,,
"De 45 a 64 años (080)",75680,50520,6111,6743,12306
"Empleado (081)",24398,6617,2757,4897,10127
"Obrero (082)",10311,5054,1578,1613,2066
"Trabajador independiente (083)",35033,33649,1384,,
"Empleador o patrono (084)",2231,1633,308,194,96
"Trabajador familiar no remunerado (085)",1722,1582,84,39,17
"Trabajador del hogar (086)",1985,1985,,,
"De 65 y más años (088)",10804,8890,635,468,811
"Empleado (089)",1873,763,216,287,607
"Obrero (090)",1299,844,158,127,170
"Trabajador independiente (091)",6477,6280,197,,
"Empleador o patrono (092)",414,331,46,26,11
"Trabajador familiar no remunerado (093)",517,448,18,28,23
"Trabajador del hogar (094)",224,224,,,
,,,,,
"RURAL (096)",7180,5658,531,541,450
"Empleado (097)",743,333,98,149,163
"Obrero (098)",2145,1200,277,383,285
"Trabajador independiente (099)",3293,3171,122,,
"Empleador o patrono (100)",66,57,6,1,2
"Trabajador familiar no remunerado (101)",677,641,28,8,
"Trabajador del hogar (102)",256,256,,,
"De 06 a 14 años (104)",154,134,17,3,
"Empleado (105)",9,9,,,
"Obrero (106)",30,25,3,2,
"Trabajador independiente (107)",18,16,2,,
"Trabajador familiar no remunerado (109)",88,75,12,1,
"Trabajador del hogar (110)",9,9,,,
"De 15 a 29 años (112)",2503,1850,228,237,188
"Empleado (113)",294,148,37,54,55
"Obrero (114)",910,467,131,180,132
"Trabajador independiente (115)",759,709,50,,
"Empleador o patrono (116)",13,11,1,,1
"Trabajador familiar no remunerado (117)",387,375,9,3,
"Trabajador del hogar (118)",140,140,,,
"De 30 a 44 años (120)",2325,1741,188,212,184
"Empleado (121)",288,114,42,65,67
"Obrero (122)",738,384,91,146,117
"Trabajador independiente (123)",1101,1053,48,,
"Empleador o patrono (124)",22,19,3,,
"Trabajador familiar no remunerado (125)",116,111,4,1,
"Trabajador del hogar (126)",60,60,,,
"De 45 a 64 años (128)",1686,1444,92,77,73
"Empleado (129)",140,55,18,28,39
"Obrero (130)",389,260,49,47,33
"Trabajador independiente (131)",1025,1004,21,,
"Empleador o patrono (132)",23,20,2,,1
"Trabajador familiar no remunerado (133)",66,62,2,2,
"Trabajador del hogar (134)",43,43,,,
"De 65 y más años (136)",512,489,6,12,5
"Empleado (137)",12,7,1,2,2
"Obrero (138)",78,64,3,8,3
"Trabajador independiente (139)",390,389,1,,
"Empleador o patrono (140)",8,7,,1,
"Trabajador familiar no remunerado (141)",20,18,1,1,
"Trabajador del hogar (142)",4,4,,,
