"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",38,,,6,14,6,6,1,5
"Otro(a) no pariente (046)",552,47,7,150,182,28,47,24,67
"Hombres (048)",14508,1006,419,5206,4475,494,1113,433,1362
"Jefe o Jefa (049)",6183,240,3,2304,1598,235,722,170,911
"Esposa(o)/ compa¤era(o) (050)",357,23,3,113,119,16,32,14,37
"Hijo(a)/ hijastro(a) (051)",5645,511,319,2028,2012,160,197,181,237
"Yerno/ nuera (052)",240,2,,34,73,9,56,9,57
"Nieto(a) (053)",723,130,74,295,184,7,12,8,13
"Padres/ suegros (054)",78,14,,48,7,2,3,,4
"Otro(a) pariente (055)",989,71,18,315,372,47,60,41,65
"Trabajador(a) del hogar (056)",12,2,,2,7,,1,,
"Pensionista (057)",19,,,2,7,4,4,,2
"Otro(a) no pariente (058)",262,13,2,65,96,14,26,10,36
"Mujeres (060)",15469,2425,415,5442,4218,517,1092,397,963
"Jefe o Jefa (061)",2564,608,2,870,518,74,227,61,204
"Esposa(o)/ compa¤era(o) (062)",4714,772,3,1713,1125,160,453,97,391
"Hijo(a)/ hijastro(a) (063)",5455,579,310,1945,1784,185,260,155,237
"Yerno/ nuera (064)",300,11,1,64,115,18,41,11,39
"Nieto(a) (065)",698,114,61,300,174,10,10,17,12
"Padres/ suegros (066)",239,135,,80,17,1,4,,2
"Otro(a) pariente (067)",1005,141,33,288,335,51,74,39,44
"Trabajador(a) del hogar (068)",185,31,,93,57,2,,2,
"Pensionista (069)",19,,,4,7,2,2,1,3
"Otro(a) no pariente (070)",290,34,5,85,86,14,21,14,31
,,,,,,,,,
"RURAL (072)",119528,27705,2896,66060,20646,704,903,275,339
"Jefe o Jefa (073)",30484,7754,17,18537,3566,121,290,54,145
"Esposa(o)/ compa¤era(o) (074)",20542,8068,23,10715,1594,31,71,8,32
"Hijo(a)/ hijastro(a) (075)",52313,8017,2142,28361,12635,476,402,169,111
"Yerno/ nuera (076)",2292,150,3,1362,670,25,57,7,18
"Nieto(a) (077)",6869,1489,527,3642,1161,15,18,11,6
"Padres/ suegros (078)",952,718,,224,8,,1,1,
"Otro(a) pariente (079)",5672,1412,182,3041,925,29,48,16,19
"Trabajador(a) del hogar (080)",56,20,,30,5,,,1,
"Pensionista (081)",33,4,,7,9,1,7,2,3
"Otro(a) no pariente (082)",315,73,2,141,73,6,9,6,5
"Hombres (084)",57536,8201,1452,33937,12496,418,624,194,214
"Jefe o Jefa (085)",22781,3251,11,15773,3211,106,263,46,120
"Esposa(o)/ compa¤era(o) (086)",724,111,,453,144,3,10,2,1
"Hijo(a)/ hijastro(a) (087)",26572,3453,1074,13832,7514,258,261,112,68
"Yerno/ nuera (088)",1013,42,2,570,326,15,39,7,12
"Nieto(a) (089)",3451,723,265,1756,677,9,10,9,2
"Padres/ suegros (090)",205,92,,106,6,,1,,
"Otro(a) pariente (091)",2602,497,98,1371,567,21,30,12,6
"Trabajador(a) del hogar (092)",8,1,,5,1,,,1,
"Pensionista (093)",27,2,,6,7,1,7,1,3
"Otro(a) no pariente (094)",153,29,2,65,43,5,3,4,2
"Mujeres (096)",61992,19504,1444,32123,8150,286,279,81,125
"Jefe o Jefa (097)",7703,4503,6,2764,355,15,27,8,25
"Esposa(o)/ compa¤era(o) (098)",19818,7957,23,10262,1450,28,61,6,31
"Hijo(a)/ hijastro(a) (099)",25741,4564,1068,14529,5121,218,141,57,43
"Yerno/ nuera (100)",1279,108,1,792,344,10,18,,6
"Nieto(a) (101)",3418,766,262,1886,484,6,8,2,4
"Padres/ suegros (102)",747,626,,118,2,,,1,
"Otro(a) pariente (103)",3070,915,84,1670,358,8,18,4,13
"Trabajador(a) del hogar (104)",48,19,,25,4,,,,
"Pensionista (105)",6,2,,1,2,,,1,
"Otro(a) no pariente (106)",162,44,,76,30,1,6,2,3
