"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Nieto(a) (053)",118,25,9,54,27,1,,1,1
"Padres/ suegros (054)",18,4,,13,,,,1,
"Otro(a) pariente (055)",149,13,5,65,42,5,9,,10
"Otro(a) no pariente (058)",67,3,,20,18,2,8,3,13
"Mujeres (060)",3424,680,97,1608,743,66,145,17,68
"Jefe o Jefa (061)",829,239,2,370,133,16,46,4,19
"Esposa(o)/ compa¤era(o) (062)",994,145,4,499,228,32,59,6,21
"Hijo(a)/ hijastro(a) (063)",1237,176,82,602,325,9,23,6,14
"Yerno/ nuera (064)",28,1,,11,10,1,4,,1
"Nieto(a) (065)",111,36,7,52,13,2,,,1
"Padres/ suegros (066)",66,44,,21,1,,,,
"Otro(a) pariente (067)",106,32,1,36,25,2,9,,1
"Trabajador(a) del hogar (068)",7,1,,4,1,1,,,
"Otro(a) no pariente (070)",46,6,1,13,7,3,4,1,11
,,,,,,,,,
"RURAL (072)",3152,775,56,1553,626,36,44,40,22
"Jefe o Jefa (073)",1285,308,2,600,274,22,34,29,16
"Esposa(o)/ compa¤era(o) (074)",470,163,1,244,51,6,4,1,
"Hijo(a)/ hijastro(a) (075)",1130,220,44,590,258,6,4,7,1
"Yerno/ nuera (076)",24,3,,11,10,,,,
"Nieto(a) (077)",74,26,5,36,7,,,,
"Padres/ suegros (078)",24,21,,3,,,,,
"Otro(a) pariente (079)",119,30,4,60,20,1,1,3,
"Trabajador(a) del hogar (080)",2,,,,1,,,,1
"Otro(a) no pariente (082)",24,4,,9,5,1,1,,4
"Hombres (084)",1491,200,24,740,419,26,33,34,15
"Jefe o Jefa (085)",778,69,,400,225,19,27,25,13
"Esposa(o)/ compa¤era(o) (086)",34,4,,19,9,1,1,,
"Hijo(a)/ hijastro(a) (087)",565,106,19,272,153,4,4,6,1
"Yerno/ nuera (088)",11,3,,2,6,,,,
"Nieto(a) (089)",36,11,3,16,6,,,,
"Padres/ suegros (090)",4,2,,2,,,,,
"Otro(a) pariente (091)",49,5,2,22,15,1,1,3,
"Trabajador(a) del hogar (092)",1,,,,1,,,,
"Otro(a) no pariente (094)",13,,,7,4,1,,,1
"Mujeres (096)",1661,575,32,813,207,10,11,6,7
"Jefe o Jefa (097)",507,239,2,200,49,3,7,4,3
"Esposa(o)/ compa¤era(o) (098)",436,159,1,225,42,5,3,1,
"Hijo(a)/ hijastro(a) (099)",565,114,25,318,105,2,,1,
"Yerno/ nuera (100)",13,,,9,4,,,,
"Nieto(a) (101)",38,15,2,20,1,,,,
"Padres/ suegros (102)",20,19,,1,,,,,
"Otro(a) pariente (103)",70,25,2,38,5,,,,
"Trabajador(a) del hogar (104)",1,,,,,,,,1
"Otro(a) no pariente (106)",11,4,,2,1,,1,,3
