"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",1239,1077,115,29,18
"Trabajador del hogar (054)",625,625,,,
"De 06 a 14 años (056)",507,410,54,30,13
"Empleado (057)",50,44,4,2,
"Obrero (058)",123,64,25,21,13
"Trabajador independiente (059)",114,109,5,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",206,179,20,7,
"Trabajador del hogar (062)",13,13,,,
"De 15 a 29 años (064)",13841,7214,1955,1773,2899
"Empleado (065)",3427,1257,556,651,963
"Obrero (066)",5898,1933,949,1100,1916
"Trabajador independiente (067)",3681,3307,374,,
"Empleador o patrono (068)",119,76,21,11,11
"Trabajador familiar no remunerado (069)",446,371,55,11,9
"Trabajador del hogar (070)",270,270,,,
"De 30 a 44 años (072)",14797,7680,1818,1898,3401
"Empleado (073)",4110,937,555,995,1623
"Obrero (074)",4908,1490,782,872,1764
"Trabajador independiente (075)",5047,4631,416,,
"Empleador o patrono (076)",244,161,45,26,12
"Trabajador familiar no remunerado (077)",298,271,20,5,2
"Trabajador del hogar (078)",190,190,,,
"De 45 a 64 años (080)",9531,5691,991,1031,1818
"Empleado (081)",2377,536,269,535,1037
"Obrero (082)",2662,1002,417,472,771
"Trabajador independiente (083)",3921,3663,258,,
"Empleador o patrono (084)",201,140,34,20,7
"Trabajador familiar no remunerado (085)",229,209,13,4,3
"Trabajador del hogar (086)",141,141,,,
"De 65 y más años (088)",1247,987,107,63,90
"Empleado (089)",159,66,31,22,40
"Obrero (090)",277,167,35,32,43
"Trabajador independiente (091)",696,664,32,,
"Empleador o patrono (092)",44,32,2,7,3
"Trabajador familiar no remunerado (093)",60,47,7,2,4
"Trabajador del hogar (094)",11,11,,,
,,,,,
"RURAL (096)",5792,4571,410,302,509
"Empleado (097)",554,171,68,85,230
"Obrero (098)",2382,1676,217,211,278
"Trabajador independiente (099)",2220,2121,99,,
"Empleador o patrono (100)",77,72,5,,
"Trabajador familiar no remunerado (101)",523,495,21,6,1
"Trabajador del hogar (102)",36,36,,,
"De 06 a 14 años (104)",63,58,,5,
"Empleado (105)",1,1,,,
"Obrero (106)",17,14,,3,
"Trabajador independiente (107)",4,4,,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",39,37,,2,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",2003,1457,180,143,223
"Empleado (113)",226,68,27,42,89
"Obrero (114)",1005,676,99,97,133
"Trabajador independiente (115)",493,455,38,,
"Empleador o patrono (116)",15,15,,,
"Trabajador familiar no remunerado (117)",243,222,16,4,1
"Trabajador del hogar (118)",21,21,,,
"De 30 a 44 años (120)",1950,1492,152,100,206
"Empleado (121)",231,76,30,28,97
"Obrero (122)",834,570,83,72,109
"Trabajador independiente (123)",733,697,36,,
"Empleador o patrono (124)",15,14,1,,
"Trabajador familiar no remunerado (125)",126,124,2,,
"Trabajador del hogar (126)",11,11,,,
"De 45 a 64 años (128)",1392,1201,67,50,74
"Empleado (129)",88,21,11,15,41
"Obrero (130)",460,363,29,35,33
"Trabajador independiente (131)",726,706,20,,
"Empleador o patrono (132)",29,25,4,,
"Trabajador familiar no remunerado (133)",86,83,3,,
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",384,363,11,4,6
"Empleado (137)",8,5,,,3
"Obrero (138)",66,53,6,4,3
"Trabajador independiente (139)",264,259,5,,
"Empleador o patrono (140)",17,17,,,
"Trabajador familiar no remunerado (141)",29,29,,,
