"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",103,5,,28,39,9,10,2,10
"Hijo(a)/ hijastro(a) (051)",1416,157,81,512,542,47,43,14,20
"Yerno/ nuera (052)",44,,,6,27,1,7,,3
"Nieto(a) (053)",130,28,19,41,39,1,1,,1
"Padres/ suegros (054)",33,7,,23,3,,,,
"Otro(a) pariente (055)",204,16,6,63,88,8,11,6,6
"Trabajador(a) del hogar (056)",3,,,3,,,,,
"Pensionista (057)",4,,,,3,,1,,
"Otro(a) no pariente (058)",71,1,,8,39,2,15,,6
"Mujeres (060)",3473,618,91,1191,1048,132,256,30,107
"Jefe o Jefa (061)",771,198,1,253,177,27,64,5,46
"Esposa(o)/ compa¤era(o) (062)",1025,142,3,320,345,48,112,8,47
"Hijo(a)/ hijastro(a) (063)",1221,155,66,480,415,39,47,12,7
"Yerno/ nuera (064)",30,,1,2,16,3,4,2,2
"Nieto(a) (065)",146,36,15,60,29,3,2,1,
"Padres/ suegros (066)",73,48,,23,2,,,,
"Otro(a) pariente (067)",144,35,3,42,43,9,11,,1
"Trabajador(a) del hogar (068)",12,,,3,9,,,,
"Pensionista (069)",4,,,,3,,1,,
"Otro(a) no pariente (070)",47,4,2,8,9,3,15,2,4
,,,,,,,,,
"RURAL (072)",3259,741,72,1373,897,52,66,20,38
"Jefe o Jefa (073)",1072,286,2,464,244,15,26,7,28
"Esposa(o)/ compa¤era(o) (074)",531,166,,229,108,10,15,,3
"Hijo(a)/ hijastro(a) (075)",1199,176,58,511,413,21,8,9,3
"Yerno/ nuera (076)",34,,,11,20,2,,1,
"Nieto(a) (077)",159,41,11,73,33,,1,,
"Padres/ suegros (078)",43,29,,13,,,1,,
"Otro(a) pariente (079)",178,37,1,60,62,4,9,3,2
"Trabajador(a) del hogar (080)",2,,,,2,,,,
"Pensionista (081)",5,,,,2,,2,,1
"Otro(a) no pariente (082)",36,6,,12,13,,4,,1
"Hombres (084)",1653,264,33,721,532,29,39,12,23
"Jefe o Jefa (085)",744,129,1,346,212,15,20,5,16
"Esposa(o)/ compa¤era(o) (086)",33,9,,16,6,1,,,1
"Hijo(a)/ hijastro(a) (087)",643,88,27,271,232,10,7,5,3
"Yerno/ nuera (088)",13,,,4,8,1,,,
"Nieto(a) (089)",81,20,5,36,20,,,,
"Padres/ suegros (090)",17,6,,10,,,1,,
"Otro(a) pariente (091)",90,8,,29,41,2,7,2,1
"Pensionista (093)",4,,,,1,,2,,1
"Otro(a) no pariente (094)",28,4,,9,12,,2,,1
"Mujeres (096)",1606,477,39,652,365,23,27,8,15
"Jefe o Jefa (097)",328,157,1,118,32,,6,2,12
"Esposa(o)/ compa¤era(o) (098)",498,157,,213,102,9,15,,2
"Hijo(a)/ hijastro(a) (099)",556,88,31,240,181,11,1,4,
"Yerno/ nuera (100)",21,,,7,12,1,,1,
"Nieto(a) (101)",78,21,6,37,13,,1,,
"Padres/ suegros (102)",26,23,,3,,,,,
"Otro(a) pariente (103)",88,29,1,31,21,2,2,1,1
"Trabajador(a) del hogar (104)",2,,,,2,,,,
"Pensionista (105)",1,,,,1,,,,
"Otro(a) no pariente (106)",8,2,,3,1,,2,,
