"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",236,219,10,7,
"Empleado (057)",15,13,2,,
"Obrero (058)",26,23,3,,
"Trabajador independiente (059)",41,40,1,,
"Empleador o patrono (060)",1,,,1,
"Trabajador familiar no remunerado (061)",99,89,4,6,
"Trabajador del hogar (062)",54,54,,,
"De 15 a 29 años (064)",2757,2125,279,183,170
"Empleado (065)",652,335,94,109,114
"Obrero (066)",426,237,70,64,55
"Trabajador independiente (067)",1264,1184,80,,
"Empleador o patrono (068)",45,33,6,5,1
"Trabajador familiar no remunerado (069)",262,228,29,5,
"Trabajador del hogar (070)",108,108,,,
"De 30 a 44 años (072)",3203,2316,342,306,239
"Empleado (073)",802,232,157,219,194
"Obrero (074)",350,174,59,74,43
"Trabajador independiente (075)",1773,1670,103,,
"Empleador o patrono (076)",63,49,8,5,1
"Trabajador familiar no remunerado (077)",185,161,15,8,1
"Trabajador del hogar (078)",30,30,,,
"De 45 a 64 años (080)",2066,1578,155,188,145
"Empleado (081)",419,94,50,147,128
"Obrero (082)",193,120,22,35,16
"Trabajador independiente (083)",1232,1163,69,,
"Empleador o patrono (084)",54,45,4,4,1
"Trabajador familiar no remunerado (085)",148,136,10,2,
"Trabajador del hogar (086)",20,20,,,
"De 65 y más años (088)",533,492,23,8,10
"Empleado (089)",30,14,4,5,7
"Obrero (090)",34,26,2,3,3
"Trabajador independiente (091)",397,384,13,,
"Empleador o patrono (092)",15,14,1,,
"Trabajador familiar no remunerado (093)",51,48,3,,
"Trabajador del hogar (094)",6,6,,,
,,,,,
"RURAL (096)",12895,11277,1199,258,161
"Empleado (097)",454,207,108,67,72
"Obrero (098)",1130,688,247,112,83
"Trabajador independiente (099)",7446,6867,579,,
"Empleador o patrono (100)",525,478,41,5,1
"Trabajador familiar no remunerado (101)",3266,2963,224,74,5
"Trabajador del hogar (102)",74,74,,,
"De 06 a 14 años (104)",254,215,29,10,
"Empleado (105)",4,4,,,
"Obrero (106)",11,5,5,1,
"Trabajador independiente (107)",21,20,1,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",211,179,23,9,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",4037,3460,427,85,65
"Empleado (113)",197,106,48,21,22
"Obrero (114)",439,243,116,38,42
"Trabajador independiente (115)",1884,1730,154,,
"Empleador o patrono (116)",95,90,4,1,
"Trabajador familiar no remunerado (117)",1378,1247,105,25,1
"Trabajador del hogar (118)",44,44,,,
"De 30 a 44 años (120)",4266,3681,402,106,77
"Empleado (121)",186,61,50,35,40
"Obrero (122)",408,249,77,50,32
"Trabajador independiente (123)",2669,2455,214,,
"Empleador o patrono (124)",171,157,12,1,1
"Trabajador familiar no remunerado (125)",816,743,49,20,4
"Trabajador del hogar (126)",16,16,,,
"De 45 a 64 años (128)",3283,2937,276,51,19
"Empleado (129)",60,30,10,10,10
"Obrero (130)",230,156,42,23,9
"Trabajador independiente (131)",2145,1977,168,,
"Empleador o patrono (132)",180,156,21,3,
"Trabajador familiar no remunerado (133)",665,615,35,15,
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",1055,984,65,6,
"Empleado (137)",7,6,,1,
"Obrero (138)",42,35,7,,
"Trabajador independiente (139)",727,685,42,,
"Empleador o patrono (140)",78,74,4,,
"Trabajador familiar no remunerado (141)",196,179,12,5,
"Trabajador del hogar (142)",5,5,,,
