"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",482,482,,,
"De 06 a 14 años (056)",117,109,8,,
"Empleado (057)",8,6,2,,
"Obrero (058)",13,13,,,
"Trabajador independiente (059)",27,22,5,,
"Trabajador familiar no remunerado (061)",39,38,1,,
"Trabajador del hogar (062)",30,30,,,
"De 15 a 29 años (064)",2641,2005,182,91,363
"Empleado (065)",739,247,93,62,337
"Obrero (066)",417,332,36,25,24
"Trabajador independiente (067)",968,924,44,,
"Empleador o patrono (068)",27,25,,2,
"Trabajador familiar no remunerado (069)",214,201,9,2,2
"Trabajador del hogar (070)",276,276,,,
"De 30 a 44 años (072)",3555,2101,318,237,899
"Empleado (073)",1639,339,235,198,867
"Obrero (074)",383,290,33,35,25
"Trabajador independiente (075)",1241,1204,37,,
"Empleador o patrono (076)",42,30,7,3,2
"Trabajador familiar no remunerado (077)",151,139,6,1,5
"Trabajador del hogar (078)",99,99,,,
"De 45 a 64 años (080)",2190,1522,147,123,398
"Empleado (081)",710,150,91,103,366
"Obrero (082)",275,208,18,18,31
"Trabajador independiente (083)",1002,975,27,,
"Empleador o patrono (084)",28,23,3,1,1
"Trabajador familiar no remunerado (085)",109,100,8,1,
"Trabajador del hogar (086)",66,66,,,
"De 65 y más años (088)",465,422,16,6,21
"Empleado (089)",21,7,3,1,10
"Obrero (090)",82,64,4,4,10
"Trabajador independiente (091)",311,305,6,,
"Empleador o patrono (092)",11,9,2,,
"Trabajador familiar no remunerado (093)",29,26,1,1,1
"Trabajador del hogar (094)",11,11,,,
,,,,,
"RURAL (096)",29768,28305,1062,171,230
"Empleado (097)",952,454,207,100,191
"Obrero (098)",5265,4872,300,60,33
"Trabajador independiente (099)",15627,15293,334,,
"Empleador o patrono (100)",345,328,14,2,1
"Trabajador familiar no remunerado (101)",6951,6730,207,9,5
"Trabajador del hogar (102)",628,628,,,
"De 06 a 14 años (104)",657,623,31,3,
"Empleado (105)",4,4,,,
"Obrero (106)",88,84,4,,
"Trabajador independiente (107)",107,104,3,,
"Empleador o patrono (108)",2,2,,,
"Trabajador familiar no remunerado (109)",436,409,24,3,
"Trabajador del hogar (110)",20,20,,,
"De 15 a 29 años (112)",10453,9955,361,62,75
"Empleado (113)",275,133,46,33,63
"Obrero (114)",2096,1938,126,23,9
"Trabajador independiente (115)",3998,3917,81,,
"Empleador o patrono (116)",64,62,1,1,
"Trabajador familiar no remunerado (117)",3753,3638,107,5,3
"Trabajador del hogar (118)",267,267,,,
"De 30 a 44 años (120)",9281,8731,360,75,115
"Empleado (121)",485,227,113,48,97
"Obrero (122)",1650,1523,84,27,16
"Trabajador independiente (123)",5282,5164,118,,
"Empleador o patrono (124)",122,116,5,,1
"Trabajador familiar no remunerado (125)",1573,1532,40,,1
"Trabajador del hogar (126)",169,169,,,
"De 45 a 64 años (128)",6837,6520,250,28,39
"Empleado (129)",181,84,47,19,31
"Obrero (130)",1121,1035,72,7,7
"Trabajador independiente (131)",4422,4322,100,,
"Empleador o patrono (132)",118,111,6,1,
"Trabajador familiar no remunerado (133)",868,841,25,1,1
"Trabajador del hogar (134)",127,127,,,
"De 65 y más años (136)",2540,2476,60,3,1
"Empleado (137)",7,6,1,,
"Obrero (138)",310,292,14,3,1
"Trabajador independiente (139)",1818,1786,32,,
"Empleador o patrono (140)",39,37,2,,
"Trabajador familiar no remunerado (141)",321,310,11,,
"Trabajador del hogar (142)",45,45,,,
