"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",3296,39,,1078,1284,180,264,99,352
"Esposa(o)/ compa¤era(o) (050)",189,,,44,90,8,20,5,22
"Hijo(a)/ hijastro(a) (051)",2806,305,156,1005,997,130,95,60,58
"Yerno/ nuera (052)",68,3,,6,37,7,8,2,5
"Nieto(a) (053)",392,85,43,154,89,11,4,4,2
"Padres/ suegros (054)",47,3,,26,14,,1,,3
"Otro(a) pariente (055)",437,31,15,109,189,37,23,12,21
"Trabajador(a) del hogar (056)",4,,,2,2,,,,
"Pensionista (057)",2,,,,,,,,2
"Otro(a) no pariente (058)",113,6,1,23,37,2,21,4,19
"Mujeres (060)",7325,768,210,2987,2242,286,383,112,337
"Jefe o Jefa (061)",1568,168,,725,369,59,77,33,137
"Esposa(o)/ compa¤era(o) (062)",2164,136,,968,757,78,121,23,81
"Hijo(a)/ hijastro(a) (063)",2617,305,174,963,847,105,114,42,67
"Yerno/ nuera (064)",67,2,,11,37,5,7,1,4
"Nieto(a) (065)",316,66,30,124,73,5,7,5,6
"Padres/ suegros (066)",117,38,,72,5,,1,,1
"Otro(a) pariente (067)",372,45,5,106,121,31,36,5,23
"Trabajador(a) del hogar (068)",15,2,,,12,1,,,
"Pensionista (069)",9,,,,,2,3,,4
"Otro(a) no pariente (070)",80,6,1,18,21,,17,3,14
,,,,,,,,,
"RURAL (072)",9012,1228,235,3956,2741,255,235,104,258
"Jefe o Jefa (073)",3062,256,,1395,1019,94,117,35,146
"Esposa(o)/ compa¤era(o) (074)",1539,237,,764,424,28,36,12,38
"Hijo(a)/ hijastro(a) (075)",3469,542,190,1455,1036,101,56,42,47
"Yerno/ nuera (076)",77,3,,14,39,11,4,3,3
"Nieto(a) (077)",342,95,32,149,60,2,,4,
"Padres/ suegros (078)",85,36,,44,5,,,,
"Otro(a) pariente (079)",353,54,12,120,120,9,14,8,16
"Trabajador(a) del hogar (080)",4,,,,4,,,,
"Pensionista (081)",4,,,,3,,,,1
"Otro(a) no pariente (082)",77,5,1,15,31,10,8,,7
"Hombres (084)",4624,409,121,1925,1657,162,128,65,157
"Jefe o Jefa (085)",2140,62,,951,826,77,79,33,112
"Esposa(o)/ compa¤era(o) (086)",141,8,,58,63,2,7,,3
"Hijo(a)/ hijastro(a) (087)",1838,273,96,735,600,59,28,22,25
"Yerno/ nuera (088)",35,1,,3,18,7,2,2,2
"Nieto(a) (089)",185,46,18,82,35,2,,2,
"Padres/ suegros (090)",24,1,,19,4,,,,
"Otro(a) pariente (091)",200,16,6,67,81,7,7,6,10
"Trabajador(a) del hogar (092)",1,,,,1,,,,
"Pensionista (093)",4,,,,3,,,,1
"Otro(a) no pariente (094)",56,2,1,10,26,8,5,,4
"Mujeres (096)",4388,819,114,2031,1084,93,107,39,101
"Jefe o Jefa (097)",922,194,,444,193,17,38,2,34
"Esposa(o)/ compa¤era(o) (098)",1398,229,,706,361,26,29,12,35
"Hijo(a)/ hijastro(a) (099)",1631,269,94,720,436,42,28,20,22
"Yerno/ nuera (100)",42,2,,11,21,4,2,1,1
"Nieto(a) (101)",157,49,14,67,25,,,2,
"Padres/ suegros (102)",61,35,,25,1,,,,
"Otro(a) pariente (103)",153,38,6,53,39,2,7,2,6
"Trabajador(a) del hogar (104)",3,,,,3,,,,
"Otro(a) no pariente (106)",21,3,,5,5,2,3,,3
