"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 35 a 39 años (026)",20,19,,3,4,2,10,,,,1,62
"De 40 a 44 años (027)",23,23,,1,4,4,9,4,1,,,95
"De 45 a 49 años (028)",8,8,,,1,2,3,2,,,,33
"De 50 y más años (029)",30,30,,,3,5,8,7,6,1,,165
"Casado(a) (030)",602,594,2,61,104,109,161,94,41,22,8,2493
"De 15 a 19 años (032)",3,3,,2,1,,,,,,,4
"De 20 a 24 años (033)",27,26,,15,9,1,1,,,,1,40
"De 25 a 29 años (034)",44,43,,17,19,5,2,,,,1,78
"De 30 a 34 años (035)",74,73,1,9,24,15,23,1,,,1,208
"De 35 a 39 años (036)",84,82,,5,23,24,24,3,2,1,2,275
"De 40 a 44 años (037)",93,92,1,4,13,21,35,12,4,2,1,377
"De 45 a 49 años (038)",84,82,,4,5,17,28,21,5,2,2,394
"De 50 y más años (039)",193,193,,5,10,26,48,57,30,17,,1117
"Viudo(a) (040)",92,92,,2,9,10,27,26,11,7,,516
"De 25 a 29 años (044)",2,2,,,1,1,,,,,,5
"De 30 a 34 años (045)",3,3,,,,2,1,,,,,11
"De 35 a 39 años (046)",3,3,,,1,1,1,,,,,9
"De 40 a 44 años (047)",4,4,,,1,2,,1,,,,14
"De 45 a 49 años (048)",5,5,,,,,4,1,,,,24
"De 50 y más años (049)",75,75,,2,6,4,21,24,11,7,,453
"Divorciado(a) (050)",13,13,,,2,1,7,,1,2,,67
"De 30 a 34 años (055)",2,2,,,1,1,,,,,,5
"De 40 a 44 años (057)",1,1,,,,,1,,,,,4
"De 45 a 49 años (058)",3,3,,,,,2,,,1,,21
"De 50 y más años (059)",7,7,,,1,,4,,1,1,,37
"Soltero(a) (060)",188,138,2,88,28,13,7,,,,50,211
"De 15 a 19 años (062)",17,17,1,16,,,,,,,,16
"De 20 a 24 años (063)",55,36,1,28,6,1,,,,,19,43
"De 25 a 29 años (064)",53,33,,23,6,2,2,,,,20,49
"De 30 a 34 años (065)",30,25,,15,7,1,2,,,,5,40
"De 35 a 39 años (066)",15,13,,3,5,4,1,,,,2,29
"De 40 a 44 años (067)",6,6,,1,1,3,1,,,,,16
"De 45 a 49 años (068)",5,3,,1,,1,1,,,,2,8
"De 50 y más años (069)",7,5,,1,3,1,,,,,2,10
,,,,,,,,,,,,
"URBANA (080)",1681,1616,6,420,389,269,324,123,55,30,65,5022
"De 12 a 14 años (081)",5,3,,2,1,,,,,,2,4
"De 15 a 19 años (082)",82,76,1,67,8,,,,,,6,83
"De 20 a 24 años (083)",264,236,2,152,68,12,1,1,,,28,334
"De 25 a 29 años (084)",281,263,,105,99,48,11,,,,18,493
"De 30 a 34 años (085)",254,249,,52,91,54,46,6,,,5,631
"De 35 a 39 años (086)",234,231,1,20,59,67,74,8,2,,3,731
"De 40 a 44 años (087)",172,172,1,9,29,37,70,19,6,1,,669
"De 45 a 49 años (088)",108,106,1,4,12,19,42,20,7,1,2,480
"De 50 y más años (089)",281,280,,9,22,32,80,69,40,28,1,1597
"Conviviente (090)",974,950,3,287,257,155,163,54,21,10,24,2620
"De 12 a 14 años (091)",5,3,,2,1,,,,,,2,4
"De 15 a 19 años (092)",65,59,,51,8,,,,,,6,67
"De 20 a 24 años (093)",186,176,1,112,52,10,1,,,,10,250
"De 25 a 29 años (094)",202,199,,70,82,40,7,,,,3,384
"De 30 a 34 años (095)",164,163,,30,57,39,32,5,,,1,429
"De 35 a 39 años (096)",150,148,1,13,33,40,52,8,1,,2,485
"De 40 a 44 años (097)",83,83,,5,13,13,38,11,3,,,334
"De 45 a 49 años (098)",44,44,1,,7,7,18,7,4,,,198
"De 50 y más años (099)",75,75,,4,4,6,15,23,13,10,,469
"Separado(a) (100)",93,92,,19,23,11,24,12,3,,1,305
"De 15 a 19 años (102)",2,2,,2,,,,,,,,2
"De 20 a 24 años (103)",13,13,,8,4,,,1,,,,22
"De 25 a 29 años (104)",9,9,,6,2,1,,,,,,13
"De 30 a 34 años (105)",7,7,,1,5,,,1,,,,17
"De 35 a 39 años (106)",14,13,,1,4,2,6,,,,1,42
"De 40 a 44 años (107)",21,21,,1,4,3,9,3,1,,,86
"De 45 a 49 años (108)",7,7,,,1,1,3,2,,,,30
"De 50 y más años (109)",20,20,,,3,4,6,5,2,,,93
"Casado(a) (110)",384,383,1,42,75,81,105,43,24,12,1,1507
"De 20 a 24 años (113)",14,14,,7,6,1,,,,,,22
"De 25 a 29 años (114)",30,29,,14,9,4,2,,,,1,52
"De 30 a 34 años (115)",51,51,,8,21,11,11,,,,,131
"De 35 a 39 años (116)",58,58,,5,17,21,14,,1,,,173
"De 40 a 44 años (117)",57,57,1,2,10,16,21,4,2,1,,215
"De 45 a 49 años (118)",47,47,,3,4,10,17,10,3,,,211
"De 50 y más años (119)",127,127,,3,8,18,40,29,18,11,,703
"Viudo(a) (120)",62,62,,2,5,8,21,14,6,6,,345
"De 25 a 29 años (124)",1,1,,,,1,,,,,,3
"De 30 a 34 años (125)",3,3,,,,2,1,,,,,11
"De 35 a 39 años (126)",1,1,,,,,1,,,,,4
"De 40 a 44 años (127)",4,4,,,1,2,,1,,,,14
"De 45 a 49 años (128)",3,3,,,,,2,1,,,,16
"De 50 y más años (129)",50,50,,2,4,3,17,12,6,6,,297
"Divorciado(a) (130)",10,10,,,2,1,4,,1,2,,54
"De 30 a 34 años (135)",2,2,,,1,1,,,,,,5
"De 40 a 44 años (137)",1,1,,,,,1,,,,,4
"De 45 a 49 años (138)",2,2,,,,,1,,,1,,17
"De 50 y más años (139)",5,5,,,1,,2,,1,1,,28
"Soltero(a) (140)",158,119,2,70,27,13,7,,,,39,191
"De 15 a 19 años (142)",15,15,1,14,,,,,,,,14
"De 20 a 24 años (143)",51,33,1,25,6,1,,,,,18,40
"De 25 a 29 años (144)",39,25,,15,6,2,2,,,,14,41
"De 30 a 34 años (145)",27,23,,13,7,1,2,,,,4,38
"De 35 a 39 años (146)",11,11,,1,5,4,1,,,,,27
"De 40 a 44 años (147)",6,6,,1,1,3,1,,,,,16
"De 45 a 49 años (148)",5,3,,1,,1,1,,,,2,8
"De 50 y más años (149)",4,3,,,2,1,,,,,1,7
,,,,,,,,,,,,
"RURAL (160)",631,599,4,106,109,95,137,95,35,18,32,2320
"De 12 a 14 años (161)",1,,,,,,,,,,1,
"De 15 a 19 años (162)",30,21,1,15,5,,,,,,9,25
"De 20 a 24 años (163)",85,81,1,41,23,14,2,,,,4,138
"De 25 a 29 años (164)",92,85,1,29,31,16,8,,,,7,173
"De 30 a 34 años (165)",75,73,1,7,16,20,25,3,1,,2,236
"De 35 a 39 años (166)",76,72,,6,14,9,30,11,1,1,4,285
"De 40 a 44 años (167)",69,67,,2,7,11,28,14,4,1,2,305
"De 45 a 49 años (168)",60,58,,1,3,9,21,16,4,4,2,306
"De 50 y más años (169)",143,142,,5,10,16,23,51,25,12,1,852
"Conviviente (170)",318,304,3,63,70,58,66,29,9,6,14,1000
"De 12 a 14 años (171)",1,,,,,,,,,,1,
"De 15 a 19 años (172)",23,14,1,9,4,,,,,,9,17
"De 20 a 24 años (173)",66,64,1,30,18,14,1,,,,2,113
"De 25 a 29 años (174)",59,58,1,16,18,15,8,,,,1,131
"De 30 a 34 años (175)",44,44,,4,12,12,13,2,1,,,143
"De 35 a 39 años (176)",38,38,,2,7,5,16,8,,,,156
"De 40 a 44 años (177)",31,30,,,4,5,14,5,2,,1,134
"De 45 a 49 años (178)",19,19,,,2,1,7,5,2,2,,108
"De 50 y más años (179)",37,37,,2,5,6,7,9,4,4,,198
"Separado(a) (180)",32,32,,6,5,7,6,3,4,1,,130
"De 15 a 19 años (182)",2,2,,2,,,,,,,,2
"De 20 a 24 años (183)",2,2,,,2,,,,,,,4
"De 25 a 29 años (184)",4,4,,2,2,,,,,,,6
"De 30 a 34 años (185)",5,5,,,1,4,,,,,,14
"De 35 a 39 años (186)",6,6,,2,,,4,,,,,20
"De 40 a 44 años (187)",2,2,,,,1,,1,,,,9
"De 45 a 49 años (188)",1,1,,,,1,,,,,,3
"De 50 y más años (189)",10,10,,,,1,2,2,4,1,,72
"Casado(a) (190)",218,211,1,19,29,28,56,51,17,10,7,986
"De 15 a 19 años (192)",3,3,,2,1,,,,,,,4
"De 20 a 24 años (193)",13,12,,8,3,,1,,,,1,18
"De 25 a 29 años (194)",14,14,,3,10,1,,,,,,26
"De 30 a 34 años (195)",23,22,1,1,3,4,12,1,,,1,77
"De 35 a 39 años (196)",26,24,,,6,3,10,3,1,1,2,102
"De 40 a 44 años (197)",36,35,,2,3,5,14,8,2,1,1,162
"De 45 a 49 años (198)",37,35,,1,1,7,11,11,2,2,2,183
"De 50 y más años (199)",66,66,,2,2,8,8,28,12,6,,414
"Viudo(a) (200)",30,30,,,4,2,6,12,5,1,,171
"De 25 a 29 años (204)",1,1,,,1,,,,,,,2
"De 35 a 39 años (206)",2,2,,,1,1,,,,,,5
"De 45 a 49 años (208)",2,2,,,,,2,,,,,8
"De 50 y más años (209)",25,25,,,2,1,4,12,5,1,,156
"Divorciado(a) (210)",3,3,,,,,3,,,,,13
"De 45 a 49 años (218)",1,1,,,,,1,,,,,4
"De 50 y más años (219)",2,2,,,,,2,,,,,9
"Soltero(a) (220)",30,19,,18,1,,,,,,11,20
"De 15 a 19 años (222)",2,2,,2,,,,,,,,2
"De 20 a 24 años (223)",4,3,,3,,,,,,,1,3
"De 25 a 29 años (224)",14,8,,8,,,,,,,6,8
"De 30 a 34 años (225)",3,2,,2,,,,,,,1,2
"De 35 a 39 años (226)",4,2,,2,,,,,,,2,2
"De 50 y más años (229)",3,2,,1,1,,,,,,1,3
