"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",19385,,4546,9580,4916,343
"Desocupada (030)",7676,47,3844,2418,1204,163
"Sin nivel (031)",203,,28,64,76,35
"Educación inicial (032)",13,1,9,3,,
"Primaria (033)",1108,18,188,405,421,76
"Secundaria (034)",3550,28,2075,1021,400,26
"Superior no univ. incompleta (035)",598,,402,150,43,3
"Superior no univ. completa (036)",720,,351,273,86,10
"Superior univ. incompleta (037)",556,,347,142,63,4
"Superior univ. completa (038)",928,,444,360,115,9
"No PEA (040)",114136,42672,38106,13525,11523,8310
"Sin nivel (041)",4814,577,287,657,1424,1869
"Educación inicial (042)",3963,3836,99,28,,
"Primaria (043)",39440,28397,1667,2889,3477,3010
"Secundaria (044)",40821,9862,21016,5083,3142,1718
"Superior no univ. incompleta (045)",6044,,4600,893,411,140
"Superior no univ. completa (046)",4745,,1543,1495,1168,539
"Superior univ. incompleta (047)",8913,,7343,870,489,211
"Superior univ. completa (048)",5396,,1551,1610,1412,823
,,,,,,
"URBANA (060)",220302,41011,73975,57551,36746,11019
"Sin nivel (061)",7076,543,402,1405,2590,2136
"Educación inicial (062)",3810,3607,145,58,,
"Primaria (063)",51902,27128,3197,7861,9515,4201
"Secundaria (064)",81764,9733,38081,20798,10822,2330
"Superior no univ. incompleta (065)",14703,,8811,4076,1604,212
"Superior no univ. completa (066)",18163,,5944,7791,3725,703
"Superior univ. incompleta (067)",17926,,11076,4331,2215,304
"Superior univ. completa (068)",24958,,6319,11231,6275,1133
"PEA (070)",112458,734,37804,44805,25885,3230
"Sin nivel (071)",2821,6,137,842,1324,512
"Educación inicial (072)",87,9,46,32,,
"Primaria (073)",14916,354,1650,5226,6308,1378
"Secundaria (074)",43065,365,18247,15976,7820,657
"Superior no univ. incompleta (075)",8996,,4485,3226,1209,76
"Superior no univ. completa (076)",13577,,4455,6347,2598,177
"Superior univ. incompleta (077)",9290,,3960,3495,1737,98
"Superior univ. completa (078)",19706,,4824,9661,4889,332
"Ocupada (080)",105217,692,34162,42511,24770,3082
"Sin nivel (081)",2643,6,112,783,1257,485
"Educación inicial (082)",76,8,38,30,,
"Primaria (083)",13904,339,1478,4859,5921,1307
"Secundaria (084)",39719,339,16298,15003,7448,631
"Superior no univ. incompleta (085)",8426,,4101,3085,1167,73
"Superior no univ. completa (086)",12892,,4119,6083,2521,169
"Superior univ. incompleta (087)",8751,,3624,3356,1677,94
"Superior univ. completa (088)",18806,,4392,9312,4779,323
"Desocupada (090)",7241,42,3642,2294,1115,148
"Sin nivel (091)",178,,25,59,67,27
"Educación inicial (092)",11,1,8,2,,
"Primaria (093)",1012,15,172,367,387,71
"Secundaria (094)",3346,26,1949,973,372,26
"Superior no univ. incompleta (095)",570,,384,141,42,3
"Superior no univ. completa (096)",685,,336,264,77,8
"Superior univ. incompleta (097)",539,,336,139,60,4
"Superior univ. completa (098)",900,,432,349,110,9
"No PEA (100)",107844,40277,36171,12746,10861,7789
"Sin nivel (101)",4255,537,265,563,1266,1624
"Educación inicial (102)",3723,3598,99,26,,
"Primaria (103)",36986,26774,1547,2635,3207,2823
"Secundaria (104)",38699,9368,19834,4822,3002,1673
"Superior no univ. incompleta (105)",5707,,4326,850,395,136
"Superior no univ. completa (106)",4586,,1489,1444,1127,526
"Superior univ. incompleta (107)",8636,,7116,836,478,206
"Superior univ. completa (108)",5252,,1495,1570,1386,801
,,,,,,
"RURAL (120)",15139,2488,4727,3675,2982,1267
"Sin nivel (121)",1320,41,45,310,471,453
"Educación inicial (122)",254,244,5,5,,
"Primaria (123)",4842,1668,421,925,1256,572
"Secundaria (124)",5710,535,2844,1436,751,144
"Superior no univ. incompleta (125)",880,,553,225,85,17
"Superior no univ. completa (126)",744,,266,291,161,26
"Superior univ. incompleta (127)",638,,371,164,90,13
"Superior univ. completa (128)",751,,222,319,168,42
"PEA (130)",8847,93,2792,2896,2320,746
"Sin nivel (131)",761,1,23,216,313,208
"Educación inicial (132)",14,6,5,3,,
"Primaria (133)",2388,45,301,671,986,385
"Secundaria (134)",3588,41,1662,1175,611,99
"Superior no univ. incompleta (135)",543,,279,182,69,13
"Superior no univ. completa (136)",585,,212,240,120,13
"Superior univ. incompleta (137)",361,,144,130,79,8
"Superior univ. completa (138)",607,,166,279,142,20
"Ocupada (140)",8412,88,2590,2772,2231,731
"Sin nivel (141)",736,1,20,211,304,200
"Educación inicial (142)",12,6,4,2,,
"Primaria (143)",2292,42,285,633,952,380
"Secundaria (144)",3384,39,1536,1127,583,99
"Superior no univ. incompleta (145)",515,,261,173,68,13
"Superior no univ. completa (146)",550,,197,231,111,11
"Superior univ. incompleta (147)",344,,133,127,76,8
"Superior univ. completa (148)",579,,154,268,137,20
"Desocupada (150)",435,5,202,124,89,15
"Sin nivel (151)",25,,3,5,9,8
"Educación inicial (152)",2,,1,1,,
"Primaria (153)",96,3,16,38,34,5
"Secundaria (154)",204,2,126,48,28,
"Superior no univ. incompleta (155)",28,,18,9,1,
"Superior no univ. completa (156)",35,,15,9,9,2
"Superior univ. incompleta (157)",17,,11,3,3,
"Superior univ. completa (158)",28,,12,11,5,
"No PEA (160)",6292,2395,1935,779,662,521
"Sin nivel (161)",559,40,22,94,158,245
"Educación inicial (162)",240,238,,2,,
"Primaria (163)",2454,1623,120,254,270,187
"Secundaria (164)",2122,494,1182,261,140,45
"Superior no univ. incompleta (165)",337,,274,43,16,4
"Superior no univ. completa (166)",159,,54,51,41,13
"Superior univ. incompleta (167)",277,,227,34,11,5
"Superior univ. completa (168)",144,,56,40,26,22
