"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (040)",317,,84,145,83,5
"Otras activ. serv.comun.soc y personales (041)",703,15,298,215,148,27
"Hogares privados con servicio doméstico (042)",82,8,41,19,12,2
"Actividad economica no especificada (044)",924,11,348,340,198,27
"Desocupado (045)",612,8,305,179,104,16
"Mujeres (046)",11888,226,4985,4518,1971,188
"Agric., ganadería, caza y silvicultura (047)",874,21,236,310,239,68
"Pesca (048)",13,,5,5,3,
"Explotación de minas y canteras (049)",213,,133,59,21,
"Industrias manufactureras (050)",437,3,152,189,88,5
"Suministro de electricidad, gas y agua (051)",11,,4,7,,
"Construcción (052)",113,1,56,45,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3350,86,1321,1314,586,43
"Venta, mant.y rep. veh.autom.y motoc. (054)",73,2,44,20,7,
"Comercio al por mayor (055)",132,3,49,53,25,2
"Comercio al por menor (056)",3145,81,1228,1241,554,41
"Hoteles y restaurantes (057)",2076,50,941,706,348,31
"Trans., almac. y comunicaciones (058)",270,1,181,71,15,2
"Intermediación financiera (059)",52,,24,24,3,1
"Activid.inmobil., empres. y alquileres (060)",365,2,180,137,42,4
"Admin.pub. y defensa; p. segur.soc afil (061)",367,,145,152,70,
"Enseñanza (062)",862,,187,518,154,3
"Servicios sociales y de salud (063)",413,,125,217,69,2
"Otras activ. serv.comun.soc y personales (064)",571,20,256,205,84,6
"Hogares privados con servicio doméstico (065)",599,20,339,160,72,8
"Actividad economica no especificada (067)",934,14,473,305,128,14
"Desocupado (068)",368,8,227,94,38,1
,,,,,,
"URBANA (069)",28512,495,11071,10554,5778,614
"Agric., ganadería, caza y silvicultura (070)",2500,57,715,805,734,189
"Pesca (071)",88,2,31,30,21,4
"Explotación de minas y canteras (072)",1084,3,483,434,160,4
"Industrias manufactureras (073)",2115,26,842,763,429,55
"Suministro de electricidad, gas y agua (074)",81,1,24,32,21,3
"Construcción (075)",2182,29,776,817,516,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",5657,189,2170,2053,1131,114
"Venta, mant.y rep. veh.autom.y motoc. (077)",794,14,393,249,123,15
"Comercio al por mayor (078)",271,6,104,103,54,4
"Comercio al por menor (079)",4592,169,1673,1701,954,95
"Hoteles y restaurantes (080)",2281,69,1010,739,411,52
"Trans., almac. y comunicaciones (081)",3423,15,1563,1253,575,17
"Intermediación financiera (082)",131,,58,64,7,2
"Activid.inmobil., empres. y alquileres (083)",1135,7,472,420,219,17
"Admin.pub. y defensa; p. segur.soc afil (084)",1293,,398,558,324,13
"Enseñanza (085)",1499,,275,853,360,11
"Servicios sociales y de salud (086)",703,,193,354,149,7
"Otras activ. serv.comun.soc y personales (087)",1220,35,531,401,224,29
"Hogares privados con servicio doméstico (088)",563,24,322,140,71,6
"Actividad economica no especificada (090)",1669,25,732,582,296,34
"Desocupado (091)",888,13,476,256,130,13
"Hombres (092)",18005,290,6711,6491,4034,479
"Agric., ganadería, caza y silvicultura (093)",2003,48,580,625,590,160
"Pesca (094)",79,2,28,27,18,4
"Explotación de minas y canteras (095)",973,3,424,397,145,4
"Industrias manufactureras (096)",1697,23,698,579,346,51
"Suministro de electricidad, gas y agua (097)",70,1,20,25,21,3
"Construcción (098)",2095,28,733,782,508,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",2552,104,959,826,589,74
"Venta, mant.y rep. veh.autom.y motoc. (100)",732,12,358,230,117,15
"Comercio al por mayor (101)",149,3,60,53,31,2
"Comercio al por menor (102)",1671,89,541,543,441,57
"Hoteles y restaurantes (103)",460,23,207,107,101,22
"Trans., almac. y comunicaciones (104)",3177,14,1397,1191,560,15
"Intermediación financiera (105)",80,,35,40,4,1
"Activid.inmobil., empres. y alquileres (106)",784,5,300,288,178,13
"Admin.pub. y defensa; p. segur.soc afil (107)",929,,256,406,254,13
"Enseñanza (108)",683,,105,360,209,9
"Servicios sociales y de salud (109)",302,,75,141,81,5
"Otras activ. serv.comun.soc y personales (110)",666,15,283,202,142,24
"Hogares privados con servicio doméstico (111)",58,7,30,13,8,
"Actividad economica no especificada (113)",850,11,312,317,185,25
"Desocupado (114)",547,6,269,165,95,12
"Mujeres (115)",10507,205,4360,4063,1744,135
"Agric., ganadería, caza y silvicultura (116)",497,9,135,180,144,29
"Pesca (117)",9,,3,3,3,
"Explotación de minas y canteras (118)",111,,59,37,15,
"Industrias manufactureras (119)",418,3,144,184,83,4
"Suministro de electricidad, gas y agua (120)",11,,4,7,,
"Construcción (121)",87,1,43,35,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",3105,85,1211,1227,542,40
"Venta, mant.y rep. veh.autom.y motoc. (123)",62,2,35,19,6,
"Comercio al por mayor (124)",122,3,44,50,23,2
"Comercio al por menor (125)",2921,80,1132,1158,513,38
"Hoteles y restaurantes (126)",1821,46,803,632,310,30
"Trans., almac. y comunicaciones (127)",246,1,166,62,15,2
"Intermediación financiera (128)",51,,23,24,3,1
"Activid.inmobil., empres. y alquileres (129)",351,2,172,132,41,4
"Admin.pub. y defensa; p. segur.soc afil (130)",364,,142,152,70,
"Enseñanza (131)",816,,170,493,151,2
"Servicios sociales y de salud (132)",401,,118,213,68,2
"Otras activ. serv.comun.soc y personales (133)",554,20,248,199,82,5
"Hogares privados con servicio doméstico (134)",505,17,292,127,63,6
"Actividad economica no especificada (136)",819,14,420,265,111,9
"Desocupado (137)",341,7,207,91,35,1
,,,,,,
"RURAL (138)",6473,85,2576,2112,1346,354
"Agric., ganadería, caza y silvicultura (139)",2911,59,903,893,764,292
"Pesca (140)",31,1,13,11,6,
"Explotación de minas y canteras (141)",937,5,530,280,108,14
"Industrias manufactureras (142)",256,1,134,74,43,4
"Suministro de electricidad, gas y agua (143)",5,,,4,1,
"Construcción (144)",454,,122,212,113,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",454,2,194,159,88,11
"Venta, mant.y rep. veh.autom.y motoc. (146)",64,,39,14,11,
"Comercio al por mayor (147)",20,,12,5,3,
"Comercio al por menor (148)",370,2,143,140,74,11
"Hoteles y restaurantes (149)",320,5,168,94,52,1
"Trans., almac. y comunicaciones (150)",467,5,220,161,76,5
"Intermediación financiera (151)",1,,1,,,
"Activid.inmobil., empres. y alquileres (152)",54,,23,21,10,
"Admin.pub. y defensa; p. segur.soc afil (153)",21,,4,11,6,
"Enseñanza (154)",82,,22,46,13,1
"Servicios sociales y de salud (155)",27,,16,8,3,
"Otras activ. serv.comun.soc y personales (156)",54,,23,19,8,4
"Hogares privados con servicio doméstico (157)",118,4,58,39,13,4
"Actividad economica no especificada (159)",189,,89,63,30,7
"Desocupado (160)",92,3,56,17,12,4
"Hombres (161)",5092,64,1951,1657,1119,301
"Agric., ganadería, caza y silvicultura (162)",2534,47,802,763,669,253
"Pesca (163)",27,1,11,9,6,
"Explotación de minas y canteras (164)",835,5,456,258,102,14
"Industrias manufactureras (165)",237,1,126,69,38,3
"Suministro de electricidad, gas y agua (166)",5,,,4,1,
"Construcción (167)",428,,109,202,110,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",209,1,84,72,44,8
"Venta, mant.y rep. veh.autom.y motoc. (169)",53,,30,13,10,
"Comercio al por mayor (170)",10,,7,2,1,
"Comercio al por menor (171)",146,1,47,57,33,8
"Hoteles y restaurantes (172)",65,1,30,20,14,
"Trans., almac. y comunicaciones (173)",443,5,205,152,76,5
"Activid.inmobil., empres. y alquileres (175)",40,,15,16,9,
"Admin.pub. y defensa; p. segur.soc afil (176)",18,,1,11,6,
"Enseñanza (177)",36,,5,21,10,
"Servicios sociales y de salud (178)",15,,9,4,2,
"Otras activ. serv.comun.soc y personales (179)",37,,15,13,6,3
"Hogares privados con servicio doméstico (180)",24,1,11,6,4,2
"Actividad economica no especificada (182)",74,,36,23,13,2
"Desocupado (183)",65,2,36,14,9,4
"Mujeres (184)",1381,21,625,455,227,53
"Agric., ganadería, caza y silvicultura (185)",377,12,101,130,95,39
"Pesca (186)",4,,2,2,,
"Explotación de minas y canteras (187)",102,,74,22,6,
"Industrias manufactureras (188)",19,,8,5,5,1
"Construcción (190)",26,,13,10,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",245,1,110,87,44,3
"Venta, mant.y rep. veh.autom.y motoc. (192)",11,,9,1,1,
"Comercio al por mayor (193)",10,,5,3,2,
"Comercio al por menor (194)",224,1,96,83,41,3
"Hoteles y restaurantes (195)",255,4,138,74,38,1
"Trans., almac. y comunicaciones (196)",24,,15,9,,
"Intermediación financiera (197)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",14,,8,5,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",3,,3,,,
"Enseñanza (200)",46,,17,25,3,1
"Servicios sociales y de salud (201)",12,,7,4,1,
"Otras activ. serv.comun.soc y personales (202)",17,,8,6,2,1
"Hogares privados con servicio doméstico (203)",94,3,47,33,9,2
"Actividad economica no especificada (205)",115,,53,40,17,5
"Desocupado (206)",27,1,20,3,3,
