"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior no univ. incompleta (035)",16,,14,1,1,
"Superior no univ. completa (036)",7,,4,2,1,
"Superior univ. incompleta (037)",10,,6,3,1,
"Superior univ. completa (038)",6,,1,5,,
"No PEA (040)",3868,1660,1140,537,332,199
"Sin nivel (041)",227,35,15,49,58,70
"Educación inicial (042)",115,113,1,1,,
"Primaria (043)",1742,1196,143,172,141,90
"Secundaria (044)",1400,316,753,214,93,24
"Superior no univ. incompleta (045)",165,,116,35,7,7
"Superior no univ. completa (046)",130,,65,41,18,6
"Superior univ. incompleta (047)",43,,24,9,8,2
"Superior univ. completa (048)",46,,23,16,7,
,,,,,,
"URBANA (060)",6748,1220,2326,1973,997,232
"Sin nivel (061)",195,26,14,40,59,56
"Educación inicial (062)",75,73,2,,,
"Primaria (063)",1653,858,167,263,253,112
"Secundaria (064)",2986,263,1390,895,398,40
"Superior no univ. incompleta (065)",546,,285,187,66,8
"Superior no univ. completa (066)",651,,263,294,86,8
"Superior univ. incompleta (067)",220,,82,87,48,3
"Superior univ. completa (068)",422,,123,207,87,5
"PEA (070)",3977,44,1483,1594,768,88
"Sin nivel (071)",69,,5,19,31,14
"Educación inicial (072)",2,1,1,,,
"Primaria (073)",476,26,89,162,156,43
"Secundaria (074)",1907,17,824,722,324,20
"Superior no univ. incompleta (075)",403,,188,154,59,2
"Superior no univ. completa (076)",552,,209,264,76,3
"Superior univ. incompleta (077)",187,,66,78,42,1
"Superior univ. completa (078)",381,,101,195,80,5
"Ocupada (080)",3848,42,1401,1559,758,88
"Sin nivel (081)",69,,5,19,31,14
"Educación inicial (082)",2,1,1,,,
"Primaria (083)",464,25,85,158,153,43
"Secundaria (084)",1824,16,768,701,319,20
"Superior no univ. incompleta (085)",391,,177,153,59,2
"Superior no univ. completa (086)",546,,205,263,75,3
"Superior univ. incompleta (087)",177,,60,75,41,1
"Superior univ. completa (088)",375,,100,190,80,5
"Desocupada (090)",129,2,82,35,10,
"Primaria (093)",12,1,4,4,3,
"Secundaria (094)",83,1,56,21,5,
"Superior no univ. incompleta (095)",12,,11,1,,
"Superior no univ. completa (096)",6,,4,1,1,
"Superior univ. incompleta (097)",10,,6,3,1,
"Superior univ. completa (098)",6,,1,5,,
"No PEA (100)",2771,1176,843,379,229,144
"Sin nivel (101)",126,26,9,21,28,42
"Educación inicial (102)",73,72,1,,,
"Primaria (103)",1177,832,78,101,97,69
"Secundaria (104)",1079,246,566,173,74,20
"Superior no univ. incompleta (105)",143,,97,33,7,6
"Superior no univ. completa (106)",99,,54,30,10,5
"Superior univ. incompleta (107)",33,,16,9,6,2
"Superior univ. completa (108)",41,,22,12,7,
,,,,,,
"RURAL (120)",2804,501,805,779,551,168
"Sin nivel (121)",229,11,15,74,76,53
"Educación inicial (122)",43,41,1,1,,
"Primaria (123)",1050,373,163,223,213,78
"Secundaria (124)",1036,76,482,295,162,21
"Superior no univ. incompleta (125)",148,,61,48,33,6
"Superior no univ. completa (126)",182,,47,85,43,7
"Superior univ. incompleta (127)",50,,22,14,12,2
"Superior univ. completa (128)",66,,14,39,12,1
"PEA (130)",1707,17,508,621,448,113
"Sin nivel (131)",128,2,9,46,46,25
"Educación inicial (132)",1,,1,,,
"Primaria (133)",485,9,98,152,169,57
"Secundaria (134)",715,6,295,254,143,17
"Superior no univ. incompleta (135)",126,,42,46,33,5
"Superior no univ. completa (136)",151,,36,74,35,6
"Superior univ. incompleta (137)",40,,14,14,10,2
"Superior univ. completa (138)",61,,13,35,12,1
"Ocupada (140)",1693,16,501,617,446,113
"Sin nivel (141)",128,2,9,46,46,25
"Educación inicial (142)",1,,1,,,
"Primaria (143)",483,8,98,151,169,57
"Secundaria (144)",708,6,291,252,142,17
"Superior no univ. incompleta (145)",122,,39,46,32,5
"Superior no univ. completa (146)",150,,36,73,35,6
"Superior univ. incompleta (147)",40,,14,14,10,2
"Superior univ. completa (148)",61,,13,35,12,1
"Desocupada (150)",14,1,7,4,2,
"Primaria (153)",2,1,,1,,
"Secundaria (154)",7,,4,2,1,
"Superior no univ. incompleta (155)",4,,3,,1,
"Superior no univ. completa (156)",1,,,1,,
"No PEA (160)",1097,484,297,158,103,55
"Sin nivel (161)",101,9,6,28,30,28
"Educación inicial (162)",42,41,,1,,
"Primaria (163)",565,364,65,71,44,21
"Secundaria (164)",321,70,187,41,19,4
"Superior no univ. incompleta (165)",22,,19,2,,1
"Superior no univ. completa (166)",31,,11,11,8,1
"Superior univ. incompleta (167)",10,,8,,2,
"Superior univ. completa (168)",5,,1,4,,
