"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,,,,
"URBANA (060)",24084,10763,2337,2231,8753
"Sin nivel (061)",1551,809,187,145,410
"Educación inicial (062)",57,29,7,4,17
"Primaria (063)",8981,4098,941,867,3075
"Secundaria (064)",9037,3865,805,788,3579
"Superior no univ. incompleta (065)",1393,605,111,133,544
"Superior no univ. completa (066)",1412,603,122,118,569
"Superior univ. incompleta (067)",620,299,52,57,212
"Superior univ. completa (068)",1033,455,112,119,347
"De 06 a 14 años (070)",437,274,78,63,22
"Sin nivel (071)",18,15,3,,
"Educación inicial (072)",4,2,2,,
"Primaria (073)",275,168,48,49,10
"Secundaria (074)",140,89,25,14,12
"De 15 a 29 años (080)",11877,4124,1135,1167,5451
"Sin nivel (081)",375,145,44,44,142
"Educación inicial (082)",37,17,3,4,13
"Primaria (083)",3763,1272,372,412,1707
"Secundaria (084)",5450,1906,494,491,2559
"Superior no univ. incompleta (085)",813,278,75,88,372
"Superior no univ. completa (086)",723,245,69,62,347
"Superior univ. incompleta (087)",353,145,32,29,147
"Superior univ. completa (088)",363,116,46,37,164
"De 30 a 44 años (090)",7480,3565,670,686,2559
"Sin nivel (091)",572,269,55,54,194
"Educación inicial (092)",16,10,2,,4
"Primaria (093)",2851,1286,290,264,1011
"Secundaria (094)",2450,1218,198,212,822
"Superior no univ. incompleta (095)",434,229,26,34,145
"Superior no univ. completa (096)",512,243,39,42,188
"Superior univ. incompleta (097)",194,101,13,25,55
"Superior univ. completa (098)",451,209,47,55,140
"De 45 a 64 años (100)",3619,2301,354,290,674
"Sin nivel (101)",453,284,61,42,66
"Primaria (103)",1716,1088,174,129,325
"Secundaria (104)",910,590,77,66,177
"Superior no univ. incompleta (105)",129,85,9,10,25
"Superior no univ. completa (106)",155,99,11,14,31
"Superior univ. incompleta (107)",64,44,7,3,10
"Superior univ. completa (108)",192,111,15,26,40
"De 65 y más años (110)",671,499,100,25,47
"Sin nivel (111)",133,96,24,5,8
"Primaria (113)",376,284,57,13,22
"Secundaria (114)",87,62,11,5,9
"Superior no univ. incompleta (115)",17,13,1,1,2
"Superior no univ. completa (116)",22,16,3,,3
"Superior univ. incompleta (117)",9,9,,,
"Superior univ. completa (118)",27,19,4,1,3
,,,,,
"RURAL (120)",6600,4729,798,394,679
"Sin nivel (121)",824,623,99,43,59
"Educación inicial (122)",16,14,,1,1
"Primaria (123)",3123,2333,372,158,260
"Secundaria (124)",1864,1237,252,133,242
"Superior no univ. incompleta (125)",221,154,15,14,38
"Superior no univ. completa (126)",258,152,28,28,50
"Superior univ. incompleta (127)",95,78,8,4,5
"Superior univ. completa (128)",199,138,24,13,24
"De 06 a 14 años (130)",169,115,39,10,5
"Sin nivel (131)",23,18,3,1,1
"Educación inicial (132)",3,3,,,
"Primaria (133)",109,71,29,6,3
"Secundaria (134)",34,23,7,3,1
"De 15 a 29 años (140)",2605,1618,399,201,387
"Sin nivel (141)",138,91,28,10,9
"Educación inicial (142)",9,7,,1,1
"Primaria (143)",1144,750,172,80,142
"Secundaria (144)",1006,603,159,81,163
"Superior no univ. incompleta (145)",102,56,10,7,29
"Superior no univ. completa (146)",99,43,14,14,28
"Superior univ. incompleta (147)",46,34,5,3,4
"Superior univ. completa (148)",61,34,11,5,11
"De 30 a 44 años (150)",1892,1344,210,118,220
"Sin nivel (151)",235,157,33,13,32
"Educación inicial (152)",4,4,,,
"Primaria (153)",867,642,95,45,85
"Secundaria (154)",518,353,60,40,65
"Superior no univ. incompleta (155)",70,51,5,7,7
"Superior no univ. completa (156)",110,71,8,12,19
"Superior univ. incompleta (157)",18,16,1,,1
"Superior univ. completa (158)",70,50,8,1,11
"De 45 a 64 años (160)",1423,1178,128,55,62
"Sin nivel (161)",276,215,31,15,15
"Primaria (163)",727,613,63,23,28
"Secundaria (164)",254,213,21,8,12
"Superior no univ. incompleta (165)",44,42,,,2
"Superior no univ. completa (166)",38,27,6,2,3
"Superior univ. incompleta (167)",28,25,2,1,
"Superior univ. completa (168)",56,43,5,6,2
"De 65 y más años (170)",511,474,22,10,5
"Sin nivel (171)",152,142,4,4,2
"Primaria (173)",276,257,13,4,2
"Secundaria (174)",52,45,5,1,1
"Superior no univ. incompleta (175)",5,5,,,
"Superior no univ. completa (176)",11,11,,,
"Superior univ. incompleta (177)",3,3,,,
"Superior univ. completa (178)",12,11,,1,
