"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",2,2,,,
"Obrero (058)",11,10,1,,
"Trabajador independiente (059)",14,13,1,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",73,62,9,2,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",1516,1090,154,95,177
"Empleado (065)",313,59,49,50,155
"Obrero (066)",371,235,70,44,22
"Trabajador independiente (067)",491,466,25,,
"Empleador o patrono (068)",22,17,4,1,
"Trabajador familiar no remunerado (069)",276,270,6,,
"Trabajador del hogar (070)",43,43,,,
"De 30 a 44 años (072)",2192,1472,247,135,338
"Empleado (073)",654,105,129,114,306
"Obrero (074)",297,194,52,20,31
"Trabajador independiente (075)",935,891,44,,
"Empleador o patrono (076)",39,29,9,1,
"Trabajador familiar no remunerado (077)",246,232,13,,1
"Trabajador del hogar (078)",21,21,,,
"De 45 a 64 años (080)",1816,1442,142,51,181
"Empleado (081)",310,34,68,44,164
"Obrero (082)",216,162,30,7,17
"Trabajador independiente (083)",1014,983,31,,
"Empleador o patrono (084)",38,30,8,,
"Trabajador familiar no remunerado (085)",224,219,5,,
"Trabajador del hogar (086)",14,14,,,
"De 65 y más años (088)",991,930,32,8,21
"Empleado (089)",34,7,3,5,19
"Obrero (090)",91,80,6,3,2
"Trabajador independiente (091)",692,678,14,,
"Empleador o patrono (092)",34,26,8,,
"Trabajador familiar no remunerado (093)",127,126,1,,
"Trabajador del hogar (094)",13,13,,,
,,,,,
"RURAL (096)",6146,3895,317,234,1700
"Empleado (097)",665,147,100,81,337
"Obrero (098)",2152,515,125,151,1361
"Trabajador independiente (099)",2351,2296,55,,
"Empleador o patrono (100)",54,43,8,1,2
"Trabajador familiar no remunerado (101)",894,864,29,1,
"Trabajador del hogar (102)",30,30,,,
"De 06 a 14 años (104)",52,50,2,,
"Empleado (105)",1,1,,,
"Obrero (106)",2,2,,,
"Trabajador independiente (107)",5,5,,,
"Trabajador familiar no remunerado (109)",43,41,2,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1739,942,127,75,595
"Empleado (113)",198,50,37,22,89
"Obrero (114)",829,212,58,53,506
"Trabajador independiente (115)",394,379,15,,
"Empleador o patrono (116)",8,7,1,,
"Trabajador familiar no remunerado (117)",300,284,16,,
"Trabajador del hogar (118)",10,10,,,
"De 30 a 44 años (120)",2171,1124,130,113,804
"Empleado (121)",301,59,51,37,154
"Obrero (122)",911,134,53,74,650
"Trabajador independiente (123)",693,676,17,,
"Empleador o patrono (124)",20,15,4,1,
"Trabajador familiar no remunerado (125)",238,232,5,1,
"Trabajador del hogar (126)",8,8,,,
"De 45 a 64 años (128)",1501,1114,46,45,296
"Empleado (129)",158,34,12,21,91
"Obrero (130)",356,115,14,24,203
"Trabajador independiente (131)",761,747,14,,
"Empleador o patrono (132)",16,12,2,,2
"Trabajador familiar no remunerado (133)",201,197,4,,
"Trabajador del hogar (134)",9,9,,,
"De 65 y más años (136)",683,665,12,1,5
"Empleado (137)",7,3,,1,3
"Obrero (138)",54,52,,,2
"Trabajador independiente (139)",498,489,9,,
"Empleador o patrono (140)",10,9,1,,
"Trabajador familiar no remunerado (141)",112,110,2,,
"Trabajador del hogar (142)",2,2,,,
