"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",6,6,,,
"De 15 a 29 años (064)",240,149,36,18,37
"Empleado (065)",73,16,14,11,32
"Obrero (066)",58,36,12,6,4
"Trabajador independiente (067)",71,64,7,,
"Empleador o patrono (068)",1,1,,,
"Trabajador familiar no remunerado (069)",28,23,3,1,1
"Trabajador del hogar (070)",9,9,,,
"De 30 a 44 años (072)",428,236,69,80,43
"Empleado (073)",216,52,50,73,41
"Obrero (074)",47,29,10,6,2
"Trabajador independiente (075)",131,125,6,,
"Empleador o patrono (076)",2,1,,1,
"Trabajador familiar no remunerado (077)",24,21,3,,
"Trabajador del hogar (078)",8,8,,,
"De 45 a 64 años (080)",244,159,33,31,21
"Empleado (081)",85,19,19,27,20
"Obrero (082)",31,18,8,4,1
"Trabajador independiente (083)",108,103,5,,
"Empleador o patrono (084)",3,2,1,,
"Trabajador familiar no remunerado (085)",9,9,,,
"Trabajador del hogar (086)",8,8,,,
"De 65 y más años (088)",64,60,1,,3
"Empleado (089)",5,2,1,,2
"Obrero (090)",8,7,,,1
"Trabajador independiente (091)",40,40,,,
"Empleador o patrono (092)",1,1,,,
"Trabajador familiar no remunerado (093)",8,8,,,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",3494,2932,390,102,70
"Empleado (097)",357,110,129,64,54
"Obrero (098)",775,545,180,34,16
"Trabajador independiente (099)",1785,1728,57,,
"Empleador o patrono (100)",30,27,2,1,
"Trabajador familiar no remunerado (101)",506,481,22,3,
"Trabajador del hogar (102)",41,41,,,
"De 06 a 14 años (104)",32,29,2,1,
"Obrero (106)",8,6,1,1,
"Trabajador independiente (107)",4,4,,,
"Trabajador familiar no remunerado (109)",15,14,1,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",1052,885,123,21,23
"Empleado (113)",80,26,28,10,16
"Obrero (114)",272,192,63,10,7
"Trabajador independiente (115)",476,457,19,,
"Empleador o patrono (116)",8,8,,,
"Trabajador familiar no remunerado (117)",210,196,13,1,
"Trabajador del hogar (118)",6,6,,,
"De 30 a 44 años (120)",1184,934,165,56,29
"Empleado (121)",201,60,74,43,24
"Obrero (122)",250,169,64,12,5
"Trabajador independiente (123)",575,554,21,,
"Empleador o patrono (124)",8,7,1,,
"Trabajador familiar no remunerado (125)",139,133,5,1,
"Trabajador del hogar (126)",11,11,,,
"De 45 a 64 años (128)",917,795,86,21,15
"Empleado (129)",72,23,26,11,12
"Obrero (130)",184,129,42,10,3
"Trabajador independiente (131)",539,525,14,,
"Empleador o patrono (132)",10,9,1,,
"Trabajador familiar no remunerado (133)",98,95,3,,
"Trabajador del hogar (134)",14,14,,,
"De 65 y más años (136)",309,289,14,3,3
"Empleado (137)",4,1,1,,2
"Obrero (138)",61,49,10,1,1
"Trabajador independiente (139)",191,188,3,,
"Empleador o patrono (140)",4,3,,1,
"Trabajador familiar no remunerado (141)",44,43,,1,
"Trabajador del hogar (142)",5,5,,,
