"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Secundaria (064)",1995,1449,260,106,180
"Superior no univ. incompleta (065)",265,153,42,29,41
"Superior no univ. completa (066)",476,209,53,76,138
"Superior univ. incompleta (067)",160,71,23,22,44
"Superior univ. completa (068)",313,118,45,59,91
"De 06 a 14 años (070)",80,69,5,2,4
"Primaria (073)",54,48,3,2,1
"Secundaria (074)",26,21,2,,3
"De 15 a 29 años (080)",1715,1193,242,91,189
"Sin nivel (081)",14,12,2,,
"Educación inicial (082)",5,2,2,1,
"Primaria (083)",326,267,33,5,21
"Secundaria (084)",942,686,139,40,77
"Superior no univ. incompleta (085)",130,77,24,10,19
"Superior no univ. completa (086)",159,86,18,18,37
"Superior univ. incompleta (087)",61,34,10,3,14
"Superior univ. completa (088)",78,29,14,14,21
"De 30 a 44 años (090)",1715,1117,211,154,233
"Sin nivel (091)",19,14,2,,3
"Educación inicial (092)",3,2,,1,
"Primaria (093)",532,415,63,18,36
"Secundaria (094)",667,486,89,38,54
"Superior no univ. incompleta (095)",79,46,10,14,9
"Superior no univ. completa (096)",227,86,25,44,72
"Superior univ. incompleta (097)",59,25,6,12,16
"Superior univ. completa (098)",129,43,16,27,43
"De 45 a 64 años (100)",1185,843,111,83,148
"Sin nivel (101)",27,22,,,5
"Primaria (103)",532,457,42,13,20
"Secundaria (104)",346,244,30,28,44
"Superior no univ. incompleta (105)",52,29,8,5,10
"Superior no univ. completa (106)",87,36,10,12,29
"Superior univ. incompleta (107)",40,12,7,7,14
"Superior univ. completa (108)",101,43,14,18,26
"De 65 y más años (110)",162,129,7,8,18
"Sin nivel (111)",22,21,,,1
"Primaria (113)",114,91,6,6,11
"Secundaria (114)",14,12,,,2
"Superior no univ. incompleta (115)",4,1,,,3
"Superior no univ. completa (116)",3,1,,2,
"Superior univ. completa (118)",5,3,1,,1
,,,,,
"RURAL (120)",1258,1079,73,30,76
"Sin nivel (121)",38,37,,1,
"Primaria (123)",568,540,15,5,8
"Secundaria (124)",470,403,31,8,28
"Superior no univ. incompleta (125)",35,22,6,1,6
"Superior no univ. completa (126)",87,43,11,11,22
"Superior univ. incompleta (127)",26,18,3,2,3
"Superior univ. completa (128)",34,16,7,2,9
"De 06 a 14 años (130)",2,2,,,
"Primaria (133)",2,2,,,
"De 15 a 29 años (140)",344,279,32,11,22
"Sin nivel (141)",2,1,,1,
"Primaria (143)",90,82,7,,1
"Secundaria (144)",194,163,18,6,7
"Superior no univ. incompleta (145)",16,9,2,,5
"Superior no univ. completa (146)",26,13,4,2,7
"Superior univ. incompleta (147)",10,7,1,2,
"Superior univ. completa (148)",6,4,,,2
"De 30 a 44 años (150)",446,365,31,14,36
"Sin nivel (151)",6,6,,,
"Primaria (153)",168,157,5,3,3
"Secundaria (154)",191,165,10,2,14
"Superior no univ. incompleta (155)",11,7,2,1,1
"Superior no univ. completa (156)",45,21,6,7,11
"Superior univ. incompleta (157)",10,5,2,,3
"Superior univ. completa (158)",15,4,6,1,4
"De 45 a 64 años (160)",340,307,10,5,18
"Sin nivel (161)",6,6,,,
"Primaria (163)",212,203,3,2,4
"Secundaria (164)",80,70,3,,7
"Superior no univ. incompleta (165)",8,6,2,,
"Superior no univ. completa (166)",15,8,1,2,4
"Superior univ. incompleta (167)",6,6,,,
"Superior univ. completa (168)",13,8,1,1,3
"De 65 y más años (170)",126,126,,,
"Sin nivel (171)",24,24,,,
"Primaria (173)",96,96,,,
"Secundaria (174)",5,5,,,
"Superior no univ. completa (176)",1,1,,,
