"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Activid.inmobil., empres. y alquileres (037)",6977,6,2329,3009,1451,182
"Admin.pub. y defensa; p. segur.soc afil (038)",2703,,518,1171,952,62
"Enseñanza (039)",3243,1,481,1538,1161,62
"Servicios sociales y de salud (040)",1089,2,166,463,401,57
"Otras activ. serv.comun.soc y personales (041)",2971,35,981,1070,724,161
"Hogares privados con servicio doméstico (042)",125,7,57,26,30,5
"Organiz. y organos extraterritoriales (043)",2,,,,2,
"Actividad economica no especificada (044)",2479,13,903,883,560,120
"Desocupado (045)",5408,52,2445,1576,1125,210
"Mujeres (046)",51025,497,16322,20255,12403,1548
"Agric., ganadería, caza y silvicultura (047)",2454,133,839,783,578,121
"Pesca (048)",336,2,104,160,69,1
"Explotación de minas y canteras (049)",11,,5,4,2,
"Industrias manufactureras (050)",5043,31,1493,2151,1284,84
"Suministro de electricidad, gas y agua (051)",53,,16,21,16,
"Construcción (052)",253,2,110,108,30,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",15422,149,4167,5933,4358,815
"Venta, mant.y rep. veh.autom.y motoc. (054)",207,1,90,81,32,3
"Comercio al por mayor (055)",553,5,217,219,102,10
"Comercio al por menor (056)",14662,143,3860,5633,4224,802
"Hoteles y restaurantes (057)",5574,59,1595,2025,1647,248
"Trans., almac. y comunicaciones (058)",1373,14,781,426,142,10
"Intermediación financiera (059)",331,,173,137,21,
"Activid.inmobil., empres. y alquileres (060)",2626,5,1106,1164,334,17
"Admin.pub. y defensa; p. segur.soc afil (061)",1271,,353,587,325,6
"Enseñanza (062)",5316,2,1282,2785,1215,32
"Servicios sociales y de salud (063)",2123,2,459,944,703,15
"Otras activ. serv.comun.soc y personales (064)",2194,20,709,888,525,52
"Hogares privados con servicio doméstico (065)",3039,53,1491,916,537,42
"Actividad economica no especificada (067)",1466,3,457,556,377,73
"Desocupado (068)",2140,22,1182,667,240,29
,,,,,,
"URBANA (069)",141972,1084,45330,54686,35430,5442
"Agric., ganadería, caza y silvicultura (070)",10497,177,3652,3264,2644,760
"Pesca (071)",5093,12,1365,2299,1293,124
"Explotación de minas y canteras (072)",322,,95,120,103,4
"Industrias manufactureras (073)",17080,105,5643,6356,4445,531
"Suministro de electricidad, gas y agua (074)",478,2,116,183,166,11
"Construcción (075)",9812,29,3034,4001,2406,342
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",32007,382,9155,11875,8777,1818
"Venta, mant.y rep. veh.autom.y motoc. (077)",3868,18,1422,1305,995,128
"Comercio al por mayor (078)",1507,8,629,582,265,23
"Comercio al por menor (079)",26632,356,7104,9988,7517,1667
"Hoteles y restaurantes (080)",7653,96,2403,2651,2134,369
"Trans., almac. y comunicaciones (081)",13963,77,4972,5617,2888,409
"Intermediación financiera (082)",733,,312,338,79,4
"Activid.inmobil., empres. y alquileres (083)",9528,11,3400,4147,1772,198
"Admin.pub. y defensa; p. segur.soc afil (084)",3915,,853,1732,1264,66
"Enseñanza (085)",8490,3,1744,4286,2363,94
"Servicios sociales y de salud (086)",3193,4,620,1398,1099,72
"Otras activ. serv.comun.soc y personales (087)",5111,55,1667,1940,1241,208
"Hogares privados con servicio doméstico (088)",3076,57,1505,921,549,44
"Organiz. y organos extraterritoriales (089)",2,,,,2,
"Actividad economica no especificada (090)",3842,16,1334,1405,910,177
"Desocupado (091)",7177,58,3460,2153,1295,211
"Hombres (092)",92614,684,29578,34971,23394,3987
"Agric., ganadería, caza y silvicultura (093)",8989,130,3119,2774,2270,696
"Pesca (094)",4760,10,1264,2139,1224,123
"Explotación de minas y canteras (095)",311,,90,116,101,4
"Industrias manufactureras (096)",12129,78,4185,4240,3175,451
"Suministro de electricidad, gas y agua (097)",426,2,101,162,150,11
"Construcción (098)",9560,27,2925,3893,2376,339
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",16837,235,5045,6035,4500,1022
"Venta, mant.y rep. veh.autom.y motoc. (100)",3662,17,1332,1224,964,125
"Comercio al por mayor (101)",961,3,413,365,166,14
"Comercio al por menor (102)",12214,215,3300,4446,3370,883
"Hoteles y restaurantes (103)",2137,37,833,642,502,123
"Trans., almac. y comunicaciones (104)",12597,64,4194,5194,2746,399
"Intermediación financiera (105)",404,,141,201,58,4
"Activid.inmobil., empres. y alquileres (106)",6911,6,2299,2987,1438,181
"Admin.pub. y defensa; p. segur.soc afil (107)",2673,,510,1160,943,60
"Enseñanza (108)",3219,1,479,1523,1154,62
"Servicios sociales y de salud (109)",1080,2,164,459,398,57
"Otras activ. serv.comun.soc y personales (110)",2937,35,967,1059,719,157
"Hogares privados con servicio doméstico (111)",123,7,56,26,29,5
"Organiz. y organos extraterritoriales (112)",2,,,,2,
"Actividad economica no especificada (113)",2436,13,892,869,551,111
"Desocupado (114)",5083,37,2314,1492,1058,182
"Mujeres (115)",49358,400,15752,19715,12036,1455
"Agric., ganadería, caza y silvicultura (116)",1508,47,533,490,374,64
"Pesca (117)",333,2,101,160,69,1
"Explotación de minas y canteras (118)",11,,5,4,2,
"Industrias manufactureras (119)",4951,27,1458,2116,1270,80
"Suministro de electricidad, gas y agua (120)",52,,15,21,16,
"Construcción (121)",252,2,109,108,30,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",15170,147,4110,5840,4277,796
"Venta, mant.y rep. veh.autom.y motoc. (123)",206,1,90,81,31,3
"Comercio al por mayor (124)",546,5,216,217,99,9
"Comercio al por menor (125)",14418,141,3804,5542,4147,784
"Hoteles y restaurantes (126)",5516,59,1570,2009,1632,246
"Trans., almac. y comunicaciones (127)",1366,13,778,423,142,10
"Intermediación financiera (128)",329,,171,137,21,
"Activid.inmobil., empres. y alquileres (129)",2617,5,1101,1160,334,17
"Admin.pub. y defensa; p. segur.soc afil (130)",1242,,343,572,321,6
"Enseñanza (131)",5271,2,1265,2763,1209,32
"Servicios sociales y de salud (132)",2113,2,456,939,701,15
"Otras activ. serv.comun.soc y personales (133)",2174,20,700,881,522,51
"Hogares privados con servicio doméstico (134)",2953,50,1449,895,520,39
"Actividad economica no especificada (136)",1406,3,442,536,359,66
"Desocupado (137)",2094,21,1146,661,237,29
,,,,,,
"RURAL (138)",9588,326,3275,2936,2279,772
"Agric., ganadería, caza y silvicultura (139)",7359,291,2428,2206,1789,645
"Pesca (140)",145,1,54,48,36,6
"Explotación de minas y canteras (141)",15,,5,8,2,
"Industrias manufactureras (142)",334,9,137,104,64,20
"Suministro de electricidad, gas y agua (143)",10,,4,2,4,
"Construcción (144)",129,,45,44,35,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",455,5,121,158,135,36
"Venta, mant.y rep. veh.autom.y motoc. (146)",24,,16,2,6,
"Comercio al por mayor (147)",22,,5,7,8,2
"Comercio al por menor (148)",409,5,100,149,121,34
"Hoteles y restaurantes (149)",81,,39,21,19,2
"Trans., almac. y comunicaciones (150)",218,1,103,83,28,3
"Intermediación financiera (151)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (152)",75,,35,26,13,1
"Admin.pub. y defensa; p. segur.soc afil (153)",59,,18,26,13,2
"Enseñanza (154)",69,,19,37,13,
"Servicios sociales y de salud (155)",19,,5,9,5,
"Otras activ. serv.comun.soc y personales (156)",54,,23,18,8,5
"Hogares privados con servicio doméstico (157)",88,3,43,21,18,3
"Actividad economica no especificada (159)",103,,26,34,27,16
"Desocupado (160)",371,16,167,90,70,28
"Hombres (161)",7921,229,2705,2396,1912,679
"Agric., ganadería, caza y silvicultura (162)",6413,205,2122,1913,1585,588
"Pesca (163)",142,1,51,48,36,6
"Explotación de minas y canteras (164)",15,,5,8,2,
"Industrias manufactureras (165)",242,5,102,69,50,16
"Suministro de electricidad, gas y agua (166)",9,,3,2,4,
"Construcción (167)",128,,44,44,35,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",203,3,64,65,54,17
"Venta, mant.y rep. veh.autom.y motoc. (169)",23,,16,2,5,
"Comercio al por mayor (170)",15,,4,5,5,1
"Comercio al por menor (171)",165,3,44,58,44,16
"Hoteles y restaurantes (172)",23,,14,5,4,
"Trans., almac. y comunicaciones (173)",211,,100,80,28,3
"Intermediación financiera (174)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (175)",66,,30,22,13,1
"Admin.pub. y defensa; p. segur.soc afil (176)",30,,8,11,9,2
"Enseñanza (177)",24,,2,15,7,
"Servicios sociales y de salud (178)",9,,2,4,3,
"Otras activ. serv.comun.soc y personales (179)",34,,14,11,5,4
"Hogares privados con servicio doméstico (180)",2,,1,,1,
"Actividad economica no especificada (182)",43,,11,14,9,9
"Desocupado (183)",325,15,131,84,67,28
"Mujeres (184)",1667,97,570,540,367,93
"Agric., ganadería, caza y silvicultura (185)",946,86,306,293,204,57
"Pesca (186)",3,,3,,,
"Industrias manufactureras (188)",92,4,35,35,14,4
"Suministro de electricidad, gas y agua (189)",1,,1,,,
"Construcción (190)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",252,2,57,93,81,19
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,,,1,
"Comercio al por mayor (193)",7,,1,2,3,1
"Comercio al por menor (194)",244,2,56,91,77,18
"Hoteles y restaurantes (195)",58,,25,16,15,2
"Trans., almac. y comunicaciones (196)",7,1,3,3,,
"Intermediación financiera (197)",2,,2,,,
"Activid.inmobil., empres. y alquileres (198)",9,,5,4,,
"Admin.pub. y defensa; p. segur.soc afil (199)",29,,10,15,4,
"Enseñanza (200)",45,,17,22,6,
"Servicios sociales y de salud (201)",10,,3,5,2,
"Otras activ. serv.comun.soc y personales (202)",20,,9,7,3,1
"Hogares privados con servicio doméstico (203)",86,3,42,21,17,3
"Actividad economica no especificada (205)",60,,15,20,18,7
"Desocupado (206)",46,1,36,6,3,
