"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",14453,1006,405,5689,5416,464,668,293,512
"Jefe o Jefa (049)",5705,90,3,2297,2160,220,446,145,344
"Esposa(o)/ compa¤era(o) (050)",243,10,1,86,106,6,16,3,15
"Hijo(a)/ hijastro(a) (051)",5880,642,290,2292,2181,169,128,100,78
"Yerno/ nuera (052)",237,4,,60,123,14,16,8,12
"Nieto(a) (053)",732,141,82,300,188,5,8,4,4
"Padres/ suegros (054)",147,13,,101,29,1,1,,2
"Otro(a) pariente (055)",1127,97,24,435,458,30,32,21,30
"Trabajador(a) del hogar (056)",11,,,6,4,,1,,
"Pensionista (057)",34,,,7,20,,,1,6
"Otro(a) no pariente (058)",337,9,5,105,147,19,20,11,21
"Mujeres (060)",14333,1295,373,6104,4763,493,721,210,374
"Jefe o Jefa (061)",1763,107,2,784,552,68,151,26,73
"Esposa(o)/ compa¤era(o) (062)",4819,237,4,2223,1616,148,334,65,192
"Hijo(a)/ hijastro(a) (063)",5143,586,301,1990,1779,189,151,84,63
"Yerno/ nuera (064)",305,4,,95,158,17,15,9,7
"Nieto(a) (065)",634,161,42,275,125,14,8,3,6
"Padres/ suegros (066)",335,83,,217,21,2,5,1,6
"Otro(a) pariente (067)",982,98,19,394,366,38,41,11,15
"Trabajador(a) del hogar (068)",91,3,,41,42,4,,1,
"Pensionista (069)",25,,,5,14,1,1,2,2
"Otro(a) no pariente (070)",236,16,5,80,90,12,15,8,10
,,,,,,,,,
"RURAL (072)",17735,2594,566,10623,3572,117,138,71,54
"Jefe o Jefa (073)",4799,370,1,3132,1103,53,72,35,33
"Esposa(o)/ compa¤era(o) (074)",3379,513,6,2231,565,24,23,10,7
"Hijo(a)/ hijastro(a) (075)",6974,1263,465,3848,1344,29,8,11,6
"Yerno/ nuera (076)",206,2,,101,94,1,5,2,1
"Nieto(a) (077)",449,132,46,218,50,,3,,
"Padres/ suegros (078)",201,86,,109,5,,,,1
"Otro(a) pariente (079)",1417,204,45,836,309,7,9,6,1
"Trabajador(a) del hogar (080)",11,2,1,6,1,1,,,
"Pensionista (081)",29,,,13,13,,1,,2
"Otro(a) no pariente (082)",270,22,2,129,88,2,17,7,3
"Hombres (084)",10013,1164,319,5970,2310,68,91,50,41
"Jefe o Jefa (085)",4329,273,,2855,1030,45,61,34,31
"Esposa(o)/ compa¤era(o) (086)",97,8,,60,28,1,,,
"Hijo(a)/ hijastro(a) (087)",4038,663,263,2199,879,15,7,8,4
"Yerno/ nuera (088)",72,,,27,41,,3,,1
"Nieto(a) (089)",267,67,29,136,34,,1,,
"Padres/ suegros (090)",83,18,,62,2,,,,1
"Otro(a) pariente (091)",882,116,26,517,208,5,6,3,1
"Trabajador(a) del hogar (092)",3,,,2,,1,,,
"Pensionista (093)",28,,,13,13,,1,,1
"Otro(a) no pariente (094)",214,19,1,99,75,1,12,5,2
"Mujeres (096)",7722,1430,247,4653,1262,49,47,21,13
"Jefe o Jefa (097)",470,97,1,277,73,8,11,1,2
"Esposa(o)/ compa¤era(o) (098)",3282,505,6,2171,537,23,23,10,7
"Hijo(a)/ hijastro(a) (099)",2936,600,202,1649,465,14,1,3,2
"Yerno/ nuera (100)",134,2,,74,53,1,2,2,
"Nieto(a) (101)",182,65,17,82,16,,2,,
"Padres/ suegros (102)",118,68,,47,3,,,,
"Otro(a) pariente (103)",535,88,19,319,101,2,3,3,
"Trabajador(a) del hogar (104)",8,2,1,4,1,,,,
"Pensionista (105)",1,,,,,,,,1
"Otro(a) no pariente (106)",56,3,1,30,13,1,5,2,1
