"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",10,8,2,,
"Trabajador independiente (059)",12,12,,,
"Trabajador familiar no remunerado (061)",46,42,4,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",1659,1302,165,78,114
"Empleado (065)",375,175,53,47,100
"Obrero (066)",316,226,53,26,11
"Trabajador independiente (067)",608,563,45,,
"Empleador o patrono (068)",24,17,2,3,2
"Trabajador familiar no remunerado (069)",248,233,12,2,1
"Trabajador del hogar (070)",88,88,,,
"De 30 a 44 años (072)",1814,1343,149,131,191
"Empleado (073)",493,147,69,106,171
"Obrero (074)",257,182,34,21,20
"Trabajador independiente (075)",857,823,34,,
"Empleador o patrono (076)",40,34,5,1,
"Trabajador familiar no remunerado (077)",135,125,7,3,
"Trabajador del hogar (078)",32,32,,,
"De 45 a 64 años (080)",1294,1030,86,70,108
"Empleado (081)",242,58,38,57,89
"Obrero (082)",161,112,17,13,19
"Trabajador independiente (083)",731,706,25,,
"Empleador o patrono (084)",29,28,1,,
"Trabajador familiar no remunerado (085)",111,106,5,,
"Trabajador del hogar (086)",20,20,,,
"De 65 y más años (088)",409,383,16,4,6
"Empleado (089)",18,7,5,2,4
"Obrero (090)",40,35,1,2,2
"Trabajador independiente (091)",293,285,8,,
"Empleador o patrono (092)",9,8,1,,
"Trabajador familiar no remunerado (093)",41,40,1,,
"Trabajador del hogar (094)",8,8,,,
,,,,,
"RURAL (096)",7639,6846,410,158,225
"Empleado (097)",472,198,89,70,115
"Obrero (098)",1280,886,198,87,109
"Trabajador independiente (099)",4586,4491,95,,
"Empleador o patrono (100)",43,37,6,,
"Trabajador familiar no remunerado (101)",1095,1071,22,1,1
"Trabajador del hogar (102)",163,163,,,
"De 06 a 14 años (104)",115,113,1,1,
"Empleado (105)",1,1,,,
"Obrero (106)",10,8,1,1,
"Trabajador independiente (107)",25,25,,,
"Trabajador familiar no remunerado (109)",77,77,,,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",2579,2246,175,74,84
"Empleado (113)",185,88,27,28,42
"Obrero (114)",526,346,93,45,42
"Trabajador independiente (115)",1158,1118,40,,
"Empleador o patrono (116)",18,16,2,,
"Trabajador familiar no remunerado (117)",611,597,13,1,
"Trabajador del hogar (118)",81,81,,,
"De 30 a 44 años (120)",2465,2173,144,61,87
"Empleado (121)",199,70,43,34,52
"Obrero (122)",415,288,66,27,34
"Trabajador independiente (123)",1586,1556,30,,
"Empleador o patrono (124)",9,9,,,
"Trabajador familiar no remunerado (125)",222,216,5,,1
"Trabajador del hogar (126)",34,34,,,
"De 45 a 64 años (128)",1834,1688,74,21,51
"Empleado (129)",78,32,18,7,21
"Obrero (130)",270,197,29,14,30
"Trabajador independiente (131)",1309,1287,22,,
"Empleador o patrono (132)",10,8,2,,
"Trabajador familiar no remunerado (133)",133,130,3,,
"Trabajador del hogar (134)",34,34,,,
"De 65 y más años (136)",646,626,16,1,3
"Empleado (137)",9,7,1,1,
"Obrero (138)",59,47,9,,3
"Trabajador independiente (139)",508,505,3,,
"Empleador o patrono (140)",6,4,2,,
"Trabajador familiar no remunerado (141)",52,51,1,,
"Trabajador del hogar (142)",12,12,,,
