"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",5,3,2,,
"Primaria (063)",956,910,37,2,7
"Secundaria (064)",1141,1007,67,11,56
"Superior no univ. incompleta (065)",91,58,14,2,17
"Superior no univ. completa (066)",148,49,23,20,56
"Superior univ. incompleta (067)",75,38,12,6,19
"Superior univ. completa (068)",145,50,23,32,40
"De 06 a 14 años (070)",95,85,10,,
"Educación inicial (072)",2,,2,,
"Primaria (073)",57,52,5,,
"Secundaria (074)",36,33,3,,
"De 15 a 29 años (080)",728,618,56,5,49
"Sin nivel (081)",8,8,,,
"Educación inicial (082)",1,1,,,
"Primaria (083)",111,103,8,,
"Secundaria (084)",502,451,33,1,17
"Superior no univ. incompleta (085)",30,18,4,1,7
"Superior no univ. completa (086)",26,9,3,1,13
"Superior univ. incompleta (087)",28,18,6,,4
"Superior univ. completa (088)",22,10,2,2,8
"De 30 a 44 años (090)",951,759,55,34,103
"Sin nivel (091)",69,67,2,,
"Educación inicial (092)",2,2,,,
"Primaria (093)",251,247,3,,1
"Secundaria (094)",398,348,19,6,25
"Superior no univ. incompleta (095)",48,33,8,,7
"Superior no univ. completa (096)",83,27,10,9,37
"Superior univ. incompleta (097)",25,11,2,3,9
"Superior univ. completa (098)",75,24,11,16,24
"De 45 a 64 años (100)",816,690,54,33,39
"Sin nivel (101)",152,149,3,,
"Primaria (103)",364,344,14,2,4
"Secundaria (104)",187,160,12,3,12
"Superior no univ. incompleta (105)",11,5,2,1,3
"Superior no univ. completa (106)",34,8,10,10,6
"Superior univ. incompleta (107)",21,8,4,3,6
"Superior univ. completa (108)",47,16,9,14,8
"De 65 y más años (110)",309,295,9,1,4
"Sin nivel (111)",109,108,1,,
"Primaria (113)",173,164,7,,2
"Secundaria (114)",18,15,,1,2
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",5,5,,,
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",1,,1,,
,,,,,
"RURAL (120)",8380,7984,266,39,91
"Sin nivel (121)",1466,1446,18,,2
"Educación inicial (122)",16,16,,,
"Primaria (123)",4186,4055,112,4,15
"Secundaria (124)",2415,2278,84,14,39
"Superior no univ. incompleta (125)",66,53,7,2,4
"Superior no univ. completa (126)",99,62,18,7,12
"Superior univ. incompleta (127)",30,24,2,,4
"Superior univ. completa (128)",102,50,25,12,15
"De 06 a 14 años (130)",180,153,26,1,
"Sin nivel (131)",4,4,,,
"Educación inicial (132)",4,4,,,
"Primaria (133)",128,111,17,,
"Secundaria (134)",44,34,9,1,
"De 15 a 29 años (140)",1733,1626,71,8,28
"Sin nivel (141)",23,22,1,,
"Educación inicial (142)",5,5,,,
"Primaria (143)",492,477,14,1,
"Secundaria (144)",1136,1069,43,6,18
"Superior no univ. incompleta (145)",25,18,4,1,2
"Superior no univ. completa (146)",31,19,5,,7
"Superior univ. incompleta (147)",7,7,,,
"Superior univ. completa (148)",14,9,4,,1
"De 30 a 44 años (150)",2115,1993,70,15,37
"Sin nivel (151)",102,99,3,,
"Educación inicial (152)",7,7,,,
"Primaria (153)",1053,1022,28,1,2
"Secundaria (154)",820,782,17,5,16
"Superior no univ. incompleta (155)",27,25,1,1,
"Superior no univ. completa (156)",43,26,9,3,5
"Superior univ. incompleta (157)",18,12,2,,4
"Superior univ. completa (158)",45,20,10,5,10
"De 45 a 64 años (160)",2610,2493,84,15,18
"Sin nivel (161)",589,579,10,,
"Primaria (163)",1573,1520,43,2,8
"Secundaria (164)",366,346,14,2,4
"Superior no univ. incompleta (165)",13,9,2,,2
"Superior no univ. completa (166)",23,15,4,4,
"Superior univ. incompleta (167)",5,5,,,
"Superior univ. completa (168)",41,19,11,7,4
"De 65 y más años (170)",1742,1719,15,,8
"Sin nivel (171)",748,742,4,,2
"Primaria (173)",940,925,10,,5
"Secundaria (174)",49,47,1,,1
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",2,2,,,
"Superior univ. completa (178)",2,2,,,
