"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Construcción (050)",2,,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",306,15,,132,137,6,7,3,6
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,1,,,1,,,,
"Comercio al por mayor (053)",6,,,5,,,1,,
"Comercio al por menor (054)",298,14,,127,136,6,6,3,6
"Hoteles y restaurantes (055)",95,7,,44,39,2,1,1,1
"Trans., almac. y comunicaciones (056)",7,,,1,3,1,,1,1
"Activid.inmobil., empres. y de alquiler (058)",6,,,,4,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",37,,,1,16,1,9,4,6
"Enseñanza (060)",84,,,,14,7,33,5,25
"Servicios sociales y de salud (061)",19,,,,1,1,8,,9
"Otras activ. serv.comun.soc y personales (062)",5,1,,1,3,,,,
"Hogares privados con servicio doméstico (063)",40,7,1,16,15,,1,,
"Actividad economica no especificada (065)",117,22,1,58,26,1,3,2,4
,,,,,,,,,
"URBANA (066)",2899,338,5,956,1141,91,148,75,145
"Agric., ganadería, caza y silvicultura (067)",1749,286,4,702,683,34,16,10,14
"Pesca (068)",3,1,,,2,,,,
"Explotación de minas y canteras (069)",2,,,,2,,,,
"Industrias manufactureras (070)",72,3,1,23,37,3,2,3,
"Suministro de electricidad, gas y agua (071)",3,,,,,1,,2,
"Construcción (072)",59,3,,12,33,4,2,2,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",374,15,,136,187,10,7,6,13
"Venta, mant.y rep. veh.autom.y motoc. (074)",13,1,,4,6,,1,,1
"Comercio al por mayor (075)",9,,,3,3,1,1,,1
"Comercio al por menor (076)",352,14,,129,178,9,5,6,11
"Hoteles y restaurantes (077)",100,7,,40,46,2,1,3,1
"Trans., almac. y comunicaciones (078)",42,1,,4,27,3,1,5,1
"Intermediación financiera (079)",1,,,,,1,,,
"Activid.inmobil., empres. y de alquiler (080)",12,,,,4,1,3,,4
"Admin.pub. y defensa; p. segur.soc.afil (081)",135,,,7,47,7,37,17,20
"Enseñanza (082)",179,,,,20,11,65,16,67
"Servicios sociales y de salud (083)",35,,,,4,6,8,2,15
"Otras activ. serv.comun.soc y personales (084)",17,2,,,7,3,1,2,2
"Hogares privados con servicio doméstico (085)",20,5,,5,9,,1,,
"Actividad economica no especificada (087)",96,15,,27,33,5,4,7,5
"Hombres (088)",1674,120,2,511,707,69,98,61,106
"Agric., ganadería, caza y silvicultura (089)",1021,98,2,416,444,27,14,9,11
"Pesca (090)",2,,,,2,,,,
"Explotación de minas y canteras (091)",2,,,,2,,,,
"Industrias manufactureras (092)",44,1,,9,28,3,,3,
"Suministro de electricidad, gas y agua (093)",3,,,,,1,,2,
"Construcción (094)",59,3,,12,33,4,2,2,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",150,4,,48,81,5,1,3,8
"Venta, mant.y rep. veh.autom.y motoc. (096)",12,1,,4,5,,1,,1
"Comercio al por mayor (097)",5,,,,3,1,,,1
"Comercio al por menor (098)",133,3,,44,73,4,,3,6
"Hoteles y restaurantes (099)",22,2,,5,12,,,2,1
"Trans., almac. y comunicaciones (100)",40,1,,4,26,3,1,4,1
"Intermediación financiera (101)",1,,,,,1,,,
"Activid.inmobil., empres. y de alquiler (102)",10,,,,2,1,3,,4
"Admin.pub. y defensa; p. segur.soc.afil (103)",104,,,6,35,6,28,14,15
"Enseñanza (104)",122,,,,12,6,42,13,49
"Servicios sociales y de salud (105)",23,,,,3,5,4,2,9
"Otras activ. serv.comun.soc y personales (106)",14,2,,,4,3,1,2,2
"Hogares privados con servicio doméstico (107)",5,,,2,3,,,,
"Actividad economica no especificada (109)",52,9,,9,20,4,2,5,3
"Mujeres (110)",1225,218,3,445,434,22,50,14,39
"Agric., ganadería, caza y silvicultura (111)",728,188,2,286,239,7,2,1,3
"Pesca (112)",1,1,,,,,,,
"Industrias manufactureras (114)",28,2,1,14,9,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",224,11,,88,106,5,6,3,5
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,1,,,,
"Comercio al por mayor (119)",4,,,3,,,1,,
"Comercio al por menor (120)",219,11,,85,105,5,5,3,5
"Hoteles y restaurantes (121)",78,5,,35,34,2,1,1,
"Trans., almac. y comunicaciones (122)",2,,,,1,,,1,
"Activid.inmobil., empres. y de alquiler (124)",2,,,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",31,,,1,12,1,9,3,5
"Enseñanza (126)",57,,,,8,5,23,3,18
"Servicios sociales y de salud (127)",12,,,,1,1,4,,6
"Otras activ. serv.comun.soc y personales (128)",3,,,,3,,,,
"Hogares privados con servicio doméstico (129)",15,5,,3,6,,1,,
"Actividad economica no especificada (131)",44,6,,18,13,1,2,2,2
,,,,,,,,,
"RURAL (132)",8380,1466,16,4186,2415,66,99,30,102
"Agric., ganadería, caza y silvicultura (133)",7549,1429,14,3915,2079,40,34,15,23
"Pesca (134)",20,,,3,16,,,,1
"Explotación de minas y canteras (135)",6,,,1,3,1,,,1
"Industrias manufactureras (136)",77,1,,32,41,3,,,
"Construcción (138)",112,3,,47,57,1,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",167,8,,69,78,4,5,2,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,1,,,3,,,,
"Comercio al por mayor (141)",4,,,2,2,,,,
"Comercio al por menor (142)",159,7,,67,73,4,5,2,1
"Hoteles y restaurantes (143)",22,2,,10,8,,,,2
"Trans., almac. y comunicaciones (144)",62,,,22,35,1,,1,3
"Activid.inmobil., empres. y de alquiler (146)",7,,,,3,,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (147)",69,1,,13,36,2,8,4,5
"Enseñanza (148)",125,,,,16,9,36,7,57
"Servicios sociales y de salud (149)",15,,,1,3,2,5,,4
"Otras activ. serv.comun.soc y personales (150)",7,1,,2,2,,2,,
"Hogares privados con servicio doméstico (151)",27,2,1,13,10,1,,,
"Actividad economica no especificada (153)",115,19,1,58,28,2,2,,5
"Hombres (154)",4560,402,6,2242,1669,58,74,25,84
"Agric., ganadería, caza y silvicultura (155)",4002,391,6,2089,1419,36,26,14,21
"Pesca (156)",19,,,3,15,,,,1
"Explotación de minas y canteras (157)",6,,,1,3,1,,,1
"Industrias manufactureras (158)",55,,,24,28,3,,,
"Construcción (160)",110,3,,45,57,1,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",85,4,,25,47,3,4,2,
"Venta, mant.y rep. veh.autom.y motoc. (162)",3,,,,3,,,,
"Comercio al por mayor (163)",2,,,,2,,,,
"Comercio al por menor (164)",80,4,,25,42,3,4,2,
"Hoteles y restaurantes (165)",5,,,1,3,,,,1
"Trans., almac. y comunicaciones (166)",57,,,21,33,,,1,2
"Activid.inmobil., empres. y de alquiler (168)",3,,,,1,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",63,1,,13,32,2,8,3,4
"Enseñanza (170)",98,,,,10,7,26,5,50
"Servicios sociales y de salud (171)",8,,,1,3,2,1,,1
"Otras activ. serv.comun.soc y personales (172)",5,,,1,2,,2,,
"Hogares privados con servicio doméstico (173)",2,,,,1,1,,,
"Actividad economica no especificada (175)",42,3,,18,15,2,1,,3
"Mujeres (176)",3820,1064,10,1944,746,8,25,5,18
"Agric., ganadería, caza y silvicultura (177)",3547,1038,8,1826,660,4,8,1,2
"Pesca (178)",1,,,,1,,,,
"Industrias manufactureras (180)",22,1,,8,13,,,,
"Construcción (182)",2,,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",82,4,,44,31,1,1,,1
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,1,,,,,,,
"Comercio al por mayor (185)",2,,,2,,,,,
"Comercio al por menor (186)",79,3,,42,31,1,1,,1
"Hoteles y restaurantes (187)",17,2,,9,5,,,,1
"Trans., almac. y comunicaciones (188)",5,,,1,2,1,,,1
"Activid.inmobil., empres. y de alquiler (190)",4,,,,2,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,,,,4,,,1,1
"Enseñanza (192)",27,,,,6,2,10,2,7
"Servicios sociales y de salud (193)",7,,,,,,4,,3
"Otras activ. serv.comun.soc y personales (194)",2,1,,1,,,,,
"Hogares privados con servicio doméstico (195)",25,2,1,13,9,,,,
"Actividad economica no especificada (197)",73,16,1,40,13,,1,,2
