"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 40 a 44 años (027)",95,92,,12,17,16,23,12,10,2,3,374
"De 45 a 49 años (028)",64,63,,6,17,12,13,12,3,,1,236
"De 50 y más años (029)",248,244,5,22,35,47,64,48,18,5,4,1027
"Desocupada (030)",8,6,,3,,1,1,1,,,2,17
"De 15 a 19 años (032)",1,1,,1,,,,,,,,1
"De 20 a 24 años (033)",2,1,,1,,,,,,,1,1
"De 30 a 34 años (035)",1,1,,1,,,,,,,,1
"De 40 a 44 años (037)",3,2,,,,1,1,,,,1,7
"De 45 a 49 años (038)",1,1,,,,,,1,,,,7
"No PEA (040)",1852,1789,9,286,335,308,447,253,111,40,63,6832
"De 15 a 19 años (042)",33,28,,24,4,,,,,,5,32
"De 20 a 24 años (043)",149,129,,74,41,14,,,,,20,198
"De 25 a 29 años (044)",174,161,,55,62,28,16,,,,13,329
"De 30 a 34 años (045)",176,170,,25,58,45,33,9,,,6,473
"De 35 a 39 años (046)",150,146,,11,30,36,52,15,2,,4,514
"De 40 a 44 años (047)",132,131,,13,18,31,41,15,13,,1,529
"De 45 a 49 años (048)",166,164,1,12,19,28,52,32,15,5,2,742
"De 50 y más años (049)",872,860,8,72,103,126,253,182,81,35,12,4015
,,,,,,,,,,,,
"URBANA (060)",1532,1478,13,253,315,250,355,197,67,28,54,5303
"De 15 a 19 años (062)",21,19,,15,4,,,,,,2,23
"De 20 a 24 años (063)",103,84,,48,30,6,,,,,19,126
"De 25 a 29 años (064)",137,128,,46,54,17,11,,,,9,250
"De 30 a 34 años (065)",138,130,,32,37,38,19,4,,,8,326
"De 35 a 39 años (066)",143,140,,18,36,24,45,15,2,,3,466
"De 40 a 44 años (067)",138,135,,17,25,32,31,13,16,1,3,525
"De 45 a 49 años (068)",139,137,1,10,30,23,39,23,8,3,2,554
"De 50 y más años (069)",713,705,12,67,99,110,210,142,41,24,8,3033
"PEA (070)",473,447,5,94,117,75,88,45,17,6,26,1424
"De 15 a 19 años (072)",4,4,,3,1,,,,,,,5
"De 20 a 24 años (073)",38,30,,16,13,1,,,,,8,45
"De 25 a 29 años (074)",47,42,,16,19,4,3,,,,5,78
"De 30 a 34 años (075)",50,44,,19,12,9,3,1,,,6,89
"De 35 a 39 años (076)",55,54,,10,17,9,13,5,,,1,157
"De 40 a 44 años (077)",63,60,,10,14,11,12,5,7,1,3,223
"De 45 a 49 años (078)",50,49,,5,13,11,9,10,1,,1,178
"De 50 y más años (079)",166,164,5,15,28,30,48,24,9,5,2,649
"Ocupada (080)",469,444,5,92,117,75,88,44,17,6,25,1415
"De 15 a 19 años (082)",3,3,,2,1,,,,,,,4
"De 20 a 24 años (083)",38,30,,16,13,1,,,,,8,45
"De 25 a 29 años (084)",47,42,,16,19,4,3,,,,5,78
"De 30 a 34 años (085)",49,43,,18,12,9,3,1,,,6,88
"De 35 a 39 años (086)",55,54,,10,17,9,13,5,,,1,157
"De 40 a 44 años (087)",62,60,,10,14,11,12,5,7,1,2,223
"De 45 a 49 años (088)",49,48,,5,13,11,9,9,1,,1,171
"De 50 y más años (089)",166,164,5,15,28,30,48,24,9,5,2,649
"Desocupada (090)",4,3,,2,,,,1,,,1,9
"De 15 a 19 años (092)",1,1,,1,,,,,,,,1
"De 30 a 34 años (095)",1,1,,1,,,,,,,,1
"De 40 a 44 años (097)",1,,,,,,,,,,1,
"De 45 a 49 años (098)",1,1,,,,,,1,,,,7
"No PEA (100)",1059,1031,8,159,198,175,267,152,50,22,28,3879
"De 15 a 19 años (102)",17,15,,12,3,,,,,,2,18
"De 20 a 24 años (103)",65,54,,32,17,5,,,,,11,81
"De 25 a 29 años (104)",90,86,,30,35,13,8,,,,4,172
"De 30 a 34 años (105)",88,86,,13,25,29,16,3,,,2,237
"De 35 a 39 años (106)",88,86,,8,19,15,32,10,2,,2,309
"De 40 a 44 años (107)",75,75,,7,11,21,19,8,9,,,302
"De 45 a 49 años (108)",89,88,1,5,17,12,30,13,7,3,1,376
"De 50 y más años (109)",547,541,7,52,71,80,162,118,32,19,6,2384
,,,,,,,,,,,,
"RURAL (120)",1034,987,2,172,177,183,224,135,75,19,47,3769
"De 15 a 19 años (122)",22,18,,15,3,,,,,,4,21
"De 20 a 24 años (123)",105,92,,55,26,11,,,,,13,140
"De 25 a 29 años (124)",106,96,,34,32,21,9,,,,10,198
"De 30 a 34 años (125)",117,113,,17,42,26,22,6,,,4,310
"De 35 a 39 años (126)",93,88,1,8,19,29,26,5,,,5,275
"De 40 a 44 años (127)",92,90,,8,10,16,34,14,7,1,2,385
"De 45 a 49 años (128)",92,91,,8,6,17,26,22,10,2,1,431
"De 50 y más años (129)",407,399,1,27,39,63,107,88,58,16,8,2009
"PEA (130)",241,229,1,45,40,50,44,34,14,1,12,816
"De 15 a 19 años (132)",6,5,,3,2,,,,,,1,7
"De 20 a 24 años (133)",21,17,,13,2,2,,,,,4,23
"De 25 a 29 años (134)",22,21,,9,5,6,1,,,,1,41
"De 30 a 34 años (135)",29,29,,5,9,10,5,,,,,74
"De 35 a 39 años (136)",31,28,1,5,8,8,6,,,,3,70
"De 40 a 44 años (137)",35,34,,2,3,6,12,7,3,1,1,158
"De 45 a 49 años (138)",15,15,,1,4,1,4,3,2,,,65
"De 50 y más años (139)",82,80,,7,7,17,16,24,9,,2,378
"Ocupada (140)",237,226,1,44,40,49,43,34,14,1,11,808
"De 15 a 19 años (142)",6,5,,3,2,,,,,,1,7
"De 20 a 24 años (143)",19,16,,12,2,2,,,,,3,22
"De 25 a 29 años (144)",22,21,,9,5,6,1,,,,1,41
"De 30 a 34 años (145)",29,29,,5,9,10,5,,,,,74
"De 35 a 39 años (146)",31,28,1,5,8,8,6,,,,3,70
"De 40 a 44 años (147)",33,32,,2,3,5,11,7,3,1,1,151
"De 45 a 49 años (148)",15,15,,1,4,1,4,3,2,,,65
"De 50 y más años (149)",82,80,,7,7,17,16,24,9,,2,378
"Desocupada (150)",4,3,,1,,1,1,,,,1,8
"De 20 a 24 años (153)",2,1,,1,,,,,,,1,1
"De 40 a 44 años (157)",2,2,,,,1,1,,,,,7
"No PEA (160)",793,758,1,127,137,133,180,101,61,18,35,2953
"De 15 a 19 años (162)",16,13,,12,1,,,,,,3,14
"De 20 a 24 años (163)",84,75,,42,24,9,,,,,9,117
"De 25 a 29 años (164)",84,75,,25,27,15,8,,,,9,157
"De 30 a 34 años (165)",88,84,,12,33,16,17,6,,,4,236
"De 35 a 39 años (166)",62,60,,3,11,21,20,5,,,2,205
"De 40 a 44 años (167)",57,56,,6,7,10,22,7,4,,1,227
"De 45 a 49 años (168)",77,76,,7,2,16,22,19,8,2,1,366
"De 50 y más años (169)",325,319,1,20,32,46,91,64,49,16,6,1631
