"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",1,,1,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",1029,277,70,106,576
"Empleado (065)",422,57,18,31,316
"Obrero (066)",437,63,44,71,259
"Trabajador independiente (067)",75,70,5,,
"Empleador o patrono (068)",5,3,,2,
"Trabajador familiar no remunerado (069)",46,40,3,2,1
"Trabajador del hogar (070)",44,44,,,
"De 30 a 44 años (072)",1272,295,122,186,669
"Empleado (073)",527,59,40,81,347
"Obrero (074)",539,54,65,100,320
"Trabajador independiente (075)",137,124,13,,
"Empleador o patrono (076)",12,5,2,3,2
"Trabajador familiar no remunerado (077)",35,31,2,2,
"Trabajador del hogar (078)",22,22,,,
"De 45 a 64 años (080)",961,252,88,105,516
"Empleado (081)",301,29,26,29,217
"Obrero (082)",471,47,50,75,299
"Trabajador independiente (083)",136,128,8,,
"Empleador o patrono (084)",17,13,3,1,
"Trabajador familiar no remunerado (085)",27,26,1,,
"Trabajador del hogar (086)",9,9,,,
"De 65 y más años (088)",94,49,5,8,32
"Empleado (089)",14,2,,,12
"Obrero (090)",39,6,5,8,20
"Trabajador independiente (091)",34,34,,,
"Empleador o patrono (092)",3,3,,,
"Trabajador familiar no remunerado (093)",4,4,,,
,,,,,
"RURAL (096)",2208,1323,138,70,677
"Empleado (097)",263,36,12,17,198
"Obrero (098)",883,288,73,48,474
"Trabajador independiente (099)",600,578,22,,
"Empleador o patrono (100)",141,118,16,5,2
"Trabajador familiar no remunerado (101)",313,295,15,,3
"Trabajador del hogar (102)",8,8,,,
"De 06 a 14 años (104)",25,24,1,,
"Empleado (105)",1,1,,,
"Obrero (106)",3,2,1,,
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",20,20,,,
"De 15 a 29 años (112)",650,330,54,32,234
"Empleado (113)",90,17,8,2,63
"Obrero (114)",353,118,36,28,171
"Trabajador independiente (115)",92,89,3,,
"Empleador o patrono (116)",10,6,2,2,
"Trabajador familiar no remunerado (117)",99,94,5,,
"Trabajador del hogar (118)",6,6,,,
"De 30 a 44 años (120)",753,382,48,24,299
"Empleado (121)",119,13,3,11,92
"Obrero (122)",317,78,24,11,204
"Trabajador independiente (123)",184,174,10,,
"Empleador o patrono (124)",39,31,5,2,1
"Trabajador familiar no remunerado (125)",92,84,6,,2
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",599,426,29,12,132
"Empleado (129)",45,4,1,4,36
"Obrero (130)",194,81,11,8,94
"Trabajador independiente (131)",226,219,7,,
"Empleador o patrono (132)",61,53,7,,1
"Trabajador familiar no remunerado (133)",73,69,3,,1
"De 65 y más años (136)",181,161,6,2,12
"Empleado (137)",8,1,,,7
"Obrero (138)",16,9,1,1,5
"Trabajador independiente (139)",97,95,2,,
"Empleador o patrono (140)",31,28,2,1,
"Trabajador familiar no remunerado (141)",29,28,1,,
