"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",563,563,,,
"De 06 a 14 años (056)",482,429,41,8,4
"Empleado (057)",77,68,6,1,2
"Obrero (058)",67,54,11,2,
"Trabajador independiente (059)",81,76,5,,
"Trabajador familiar no remunerado (061)",233,207,19,5,2
"Trabajador del hogar (062)",24,24,,,
"De 15 a 29 años (064)",10595,7525,1299,834,937
"Empleado (065)",3837,1956,583,526,772
"Obrero (066)",2256,1358,458,287,153
"Trabajador independiente (067)",3516,3312,204,,
"Empleador o patrono (068)",204,157,27,13,7
"Trabajador familiar no remunerado (069)",460,420,27,8,5
"Trabajador del hogar (070)",322,322,,,
"De 30 a 44 años (072)",10298,6704,1068,1003,1523
"Empleado (073)",3469,1029,445,684,1311
"Obrero (074)",1771,977,312,283,199
"Trabajador independiente (075)",4288,4046,242,,
"Empleador o patrono (076)",361,268,50,33,10
"Trabajador familiar no remunerado (077)",269,244,19,3,3
"Trabajador del hogar (078)",140,140,,,
"De 45 a 64 años (080)",5648,3972,481,405,790
"Empleado (081)",1555,442,179,272,662
"Obrero (082)",896,526,120,124,126
"Trabajador independiente (083)",2718,2574,144,,
"Empleador o patrono (084)",250,212,30,7,1
"Trabajador familiar no remunerado (085)",158,147,8,2,1
"Trabajador del hogar (086)",71,71,,,
"De 65 y más años (088)",601,520,31,17,33
"Empleado (089)",76,40,6,7,23
"Obrero (090)",92,66,10,8,8
"Trabajador independiente (091)",366,356,10,,
"Empleador o patrono (092)",31,26,3,1,1
"Trabajador familiar no remunerado (093)",30,26,2,1,1
"Trabajador del hogar (094)",6,6,,,
,,,,,
"RURAL (096)",6381,5047,569,279,486
"Empleado (097)",712,293,104,108,207
"Obrero (098)",2075,1332,306,159,278
"Trabajador independiente (099)",2697,2598,99,,
"Empleador o patrono (100)",240,193,42,4,1
"Trabajador familiar no remunerado (101)",539,513,18,8,
"Trabajador del hogar (102)",118,118,,,
"De 06 a 14 años (104)",82,76,4,1,1
"Empleado (105)",3,3,,,
"Obrero (106)",22,16,4,1,1
"Trabajador independiente (107)",4,4,,,
"Trabajador familiar no remunerado (109)",49,49,,,
"Trabajador del hogar (110)",4,4,,,
"De 15 a 29 años (112)",2520,1916,316,144,144
"Empleado (113)",360,161,62,62,75
"Obrero (114)",1040,705,191,76,68
"Trabajador independiente (115)",742,704,38,,
"Empleador o patrono (116)",68,55,10,2,1
"Trabajador familiar no remunerado (117)",252,233,15,4,
"Trabajador del hogar (118)",58,58,,,
"De 30 a 44 años (120)",2095,1606,171,96,222
"Empleado (121)",253,92,31,35,95
"Obrero (122)",643,372,85,59,127
"Trabajador independiente (123)",924,889,35,,
"Empleador o patrono (124)",99,81,18,,
"Trabajador familiar no remunerado (125)",137,133,2,2,
"Trabajador del hogar (126)",39,39,,,
"De 45 a 64 años (128)",1334,1114,70,36,114
"Empleado (129)",89,35,10,10,34
"Obrero (130)",319,194,23,22,80
"Trabajador independiente (131)",778,755,23,,
"Empleador o patrono (132)",60,44,14,2,
"Trabajador familiar no remunerado (133)",75,73,,2,
"Trabajador del hogar (134)",13,13,,,
"De 65 y más años (136)",350,335,8,2,5
"Empleado (137)",7,2,1,1,3
"Obrero (138)",51,45,3,1,2
"Trabajador independiente (139)",249,246,3,,
"Empleador o patrono (140)",13,13,,,
"Trabajador familiar no remunerado (141)",26,25,1,,
"Trabajador del hogar (142)",4,4,,,
