"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",309,283,103,103,51,20,5,1,,,26,292
"De 25 a 29 años (024)",377,341,74,96,74,52,41,2,2,,36,607
"De 30 a 34 años (025)",389,377,35,69,80,70,88,30,4,1,12,1063
"De 35 a 39 años (026)",394,390,13,36,80,75,107,50,24,5,4,1478
"De 40 a 44 años (027)",344,339,9,20,38,41,93,61,50,27,5,1760
"De 45 a 49 años (028)",294,292,11,7,19,30,61,74,54,36,2,1765
"De 50 y más años (029)",739,732,31,33,41,43,124,155,155,150,7,4816
"Desocupada (030)",179,149,90,22,12,6,7,2,6,4,30,204
"De 12 a 14 años (031)",7,7,7,,,,,,,,,
"De 15 a 19 años (032)",35,34,34,,,,,,,,1,
"De 20 a 24 años (033)",56,42,26,10,5,,1,,,,14,24
"De 25 a 29 años (034)",37,29,15,6,4,3,1,,,,8,28
"De 30 a 34 años (035)",15,10,6,2,,,2,,,,5,11
"De 35 a 39 años (036)",10,10,2,2,1,2,2,,1,,,27
"De 40 a 44 años (037)",5,5,,,2,,,,2,1,,32
"De 45 a 49 años (038)",6,6,,1,,1,,2,1,1,,39
"De 50 y más años (039)",8,6,,1,,,1,,2,2,2,43
"No PEA (040)",12976,12705,4784,1167,1025,910,1566,1350,1034,869,271,40094
"De 12 a 14 años (041)",1981,1977,1970,7,,,,,,,4,7
"De 15 a 19 años (042)",2273,2245,1978,223,35,5,4,,,,28,324
"De 20 a 24 años (043)",1484,1382,480,460,288,115,33,6,,,102,1560
"De 25 a 29 años (044)",1067,1010,111,222,253,228,170,25,1,,57,2301
"De 30 a 34 años (045)",960,933,53,70,155,201,308,110,28,8,27,3364
"De 35 a 39 años (046)",954,937,20,40,71,132,299,222,121,32,17,4672
"De 40 a 44 años (047)",797,795,22,22,38,62,185,232,148,86,2,4774
"De 45 a 49 años (048)",707,702,23,26,40,42,114,186,143,128,5,4594
"De 50 y más años (049)",2753,2724,127,97,145,125,453,569,593,615,29,18498
,,,,,,,,,,,,
"URBANA (060)",5999,5888,1971,721,648,507,804,560,397,280,111,17175
"De 12 a 14 años (061)",698,697,695,2,,,,,,,1,2
"De 15 a 19 años (062)",900,894,784,94,12,1,3,,,,6,133
"De 20 a 24 años (063)",665,628,252,230,107,30,7,2,,,37,577
"De 25 a 29 años (064)",571,542,110,169,148,75,37,3,,,29,865
"De 30 a 34 años (065)",549,534,45,83,135,129,118,24,,,15,1408
"De 35 a 39 años (066)",568,564,12,45,92,110,189,74,35,7,4,2232
"De 40 a 44 años (067)",448,444,12,25,55,55,135,101,45,16,4,2094
"De 45 a 49 años (068)",339,337,10,15,24,41,76,83,61,27,2,1885
"De 50 y más años (069)",1261,1248,51,58,75,66,239,273,256,230,13,7979
"PEA (070)",1559,1514,258,249,256,197,264,137,100,53,45,4849
"De 12 a 14 años (071)",12,12,12,,,,,,,,,
"De 15 a 19 años (072)",68,67,50,11,4,1,1,,,,1,26
"De 20 a 24 años (073)",161,151,67,56,23,3,2,,,,10,120
"De 25 a 29 años (074)",220,203,66,65,44,17,10,1,,,17,252
"De 30 a 34 años (075)",222,213,31,48,58,44,27,5,,,9,442
"De 35 a 39 años (076)",225,224,6,27,60,57,54,12,7,1,1,704
"De 40 a 44 años (077)",198,196,8,16,36,32,68,19,14,3,2,761
"De 45 a 49 años (078)",148,146,6,7,10,24,43,33,17,6,2,721
"De 50 y más años (079)",305,302,12,19,21,19,59,67,62,43,3,1823
"Ocupada (080)",1482,1441,220,235,248,193,260,135,97,53,41,4751
"De 12 a 14 años (081)",10,10,10,,,,,,,,,
"De 15 a 19 años (082)",61,60,43,11,4,1,1,,,,1,26
"De 20 a 24 años (083)",135,127,52,50,21,3,1,,,,8,106
"De 25 a 29 años (084)",202,185,55,63,41,15,10,1,,,17,238
"De 30 a 34 años (085)",214,207,28,46,58,44,26,5,,,7,436
"De 35 a 39 años (086)",220,219,6,25,59,56,53,12,7,1,1,693
"De 40 a 44 años (087)",195,193,8,16,34,32,68,19,13,3,2,749
"De 45 a 49 años (088)",143,141,6,6,10,23,43,31,16,6,2,694
"De 50 y más años (089)",302,299,12,18,21,19,58,67,61,43,3,1809
"Desocupada (090)",77,73,38,14,8,4,4,2,3,,4,98
"De 12 a 14 años (091)",2,2,2,,,,,,,,,
"De 15 a 19 años (092)",7,7,7,,,,,,,,,
"De 20 a 24 años (093)",26,24,15,6,2,,1,,,,2,14
"De 25 a 29 años (094)",18,18,11,2,3,2,,,,,,14
"De 30 a 34 años (095)",8,6,3,2,,,1,,,,2,6
"De 35 a 39 años (096)",5,5,,2,1,1,1,,,,,11
"De 40 a 44 años (097)",3,3,,,2,,,,1,,,12
"De 45 a 49 años (098)",5,5,,1,,1,,2,1,,,27
"De 50 y más años (099)",3,3,,1,,,1,,1,,,14
"No PEA (100)",4440,4374,1713,472,392,310,540,423,297,227,66,12326
"De 12 a 14 años (101)",686,685,683,2,,,,,,,1,2
"De 15 a 19 años (102)",832,827,734,83,8,,2,,,,5,107
"De 20 a 24 años (103)",504,477,185,174,84,27,5,2,,,27,457
"De 25 a 29 años (104)",351,339,44,104,104,58,27,2,,,12,613
"De 30 a 34 años (105)",327,321,14,35,77,85,91,19,,,6,966
"De 35 a 39 años (106)",343,340,6,18,32,53,135,62,28,6,3,1528
"De 40 a 44 años (107)",250,248,4,9,19,23,67,82,31,13,2,1333
"De 45 a 49 años (108)",191,191,4,8,14,17,33,50,44,21,,1164
"De 50 y más años (109)",956,946,39,39,54,47,180,206,194,187,10,6156
,,,,,,,,,,,,
"RURAL (120)",10241,9953,3360,870,782,742,1290,1165,932,812,288,34976
"De 12 a 14 años (121)",1347,1343,1338,5,,,,,,,4,5
"De 15 a 19 años (122)",1590,1562,1353,167,33,6,3,,,,28,263
"De 20 a 24 años (123)",1184,1079,357,343,237,105,32,5,,,105,1299
"De 25 a 29 años (124)",910,838,90,155,183,208,175,24,3,,72,2071
"De 30 a 34 años (125)",815,786,49,58,100,142,280,116,32,9,29,3030
"De 35 a 39 años (126)",790,773,23,33,60,99,219,198,111,30,17,3945
"De 40 a 44 años (127)",698,695,19,17,23,48,143,192,155,98,3,4472
"De 45 a 49 años (128)",668,663,24,19,35,32,99,179,137,138,5,4513
"De 50 y más años (129)",2239,2214,107,73,111,102,339,451,494,537,25,15378
"PEA (130)",1705,1622,289,175,149,142,264,238,195,170,83,7208
"De 12 a 14 años (131)",52,51,51,,,,,,,,1,
"De 15 a 19 años (132)",149,144,109,27,6,1,1,,,,5,46
"De 20 a 24 años (133)",204,174,62,57,33,17,4,1,,,30,196
"De 25 a 29 años (134)",194,167,23,37,34,38,32,1,2,,27,383
"De 30 a 34 años (135)",182,174,10,23,22,26,63,25,4,1,8,632
"De 35 a 39 años (136)",179,176,9,11,21,20,55,38,18,4,3,801
"De 40 a 44 años (137)",151,148,1,4,4,9,25,42,38,25,3,1031
"De 45 a 49 años (138)",152,152,5,1,9,7,18,43,38,31,,1083
"De 50 y más años (139)",442,436,19,15,20,24,66,88,95,109,6,3036
"Ocupada (140)",1603,1546,237,167,145,140,261,238,192,166,57,7102
"De 12 a 14 años (141)",47,46,46,,,,,,,,1,
"De 15 a 19 años (142)",121,117,82,27,6,1,1,,,,4,46
"De 20 a 24 años (143)",174,156,51,53,30,17,4,1,,,18,186
"De 25 a 29 años (144)",175,156,19,33,33,37,31,1,2,,19,369
"De 30 a 34 años (145)",175,170,7,23,22,26,62,25,4,1,5,627
"De 35 a 39 años (146)",174,171,7,11,21,19,54,38,17,4,3,785
"De 40 a 44 años (147)",149,146,1,4,4,9,25,42,37,24,3,1011
"De 45 a 49 años (148)",151,151,5,1,9,7,18,43,38,30,,1071
"De 50 y más años (149)",437,433,19,15,20,24,66,88,94,107,4,3007
"Desocupada (150)",102,76,52,8,4,2,3,,3,4,26,106
"De 12 a 14 años (151)",5,5,5,,,,,,,,,
"De 15 a 19 años (152)",28,27,27,,,,,,,,1,
"De 20 a 24 años (153)",30,18,11,4,3,,,,,,12,10
"De 25 a 29 años (154)",19,11,4,4,1,1,1,,,,8,14
"De 30 a 34 años (155)",7,4,3,,,,1,,,,3,5
"De 35 a 39 años (156)",5,5,2,,,1,1,,1,,,16
"De 40 a 44 años (157)",2,2,,,,,,,1,1,,20
"De 45 a 49 años (158)",1,1,,,,,,,,1,,12
"De 50 y más años (159)",5,3,,,,,,,1,2,2,29
"No PEA (160)",8536,8331,3071,695,633,600,1026,927,737,642,205,27768
"De 12 a 14 años (161)",1295,1292,1287,5,,,,,,,3,5
"De 15 a 19 años (162)",1441,1418,1244,140,27,5,2,,,,23,217
"De 20 a 24 años (163)",980,905,295,286,204,88,28,4,,,75,1103
"De 25 a 29 años (164)",716,671,67,118,149,170,143,23,1,,45,1688
"De 30 a 34 años (165)",633,612,39,35,78,116,217,91,28,8,21,2398
"De 35 a 39 años (166)",611,597,14,22,39,79,164,160,93,26,14,3144
"De 40 a 44 años (167)",547,547,18,13,19,39,118,150,117,73,,3441
"De 45 a 49 años (168)",516,511,19,18,26,25,81,136,99,107,5,3430
"De 50 y más años (169)",1797,1778,88,58,91,78,273,363,399,428,19,12342
