"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (055)",168,129,11,11,17
"Superior no univ. completa (056)",234,186,11,19,18
"Superior univ. incompleta (057)",174,138,10,10,16
"Superior univ. completa (058)",512,340,40,53,79
,,,,,
"URBANA (060)",134795,82948,14496,16083,21268
"Sin nivel (061)",4026,3081,300,230,415
"Educación inicial (062)",113,82,15,8,8
"Primaria (063)",22154,16278,1983,1642,2251
"Secundaria (064)",51235,33970,5541,5005,6719
"Superior no univ. incompleta (065)",9388,5936,1119,1108,1225
"Superior no univ. completa (066)",14348,7504,1579,2125,3140
"Superior univ. incompleta (067)",11144,6747,1313,1438,1646
"Superior univ. completa (068)",22387,9350,2646,4527,5864
"De 06 a 14 años (070)",1026,865,76,58,27
"Sin nivel (071)",27,23,2,2,
"Educación inicial (072)",11,10,,1,
"Primaria (073)",556,469,44,31,12
"Secundaria (074)",432,363,30,24,15
"De 15 a 29 años (080)",41870,25064,5648,5224,5934
"Sin nivel (081)",359,220,42,38,59
"Educación inicial (082)",69,48,13,4,4
"Primaria (083)",3987,2575,496,403,513
"Secundaria (084)",19271,12407,2481,2007,2376
"Superior no univ. incompleta (085)",3852,2414,546,452,440
"Superior no univ. completa (086)",3891,1974,587,581,749
"Superior univ. incompleta (087)",5302,3246,737,675,644
"Superior univ. completa (088)",5139,2180,746,1064,1149
"De 30 a 44 años (090)",52533,31094,5662,6970,8807
"Sin nivel (091)",1211,894,101,83,133
"Educación inicial (092)",33,24,2,3,4
"Primaria (093)",6375,4462,658,512,743
"Secundaria (094)",19583,13052,2033,1948,2550
"Superior no univ. incompleta (095)",3653,2290,427,462,474
"Superior no univ. completa (096)",6709,3524,680,1065,1440
"Superior univ. incompleta (097)",3978,2348,433,548,649
"Superior univ. completa (098)",10991,4500,1328,2349,2814
"De 45 a 64 años (100)",34135,21614,2793,3563,6165
"Sin nivel (101)",1741,1346,109,87,199
"Primaria (103)",8716,6591,651,602,872
"Secundaria (104)",10997,7393,932,964,1708
"Superior no univ. incompleta (105)",1718,1106,135,183,294
"Superior no univ. completa (106)",3517,1822,301,461,933
"Superior univ. incompleta (107)",1693,1018,133,205,337
"Superior univ. completa (108)",5753,2338,532,1061,1822
"De 65 y más años (110)",5231,4311,317,268,335
"Sin nivel (111)",688,598,46,20,24
"Primaria (113)",2520,2181,134,94,111
"Secundaria (114)",952,755,65,62,70
"Superior no univ. incompleta (115)",165,126,11,11,17
"Superior no univ. completa (116)",231,184,11,18,18
"Superior univ. incompleta (117)",171,135,10,10,16
"Superior univ. completa (118)",504,332,40,53,79
,,,,,
"RURAL (120)",9217,7628,895,375,319
"Sin nivel (121)",875,731,82,34,28
"Educación inicial (122)",19,14,2,3,
"Primaria (123)",4480,3833,367,164,116
"Secundaria (124)",3222,2608,353,129,132
"Superior no univ. incompleta (125)",143,109,15,10,9
"Superior no univ. completa (126)",184,135,15,17,17
"Superior univ. incompleta (127)",118,74,29,8,7
"Superior univ. completa (128)",176,124,32,10,10
"De 06 a 14 años (130)",310,257,30,21,2
"Sin nivel (131)",20,16,1,3,
"Educación inicial (132)",5,5,,,
"Primaria (133)",231,194,21,15,1
"Secundaria (134)",54,42,8,3,1
"De 15 a 29 años (140)",3108,2455,367,162,124
"Sin nivel (141)",77,61,9,1,6
"Educación inicial (142)",8,6,1,1,
"Primaria (143)",1176,962,115,66,33
"Secundaria (144)",1601,1262,202,74,63
"Superior no univ. incompleta (145)",73,52,9,6,6
"Superior no univ. completa (146)",74,52,7,6,9
"Superior univ. incompleta (147)",61,38,16,5,2
"Superior univ. completa (148)",38,22,8,3,5
"De 30 a 44 años (150)",2846,2297,302,128,119
"Sin nivel (151)",251,195,32,15,9
"Educación inicial (152)",6,3,1,2,
"Primaria (153)",1294,1071,127,53,43
"Secundaria (154)",1044,849,103,40,52
"Superior no univ. incompleta (155)",42,31,6,3,2
"Superior no univ. completa (156)",76,59,6,6,5
"Superior univ. incompleta (157)",40,25,8,3,4
"Superior univ. completa (158)",93,64,19,6,4
"De 45 a 64 años (160)",2209,1921,165,56,67
"Sin nivel (161)",322,269,32,12,9
"Primaria (163)",1316,1170,84,26,36
"Secundaria (164)",464,399,37,12,16
"Superior no univ. incompleta (165)",25,23,,1,1
"Superior no univ. completa (166)",31,22,2,4,3
"Superior univ. incompleta (167)",14,8,5,,1
"Superior univ. completa (168)",37,30,5,1,1
"De 65 y más años (170)",744,698,31,8,7
"Sin nivel (171)",205,190,8,3,4
"Primaria (173)",463,436,20,4,3
"Secundaria (174)",59,56,3,,
"Superior no univ. incompleta (175)",3,3,,,
"Superior no univ. completa (176)",3,2,,1,
"Superior univ. incompleta (177)",3,3,,,
"Superior univ. completa (178)",8,8,,,
