"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",76,76,,,
"Organiz. y organos extraterritoriales (042)",2,,,,2
"Actividad economica no especificada (043)",443,279,80,48,36
"Mujeres (044)",6314,4905,663,411,335
"Agric., ganadería, caza y silvicultura (045)",945,848,90,6,1
"Pesca (046)",1,1,,,
"Explotación de minas y canteras (047)",2,,,1,1
"Industrias manufactureras (048)",383,331,37,13,2
"Suministro de electricidad, gas y agua (049)",9,1,,6,2
"Construcción (050)",29,12,8,6,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1895,1779,103,11,2
"Venta, mant.y rep. veh.autom y motoc. (052)",10,9,1,,
"Comercio al por mayor (053)",41,36,2,1,2
"Comercio al por menor (054)",1844,1734,100,10,
"Hoteles y restaurantes (055)",1062,789,128,102,43
"Trans., almac. y comunicaciones (056)",166,98,31,14,23
"Intermediación financiera (057)",12,6,1,2,3
"Activid.inmobil., empres. y alquileres (058)",90,52,12,13,13
"Admin.pub. y defensa; p. segur soc.afil (059)",120,,,,120
"Enseñanza (060)",585,169,187,189,40
"Servicios sociales y de salud (061)",122,38,10,12,62
"Otras activ. serv.comun.soc y personales (062)",125,89,18,12,6
"Hogares privados con servicio doméstico (063)",307,307,,,
"Organiz. y organos extraterritoriales (064)",1,,,,1
"Actividad economica no especificada (065)",460,385,38,24,13
,,,,,
"URBANA (066)",11185,7197,1417,1253,1318
"Agric., ganadería, caza y silvicultura (067)",1636,1392,205,33,6
"Pesca (068)",1,,,,1
"Explotación de minas y canteras (069)",12,1,5,4,2
"Industrias manufactureras (070)",632,520,70,24,18
"Suministro de electricidad, gas y agua (071)",37,3,1,21,12
"Construcción (072)",953,470,158,157,168
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2160,2000,127,31,2
"Venta, mant.y rep. veh.autom y motoc. (074)",107,88,17,2,
"Comercio al por mayor (075)",60,46,5,7,2
"Comercio al por menor (076)",1993,1866,105,22,
"Hoteles y restaurantes (077)",1683,914,240,306,223
"Trans., almac. y comunicaciones (078)",1004,637,129,134,104
"Intermediación financiera (079)",19,7,1,2,9
"Activid.inmobil., empres. y alquileres (080)",322,159,48,54,61
"Admin.pub. y defensa; p. segur soc.afil (081)",482,,,,482
"Enseñanza (082)",911,189,289,358,75
"Servicios sociales y de salud (083)",167,53,14,17,83
"Otras activ. serv.comun.soc y personales (084)",341,207,53,55,26
"Hogares privados con servicio doméstico (085)",289,289,,,
"Organiz. y organos extraterritoriales (086)",3,,,,3
"Actividad economica no especificada (087)",533,356,77,57,43
"Hombres (088)",6720,3884,917,891,1028
"Agric., ganadería, caza y silvicultura (089)",1339,1131,175,28,5
"Pesca (090)",1,,,,1
"Explotación de minas y canteras (091)",10,1,5,3,1
"Industrias manufactureras (092)",398,328,41,13,16
"Suministro de electricidad, gas y agua (093)",30,2,1,16,11
"Construcción (094)",929,461,151,152,165
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",638,566,51,21,
"Venta, mant.y rep. veh.autom y motoc. (096)",99,81,16,2,
"Comercio al por mayor (097)",30,20,3,7,
"Comercio al por menor (098)",509,465,32,12,
"Hoteles y restaurantes (099)",814,279,134,217,184
"Trans., almac. y comunicaciones (100)",857,551,101,122,83
"Intermediación financiera (101)",10,2,1,1,6
"Activid.inmobil., empres. y alquileres (102)",242,111,38,44,49
"Admin.pub. y defensa; p. segur soc.afil (103)",383,,,,383
"Enseñanza (104)",402,55,122,186,39
"Servicios sociales y de salud (105)",64,22,5,6,31
"Otras activ. serv.comun.soc y personales (106)",230,130,37,43,20
"Hogares privados con servicio doméstico (107)",62,62,,,
"Organiz. y organos extraterritoriales (108)",2,,,,2
"Actividad economica no especificada (109)",309,183,55,39,32
"Mujeres (110)",4465,3313,500,362,290
"Agric., ganadería, caza y silvicultura (111)",297,261,30,5,1
"Explotación de minas y canteras (113)",2,,,1,1
"Industrias manufactureras (114)",234,192,29,11,2
"Suministro de electricidad, gas y agua (115)",7,1,,5,1
"Construcción (116)",24,9,7,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1522,1434,76,10,2
"Venta, mant.y rep. veh.autom y motoc. (118)",8,7,1,,
"Comercio al por mayor (119)",30,26,2,,2
"Comercio al por menor (120)",1484,1401,73,10,
"Hoteles y restaurantes (121)",869,635,106,89,39
"Trans., almac. y comunicaciones (122)",147,86,28,12,21
"Intermediación financiera (123)",9,5,,1,3
"Activid.inmobil., empres. y alquileres (124)",80,48,10,10,12
"Admin.pub. y defensa; p. segur soc.afil (125)",99,,,,99
"Enseñanza (126)",509,134,167,172,36
"Servicios sociales y de salud (127)",103,31,9,11,52
"Otras activ. serv.comun.soc y personales (128)",111,77,16,12,6
"Hogares privados con servicio doméstico (129)",227,227,,,
"Organiz. y organos extraterritoriales (130)",1,,,,1
"Actividad economica no especificada (131)",224,173,22,18,11
,,,,,
"RURAL (132)",8500,6758,1108,302,332
"Agric., ganadería, caza y silvicultura (133)",5164,4511,625,24,4
"Pesca (134)",6,5,1,,
"Explotación de minas y canteras (135)",9,5,,3,1
"Industrias manufactureras (136)",330,295,19,13,3
"Suministro de electricidad, gas y agua (137)",7,3,,2,2
"Construcción (138)",739,364,191,91,93
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",499,455,38,5,1
"Venta, mant.y rep. veh.autom y motoc. (140)",26,22,4,,
"Comercio al por mayor (141)",22,18,1,2,1
"Comercio al por menor (142)",451,415,33,3,
"Hoteles y restaurantes (143)",341,203,43,35,60
"Trans., almac. y comunicaciones (144)",504,366,76,49,13
"Intermediación financiera (145)",4,1,1,1,1
"Activid.inmobil., empres. y alquileres (146)",60,32,9,9,10
"Admin.pub. y defensa; p. segur soc.afil (147)",106,,,,106
"Enseñanza (148)",154,49,55,39,11
"Servicios sociales y de salud (149)",32,11,1,2,18
"Otras activ. serv.comun.soc y personales (150)",81,56,8,14,3
"Hogares privados con servicio doméstico (151)",94,94,,,
"Actividad economica no especificada (153)",370,308,41,15,6
"Hombres (154)",6651,5166,945,253,287
"Agric., ganadería, caza y silvicultura (155)",4516,3924,565,23,4
"Pesca (156)",5,4,1,,
"Explotación de minas y canteras (157)",9,5,,3,1
"Industrias manufactureras (158)",181,156,11,11,3
"Suministro de electricidad, gas y agua (159)",5,3,,1,1
"Construcción (160)",734,361,190,90,93
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",126,110,11,4,1
"Venta, mant.y rep. veh.autom y motoc. (162)",24,20,4,,
"Comercio al por mayor (163)",11,8,1,1,1
"Comercio al por menor (164)",91,82,6,3,
"Hoteles y restaurantes (165)",148,49,21,22,56
"Trans., almac. y comunicaciones (166)",485,354,73,47,11
"Intermediación financiera (167)",1,,,,1
"Activid.inmobil., empres. y alquileres (168)",50,28,7,6,9
"Admin.pub. y defensa; p. segur soc.afil (169)",85,,,,85
"Enseñanza (170)",78,14,35,22,7
"Servicios sociales y de salud (171)",13,4,,1,8
"Otras activ. serv.comun.soc y personales (172)",67,44,6,14,3
"Hogares privados con servicio doméstico (173)",14,14,,,
"Actividad economica no especificada (175)",134,96,25,9,4
"Mujeres (176)",1849,1592,163,49,45
"Agric., ganadería, caza y silvicultura (177)",648,587,60,1,
"Pesca (178)",1,1,,,
"Industrias manufactureras (180)",149,139,8,2,
"Suministro de electricidad, gas y agua (181)",2,,,1,1
"Construcción (182)",5,3,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",373,345,27,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",11,10,,1,
"Comercio al por menor (186)",360,333,27,,
"Hoteles y restaurantes (187)",193,154,22,13,4
"Trans., almac. y comunicaciones (188)",19,12,3,2,2
"Intermediación financiera (189)",3,1,1,1,
"Activid.inmobil., empres. y alquileres (190)",10,4,2,3,1
"Admin.pub. y defensa; p. segur soc.afil (191)",21,,,,21
"Enseñanza (192)",76,35,20,17,4
"Servicios sociales y de salud (193)",19,7,1,1,10
"Otras activ. serv.comun.soc y personales (194)",14,12,2,,
"Hogares privados con servicio doméstico (195)",80,80,,,
"Actividad economica no especificada (197)",236,212,16,6,2
