"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",1068,1001,52,13,2
"Trabajador del hogar (054)",341,341,,,
"De 06 a 14 años (056)",195,181,12,2,
"Empleado (057)",18,17,1,,
"Obrero (058)",14,10,3,1,
"Trabajador independiente (059)",60,57,3,,
"Trabajador familiar no remunerado (061)",89,83,5,1,
"Trabajador del hogar (062)",14,14,,,
"De 15 a 29 años (064)",5581,3390,619,494,1078
"Empleado (065)",2031,574,342,271,844
"Obrero (066)",1017,431,140,212,234
"Trabajador independiente (067)",1864,1752,112,,
"Empleador o patrono (068)",45,36,5,4,
"Trabajador familiar no remunerado (069)",419,392,20,7,
"Trabajador del hogar (070)",205,205,,,
"De 30 a 44 años (072)",7483,3646,877,877,2083
"Empleado (073)",3845,648,665,680,1852
"Obrero (074)",852,335,99,188,230
"Trabajador independiente (075)",2389,2297,92,,
"Empleador o patrono (076)",60,46,6,7,1
"Trabajador familiar no remunerado (077)",270,253,15,2,
"Trabajador del hogar (078)",67,67,,,
"De 45 a 64 años (080)",4420,2663,336,342,1079
"Empleado (081)",1627,218,214,283,912
"Obrero (082)",534,257,56,54,167
"Trabajador independiente (083)",1945,1896,49,,
"Empleador o patrono (084)",53,45,5,3,
"Trabajador familiar no remunerado (085)",214,200,12,2,
"Trabajador del hogar (086)",47,47,,,
"De 65 y más años (088)",792,736,16,8,32
"Empleado (089)",47,13,3,6,25
"Obrero (090)",55,46,3,1,5
"Trabajador independiente (091)",590,580,10,,
"Empleador o patrono (092)",16,16,,,
"Trabajador familiar no remunerado (093)",76,73,,1,2
"Trabajador del hogar (094)",8,8,,,
,,,,,
"RURAL (096)",26543,24989,737,292,525
"Empleado (097)",751,257,160,84,250
"Obrero (098)",1566,931,186,186,263
"Trabajador independiente (099)",15381,15157,224,,
"Empleador o patrono (100)",86,61,14,9,2
"Trabajador familiar no remunerado (101)",8661,8485,153,13,10
"Trabajador del hogar (102)",98,98,,,
"De 06 a 14 años (104)",639,612,27,,
"Empleado (105)",2,2,,,
"Obrero (106)",3,3,,,
"Trabajador independiente (107)",29,28,1,,
"Empleador o patrono (108)",1,,1,,
"Trabajador familiar no remunerado (109)",599,574,25,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",9384,8803,274,113,194
"Empleado (113)",276,109,51,24,92
"Obrero (114)",672,407,86,81,98
"Trabajador independiente (115)",3941,3887,54,,
"Empleador o patrono (116)",29,22,2,4,1
"Trabajador familiar no remunerado (117)",4386,4298,81,4,3
"Trabajador del hogar (118)",80,80,,,
"De 30 a 44 años (120)",7883,7286,282,113,202
"Empleado (121)",301,83,85,31,102
"Obrero (122)",526,286,72,72,96
"Trabajador independiente (123)",5043,4954,89,,
"Empleador o patrono (124)",31,19,7,4,1
"Trabajador familiar no remunerado (125)",1974,1936,29,6,3
"Trabajador del hogar (126)",8,8,,,
"De 45 a 64 años (128)",6342,6029,140,58,115
"Empleado (129)",160,59,23,28,50
"Obrero (130)",305,188,27,27,63
"Trabajador independiente (131)",4502,4433,69,,
"Empleador o patrono (132)",16,13,3,,
"Trabajador familiar no remunerado (133)",1355,1332,18,3,2
"Trabajador del hogar (134)",4,4,,,
"De 65 y más años (136)",2295,2259,14,8,14
"Empleado (137)",12,4,1,1,6
"Obrero (138)",60,47,1,6,6
"Trabajador independiente (139)",1866,1855,11,,
"Empleador o patrono (140)",9,7,1,1,
"Trabajador familiar no remunerado (141)",347,345,,,2
"Trabajador del hogar (142)",1,1,,,
