"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",1448,1329,72,34,13
"Trabajador del hogar (054)",493,493,,,
"De 06 a 14 años (056)",252,226,16,9,1
"Empleado (057)",29,21,7,1,
"Obrero (058)",20,13,3,3,1
"Trabajador independiente (059)",74,73,1,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",115,105,5,5,
"Trabajador del hogar (062)",13,13,,,
"De 15 a 29 años (064)",7388,4066,811,885,1626
"Empleado (065)",2806,927,363,453,1063
"Obrero (066)",1969,698,304,414,553
"Trabajador independiente (067)",1826,1717,109,,
"Empleador o patrono (068)",98,73,6,10,9
"Trabajador familiar no remunerado (069)",438,400,29,8,1
"Trabajador del hogar (070)",251,251,,,
"De 30 a 44 años (072)",10413,4923,1034,1596,2860
"Empleado (073)",4215,702,496,1000,2017
"Obrero (074)",2664,871,384,579,830
"Trabajador independiente (075)",2899,2776,123,,
"Empleador o patrono (076)",140,106,15,10,9
"Trabajador familiar no remunerado (077)",352,325,16,7,4
"Trabajador del hogar (078)",143,143,,,
"De 45 a 64 años (080)",6952,3925,555,742,1730
"Empleado (081)",2085,348,193,411,1133
"Obrero (082)",1737,585,250,313,589
"Trabajador independiente (083)",2533,2452,81,,
"Empleador o patrono (084)",153,120,15,11,7
"Trabajador familiar no remunerado (085)",369,345,16,7,1
"Trabajador del hogar (086)",75,75,,,
"De 65 y más años (088)",1322,1123,51,54,94
"Empleado (089)",105,40,9,18,38
"Obrero (090)",250,153,24,26,47
"Trabajador independiente (091)",735,726,9,,
"Empleador o patrono (092)",47,39,3,3,2
"Trabajador familiar no remunerado (093)",174,154,6,7,7
"Trabajador del hogar (094)",11,11,,,
,,,,,
"RURAL (096)",5318,3234,208,295,1581
"Empleado (097)",592,63,37,76,416
"Obrero (098)",1988,526,92,207,1163
"Trabajador independiente (099)",2010,1966,44,,
"Empleador o patrono (100)",48,45,3,,
"Trabajador familiar no remunerado (101)",664,618,32,12,2
"Trabajador del hogar (102)",16,16,,,
"De 06 a 14 años (104)",32,27,5,,
"Empleado (105)",1,1,,,
"Obrero (106)",4,2,2,,
"Trabajador independiente (107)",3,3,,,
"Trabajador familiar no remunerado (109)",23,20,3,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1372,693,94,81,504
"Empleado (113)",202,26,19,17,140
"Obrero (114)",643,174,44,61,364
"Trabajador independiente (115)",331,316,15,,
"Empleador o patrono (116)",4,4,,,
"Trabajador familiar no remunerado (117)",186,167,16,3,
"Trabajador del hogar (118)",6,6,,,
"De 30 a 44 años (120)",1822,950,58,133,681
"Empleado (121)",281,23,13,47,198
"Obrero (122)",796,204,25,84,483
"Trabajador independiente (123)",565,552,13,,
"Empleador o patrono (124)",16,15,1,,
"Trabajador familiar no remunerado (125)",160,152,6,2,
"Trabajador del hogar (126)",4,4,,,
"De 45 a 64 años (128)",1500,1015,44,73,368
"Empleado (129)",100,12,4,12,72
"Obrero (130)",490,117,21,56,296
"Trabajador independiente (131)",702,691,11,,
"Empleador o patrono (132)",16,14,2,,
"Trabajador familiar no remunerado (133)",191,180,6,5,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",592,549,7,8,28
"Empleado (137)",8,1,1,,6
"Obrero (138)",55,29,,6,20
"Trabajador independiente (139)",409,404,5,,
"Empleador o patrono (140)",12,12,,,
"Trabajador familiar no remunerado (141)",104,99,1,2,2
"Trabajador del hogar (142)",4,4,,,
