"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",21,20,,1,
,,,,,
"URBANA (036)",3041,2380,200,201,260
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",19,,2,3,14
"Profes., científicos e intelectuales (038)",163,43,31,56,33
"Técnicos de nivel medio y trab. asimilados (039)",70,33,6,4,27
"Jefes y empleados de oficina (040)",96,10,6,5,75
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",203,183,6,4,10
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1075,1038,37,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",72,57,5,1,9
"Obreros construc.,conf.,papel, fab., instr. (044)",166,102,22,30,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1105,883,84,92,46
"Otra (046)",34,,,,34
"Ocupación no especificada (047)",38,31,1,6,
"Hombres (048)",1736,1318,117,135,166
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,,1,3,11
"Profes., científicos e intelectuales (050)",77,18,14,29,16
"Técnicos de nivel medio y trab. asimilados (051)",42,22,4,3,13
"Jefes y empleados de oficina (052)",46,4,2,2,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",54,44,3,3,4
"Agricult.trabaj.calif.agrop.y pesqueros (054)",714,692,22,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",61,48,3,1,9
"Obreros construc.,conf.,papel, fab., instr. (056)",157,99,21,26,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",518,378,46,63,31
"Otra (058)",33,,,,33
"Ocupación no especificada (059)",19,13,1,5,
"Mujeres (060)",1305,1062,83,66,94
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,1,,3
"Profes., científicos e intelectuales (062)",86,25,17,27,17
"Técnicos de nivel medio y trab. asimilados (063)",28,11,2,1,14
"Jefes y empleados de oficina (064)",50,6,4,3,37
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",149,139,3,1,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",361,346,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",11,9,2,,
"Obreros construc.,conf.,papel, fab., instr. (068)",9,3,1,4,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",587,505,38,29,15
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",19,18,,1,
,,,,,
"RURAL (072)",1007,867,46,15,79
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,,,2
"Profes., científicos e intelectuales (074)",44,17,3,,24
"Técnicos de nivel medio y trab. asimilados (075)",12,2,1,1,8
"Jefes y empleados de oficina (076)",10,3,,,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",21,16,3,2,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",482,473,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",9,5,1,,3
"Obreros construc.,conf.,papel, fab., instr. (080)",21,9,3,6,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",385,339,26,6,14
"Otra (082)",18,,,,18
"Ocupación no especificada (083)",3,3,,,
"Hombres (084)",596,491,38,14,53
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,,2
"Profes., científicos e intelectuales (086)",18,9,3,,6
"Técnicos de nivel medio y trab. asimilados (087)",7,1,1,1,4
"Jefes y empleados de oficina (088)",7,1,,,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",9,7,,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",322,314,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",8,4,1,,3
"Obreros construc.,conf.,papel, fab., instr. (092)",21,9,3,6,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",186,145,22,5,14
"Otra (094)",15,,,,15
"Ocupación no especificada (095)",1,1,,,
"Mujeres (096)",411,376,8,1,26
"Profes., científicos e intelectuales (098)",26,8,,,18
"Técnicos de nivel medio y trab. asimilados (099)",5,1,,,4
"Jefes y empleados de oficina (100)",3,2,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",12,9,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",160,159,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",199,194,4,1,
"Otra (106)",3,,,,3
"Ocupación no especificada (107)",2,2,,,
