"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1048,59,,207,231,68,271,51,161
"Esposa(o)/ compa¤era(o) (050)",88,5,,10,22,10,23,6,12
"Hijo(a)/ hijastro(a) (051)",1071,119,69,389,329,66,54,26,19
"Yerno/ nuera (052)",49,1,,5,15,6,15,,7
"Nieto(a) (053)",99,26,11,37,21,2,2,,
"Padres/ suegros (054)",28,9,,8,5,,3,,3
"Otro(a) pariente (055)",207,13,4,51,75,21,17,12,14
"Trabajador(a) del hogar (056)",9,2,,1,6,,,,
"Pensionista (057)",9,,,,3,2,3,,1
"Otro(a) no pariente (058)",75,3,2,14,16,14,8,7,11
"Mujeres (060)",2912,489,97,818,705,177,372,87,167
"Jefe o Jefa (061)",471,138,,97,78,32,77,10,39
"Esposa(o)/ compa¤era(o) (062)",827,123,3,185,171,53,191,25,76
"Hijo(a)/ hijastro(a) (063)",1061,98,73,384,312,69,58,40,27
"Yerno/ nuera (064)",43,3,,6,12,3,9,3,7
"Nieto(a) (065)",106,20,14,50,15,2,3,,2
"Padres/ suegros (066)",75,48,,23,1,1,2,,
"Otro(a) pariente (067)",209,42,7,45,74,5,21,6,9
"Trabajador(a) del hogar (068)",42,4,,17,19,2,,,
"Pensionista (069)",4,,,2,1,,,,1
"Otro(a) no pariente (070)",74,13,,9,22,10,11,3,6
,,,,,,,,,
"RURAL (072)",20244,6804,896,8356,3257,296,392,121,122
"Jefe o Jefa (073)",5024,2228,9,1846,619,60,167,33,62
"Esposa(o)/ compa¤era(o) (074)",3501,2186,9,913,273,31,67,6,16
"Hijo(a)/ hijastro(a) (075)",9519,1625,734,4783,2014,163,113,60,27
"Yerno/ nuera (076)",259,54,4,90,65,16,22,3,5
"Nieto(a) (077)",893,228,102,432,113,5,4,9,
"Padres/ suegros (078)",233,217,,12,4,,,,
"Otro(a) pariente (079)",716,225,38,259,151,19,10,5,9
"Trabajador(a) del hogar (080)",19,10,,3,6,,,,
"Pensionista (081)",10,,,4,,1,,4,1
"Otro(a) no pariente (082)",70,31,,14,12,1,9,1,2
"Hombres (084)",9740,2314,446,4480,1911,180,244,79,86
"Jefe o Jefa (085)",3736,1266,5,1642,545,51,145,26,56
"Esposa(o)/ compa¤era(o) (086)",170,63,,57,36,2,5,2,5
"Hijo(a)/ hijastro(a) (087)",4854,714,370,2402,1152,96,65,38,17
"Yerno/ nuera (088)",110,13,1,44,22,12,14,2,2
"Nieto(a) (089)",432,106,51,204,60,4,3,4,
"Padres/ suegros (090)",48,41,,4,3,,,,
"Otro(a) pariente (091)",343,93,19,121,83,14,7,2,4
"Trabajador(a) del hogar (092)",7,4,,,3,,,,
"Pensionista (093)",5,,,,,1,,4,
"Otro(a) no pariente (094)",35,14,,6,7,,5,1,2
"Mujeres (096)",10504,4490,450,3876,1346,116,148,42,36
"Jefe o Jefa (097)",1288,962,4,204,74,9,22,7,6
"Esposa(o)/ compa¤era(o) (098)",3331,2123,9,856,237,29,62,4,11
"Hijo(a)/ hijastro(a) (099)",4665,911,364,2381,862,67,48,22,10
"Yerno/ nuera (100)",149,41,3,46,43,4,8,1,3
"Nieto(a) (101)",461,122,51,228,53,1,1,5,
"Padres/ suegros (102)",185,176,,8,1,,,,
"Otro(a) pariente (103)",373,132,19,138,68,5,3,3,5
"Trabajador(a) del hogar (104)",12,6,,3,3,,,,
"Pensionista (105)",5,,,4,,,,,1
"Otro(a) no pariente (106)",35,17,,8,5,1,4,,
