"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",15,14,1,,
"Trabajador familiar no remunerado (061)",76,67,9,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",728,618,56,5,49
"Empleado (065)",79,19,10,4,46
"Obrero (066)",38,28,7,,3
"Trabajador independiente (067)",362,334,28,,
"Empleador o patrono (068)",3,3,,,
"Trabajador familiar no remunerado (069)",238,226,11,1,
"Trabajador del hogar (070)",8,8,,,
"De 30 a 44 años (072)",951,759,55,34,103
"Empleado (073)",187,35,25,30,97
"Obrero (074)",44,30,7,1,6
"Trabajador independiente (075)",540,518,22,,
"Empleador o patrono (076)",3,2,,1,
"Trabajador familiar no remunerado (077)",168,165,1,2,
"Trabajador del hogar (078)",9,9,,,
"De 45 a 64 años (080)",816,690,54,33,39
"Empleado (081)",109,22,25,30,32
"Obrero (082)",45,27,10,1,7
"Trabajador independiente (083)",505,492,13,,
"Empleador o patrono (084)",6,5,1,,
"Trabajador familiar no remunerado (085)",149,142,5,2,
"Trabajador del hogar (086)",2,2,,,
"De 65 y más años (088)",309,295,9,1,4
"Empleado (089)",8,2,1,1,4
"Obrero (090)",8,6,2,,
"Trabajador independiente (091)",227,223,4,,
"Empleador o patrono (092)",2,1,1,,
"Trabajador familiar no remunerado (093)",64,63,1,,
,,,,,
"RURAL (096)",8380,7984,266,39,91
"Empleado (097)",213,62,48,22,81
"Obrero (098)",724,650,51,14,9
"Trabajador independiente (099)",4261,4203,58,,
"Empleador o patrono (100)",44,42,2,,
"Trabajador familiar no remunerado (101)",3111,3000,107,3,1
"Trabajador del hogar (102)",27,27,,,
"De 06 a 14 años (104)",180,153,26,1,
"Obrero (106)",8,4,3,1,
"Trabajador independiente (107)",7,7,,,
"Trabajador familiar no remunerado (109)",165,142,23,,
"De 15 a 29 años (112)",1733,1626,71,8,28
"Empleado (113)",59,17,15,1,26
"Obrero (114)",173,150,15,6,2
"Trabajador independiente (115)",606,591,15,,
"Empleador o patrono (116)",5,5,,,
"Trabajador familiar no remunerado (117)",868,841,26,1,
"Trabajador del hogar (118)",22,22,,,
"De 30 a 44 años (120)",2115,1993,70,15,37
"Empleado (121)",82,22,15,10,35
"Obrero (122)",180,165,9,4,2
"Trabajador independiente (123)",1117,1098,19,,
"Empleador o patrono (124)",7,6,1,,
"Trabajador familiar no remunerado (125)",727,700,26,1,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",2610,2493,84,15,18
"Empleado (129)",67,23,18,11,15
"Obrero (130)",253,226,21,3,3
"Trabajador independiente (131)",1446,1426,20,,
"Empleador o patrono (132)",19,18,1,,
"Trabajador familiar no remunerado (133)",823,798,24,1,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",1742,1719,15,,8
"Empleado (137)",5,,,,5
"Obrero (138)",110,105,3,,2
"Trabajador independiente (139)",1085,1081,4,,
"Empleador o patrono (140)",13,13,,,
"Trabajador familiar no remunerado (141)",528,519,8,,1
"Trabajador del hogar (142)",1,1,,,
