"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2848,173,,1215,720,153,172,136,279
"Esposa(o)/ compa¤era(o) (050)",99,16,,35,34,3,3,,8
"Hijo(a)/ hijastro(a) (051)",2894,342,205,1174,967,75,44,48,39
"Yerno/ nuera (052)",90,3,,27,26,15,6,2,11
"Nieto(a) (053)",472,125,47,203,82,6,,5,4
"Padres/ suegros (054)",30,13,,13,3,1,,,
"Otro(a) pariente (055)",345,65,11,112,101,9,18,15,14
"Trabajador(a) del hogar (056)",1,,,,1,,,,
"Pensionista (057)",55,,,4,8,7,10,4,22
"Otro(a) no pariente (058)",136,9,2,37,39,8,14,11,16
"Mujeres (060)",7010,1595,241,2841,1613,142,203,111,264
"Jefe o Jefa (061)",1180,442,,396,157,32,57,12,84
"Esposa(o)/ compa¤era(o) (062)",2157,562,,896,428,43,81,54,93
"Hijo(a)/ hijastro(a) (063)",2623,323,164,1172,799,58,40,29,38
"Yerno/ nuera (064)",86,2,,28,43,4,3,2,4
"Nieto(a) (065)",437,87,60,187,97,1,2,1,2
"Padres/ suegros (066)",142,106,,32,4,,,,
"Otro(a) pariente (067)",272,65,14,104,64,2,4,7,12
"Trabajador(a) del hogar (068)",20,1,,16,3,,,,
"Pensionista (069)",31,,,1,,,11,1,18
"Otro(a) no pariente (070)",62,7,3,9,18,2,5,5,13
,,,,,,,,,
"RURAL (072)",12742,2744,523,6460,2407,128,152,81,247
"Jefe o Jefa (073)",3298,635,1,1821,522,60,79,35,145
"Esposa(o)/ compa¤era(o) (074)",2131,760,5,1055,261,11,11,11,17
"Hijo(a)/ hijastro(a) (075)",5584,849,418,2885,1333,43,22,16,18
"Yerno/ nuera (076)",127,10,,57,47,,8,1,4
"Nieto(a) (077)",725,211,74,325,112,,1,1,1
"Padres/ suegros (078)",157,127,,29,1,,,,
"Otro(a) pariente (079)",537,127,24,238,107,9,3,6,23
"Trabajador(a) del hogar (080)",3,,,2,,1,,,
"Pensionista (081)",53,1,,8,3,,10,3,28
"Otro(a) no pariente (082)",127,24,1,40,21,4,18,8,11
"Hombres (084)",6418,952,258,3353,1470,99,88,50,148
"Jefe o Jefa (085)",2593,318,1,1542,477,57,59,31,108
"Esposa(o)/ compa¤era(o) (086)",61,8,,22,29,,1,1,
"Hijo(a)/ hijastro(a) (087)",2883,427,212,1426,774,33,6,4,1
"Yerno/ nuera (088)",58,3,,23,23,,4,1,4
"Nieto(a) (089)",354,105,32,149,67,,1,,
"Padres/ suegros (090)",42,23,,19,,,,,
"Otro(a) pariente (091)",313,56,12,137,84,6,2,4,12
"Pensionista (093)",39,,,8,3,,9,2,17
"Otro(a) no pariente (094)",75,12,1,27,13,3,6,7,6
"Mujeres (096)",6324,1792,265,3107,937,29,64,31,99
"Jefe o Jefa (097)",705,317,,279,45,3,20,4,37
"Esposa(o)/ compa¤era(o) (098)",2070,752,5,1033,232,11,10,10,17
"Hijo(a)/ hijastro(a) (099)",2701,422,206,1459,559,10,16,12,17
"Yerno/ nuera (100)",69,7,,34,24,,4,,
"Nieto(a) (101)",371,106,42,176,45,,,1,1
"Padres/ suegros (102)",115,104,,10,1,,,,
"Otro(a) pariente (103)",224,71,12,101,23,3,1,2,11
"Trabajador(a) del hogar (104)",3,,,2,,1,,,
"Pensionista (105)",14,1,,,,,1,1,11
"Otro(a) no pariente (106)",52,12,,13,8,1,12,1,5
