"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",112,2,62,40,8,
"Superior no univ. incompleta (035)",6,,3,3,,
"Superior no univ. completa (036)",27,,20,5,2,
"Superior univ. incompleta (037)",4,,2,2,,
"Superior univ. completa (038)",8,,5,2,1,
"No PEA (040)",2789,1033,737,289,321,409
"Sin nivel (041)",247,17,8,24,44,154
"Educación inicial (042)",46,44,1,1,,
"Primaria (043)",1313,736,70,120,181,206
"Secundaria (044)",847,236,424,96,60,31
"Superior no univ. incompleta (045)",158,,138,11,7,2
"Superior no univ. completa (046)",82,,46,20,9,7
"Superior univ. incompleta (047)",57,,37,11,7,2
"Superior univ. completa (048)",39,,13,6,13,7
,,,,,,
"URBANA (060)",5502,888,1448,1240,1157,769
"Sin nivel (061)",360,15,15,42,105,183
"Educación inicial (062)",45,40,4,1,,
"Primaria (063)",2063,614,121,353,522,453
"Secundaria (064)",1865,219,792,479,304,71
"Superior no univ. incompleta (065)",330,,199,76,42,13
"Superior no univ. completa (066)",386,,172,118,73,23
"Superior univ. incompleta (067)",157,,71,57,21,8
"Superior univ. completa (068)",296,,74,114,90,18
"PEA (070)",3217,72,840,986,888,431
"Sin nivel (071)",173,1,11,22,71,68
"Educación inicial (072)",3,,3,,,
"Primaria (073)",1009,38,73,251,373,274
"Secundaria (074)",1174,33,452,391,253,45
"Superior no univ. incompleta (075)",184,,72,65,36,11
"Superior no univ. completa (076)",314,,131,103,64,16
"Superior univ. incompleta (077)",102,,36,46,14,6
"Superior univ. completa (078)",258,,62,108,77,11
"Ocupada (080)",3041,70,759,926,866,420
"Sin nivel (081)",170,1,11,22,69,67
"Educación inicial (082)",3,,3,,,
"Primaria (083)",969,38,68,236,363,264
"Secundaria (084)",1082,31,404,357,245,45
"Superior no univ. incompleta (085)",180,,70,63,36,11
"Superior no univ. completa (086)",289,,112,98,63,16
"Superior univ. incompleta (087)",98,,34,44,14,6
"Superior univ. completa (088)",250,,57,106,76,11
"Desocupada (090)",176,2,81,60,22,11
"Sin nivel (091)",3,,,,2,1
"Primaria (093)",40,,5,15,10,10
"Secundaria (094)",92,2,48,34,8,
"Superior no univ. incompleta (095)",4,,2,2,,
"Superior no univ. completa (096)",25,,19,5,1,
"Superior univ. incompleta (097)",4,,2,2,,
"Superior univ. completa (098)",8,,5,2,1,
"No PEA (100)",2285,816,608,254,269,338
"Sin nivel (101)",187,14,4,20,34,115
"Educación inicial (102)",42,40,1,1,,
"Primaria (103)",1054,576,48,102,149,179
"Secundaria (104)",691,186,340,88,51,26
"Superior no univ. incompleta (105)",146,,127,11,6,2
"Superior no univ. completa (106)",72,,41,15,9,7
"Superior univ. incompleta (107)",55,,35,11,7,2
"Superior univ. completa (108)",38,,12,6,13,7
,,,,,,
"RURAL (120)",1554,234,403,347,345,225
"Sin nivel (121)",152,3,6,16,42,85
"Educación inicial (122)",4,4,,,,
"Primaria (123)",743,176,89,147,210,121
"Secundaria (124)",493,51,234,116,74,18
"Superior no univ. incompleta (125)",35,,26,7,2,
"Superior no univ. completa (126)",73,,27,36,9,1
"Superior univ. incompleta (127)",17,,9,7,1,
"Superior univ. completa (128)",37,,12,18,7,
"PEA (130)",1050,17,274,312,293,154
"Sin nivel (131)",92,,2,12,32,46
"Primaria (133)",484,16,67,129,178,94
"Secundaria (134)",337,1,150,108,65,13
"Superior no univ. incompleta (135)",23,,15,7,1,
"Superior no univ. completa (136)",63,,22,31,9,1
"Superior univ. incompleta (137)",15,,7,7,1,
"Superior univ. completa (138)",36,,11,18,7,
"Ocupada (140)",1007,17,252,298,287,153
"Sin nivel (141)",90,,2,11,31,46
"Primaria (143)",467,16,61,123,174,93
"Secundaria (144)",317,1,136,102,65,13
"Superior no univ. incompleta (145)",21,,14,6,1,
"Superior no univ. completa (146)",61,,21,31,8,1
"Superior univ. incompleta (147)",15,,7,7,1,
"Superior univ. completa (148)",36,,11,18,7,
"Desocupada (150)",43,,22,14,6,1
"Sin nivel (151)",2,,,1,1,
"Primaria (153)",17,,6,6,4,1
"Secundaria (154)",20,,14,6,,
"Superior no univ. incompleta (155)",2,,1,1,,
"Superior no univ. completa (156)",2,,1,,1,
"No PEA (160)",504,217,129,35,52,71
"Sin nivel (161)",60,3,4,4,10,39
"Educación inicial (162)",4,4,,,,
"Primaria (163)",259,160,22,18,32,27
"Secundaria (164)",156,50,84,8,9,5
"Superior no univ. incompleta (165)",12,,11,,1,
"Superior no univ. completa (166)",10,,5,5,,
"Superior univ. incompleta (167)",2,,2,,,
"Superior univ. completa (168)",1,,1,,,
