"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",6932,689,194,2514,2618,256,214,167,280
"Jefe o Jefa (049)",2271,64,3,739,902,105,146,97,215
"Esposa(o)/ compa¤era(o) (050)",157,4,,46,78,9,7,3,10
"Hijo(a)/ hijastro(a) (051)",3078,422,143,1251,1095,82,30,39,16
"Yerno/ nuera (052)",151,1,,31,83,17,7,7,5
"Nieto(a) (053)",345,112,38,140,54,1,,,
"Padres/ suegros (054)",58,12,,34,8,2,1,,1
"Otro(a) pariente (055)",626,67,9,206,273,29,13,12,17
"Trabajador(a) del hogar (056)",25,1,,9,14,1,,,
"Pensionista (057)",38,1,,6,17,,4,5,5
"Otro(a) no pariente (058)",183,5,1,52,94,10,6,4,11
"Mujeres (060)",6641,793,232,2730,2230,175,187,111,183
"Jefe o Jefa (061)",637,42,1,264,205,22,48,16,39
"Esposa(o)/ compa¤era(o) (062)",1916,129,1,761,727,66,87,43,102
"Hijo(a)/ hijastro(a) (063)",2796,397,175,1171,915,54,25,40,19
"Yerno/ nuera (064)",177,5,,61,91,9,5,2,4
"Nieto(a) (065)",337,107,38,153,36,2,1,,
"Padres/ suegros (066)",100,37,,57,5,,,,1
"Otro(a) pariente (067)",500,62,15,206,173,17,13,7,7
"Trabajador(a) del hogar (068)",40,2,1,16,21,,,,
"Pensionista (069)",15,,,2,3,,3,,7
"Otro(a) no pariente (070)",123,12,1,39,54,5,5,3,4
,,,,,,,,,
"RURAL (072)",33712,5902,854,19288,6814,234,160,192,268
"Jefe o Jefa (073)",7179,787,5,4116,1848,96,94,88,145
"Esposa(o)/ compa¤era(o) (074)",5783,1055,7,3587,1021,25,14,24,50
"Hijo(a)/ hijastro(a) (075)",15212,2921,698,8779,2661,69,22,46,16
"Yerno/ nuera (076)",731,31,,348,325,10,7,4,6
"Nieto(a) (077)",1209,429,91,599,89,1,,,
"Padres/ suegros (078)",478,207,,238,28,,1,,4
"Otro(a) pariente (079)",2534,410,49,1394,615,24,8,16,18
"Trabajador(a) del hogar (080)",30,2,,10,17,,,,1
"Pensionista (081)",20,1,,2,8,1,1,2,5
"Otro(a) no pariente (082)",536,59,4,215,202,8,13,12,23
"Hombres (084)",18226,2692,444,10264,4238,165,115,131,177
"Jefe o Jefa (085)",6466,622,5,3764,1715,89,79,72,120
"Esposa(o)/ compa¤era(o) (086)",134,8,,70,43,4,1,3,5
"Hijo(a)/ hijastro(a) (087)",8353,1514,351,4792,1607,35,13,30,11
"Yerno/ nuera (088)",383,12,,144,205,8,6,3,5
"Nieto(a) (089)",666,219,58,326,62,1,,,
"Padres/ suegros (090)",218,55,,139,20,,,,4
"Otro(a) pariente (091)",1561,222,26,859,400,20,7,13,14
"Trabajador(a) del hogar (092)",15,2,,3,10,,,,
"Pensionista (093)",17,1,,1,8,1,,2,4
"Otro(a) no pariente (094)",413,37,4,166,168,7,9,8,14
"Mujeres (096)",15486,3210,410,9024,2576,69,45,61,91
"Jefe o Jefa (097)",713,165,,352,133,7,15,16,25
"Esposa(o)/ compa¤era(o) (098)",5649,1047,7,3517,978,21,13,21,45
"Hijo(a)/ hijastro(a) (099)",6859,1407,347,3987,1054,34,9,16,5
"Yerno/ nuera (100)",348,19,,204,120,2,1,1,1
"Nieto(a) (101)",543,210,33,273,27,,,,
"Padres/ suegros (102)",260,152,,99,8,,1,,
"Otro(a) pariente (103)",973,188,23,535,215,4,1,3,4
"Trabajador(a) del hogar (104)",15,,,7,7,,,,1
"Pensionista (105)",3,,,1,,,1,,1
"Otro(a) no pariente (106)",123,22,,49,34,1,4,4,9
