"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",265,235,28,2,
"Empleado (057)",19,14,4,1,
"Obrero (058)",41,35,5,1,
"Trabajador independiente (059)",45,41,4,,
"Trabajador familiar no remunerado (061)",150,135,15,,
"Trabajador del hogar (062)",10,10,,,
"De 15 a 29 años (064)",2495,1928,256,84,227
"Empleado (065)",493,172,72,56,193
"Obrero (066)",523,396,71,22,34
"Trabajador independiente (067)",939,867,72,,
"Empleador o patrono (068)",35,24,7,4,
"Trabajador familiar no remunerado (069)",437,401,34,2,
"Trabajador del hogar (070)",68,68,,,
"De 30 a 44 años (072)",3123,2300,304,228,291
"Empleado (073)",711,147,131,188,245
"Obrero (074)",570,418,67,39,46
"Trabajador independiente (075)",1418,1343,75,,
"Empleador o patrono (076)",55,46,8,1,
"Trabajador familiar no remunerado (077)",325,302,23,,
"Trabajador del hogar (078)",44,44,,,
"De 45 a 64 años (080)",2115,1692,157,120,146
"Empleado (081)",352,83,56,92,121
"Obrero (082)",442,358,34,27,23
"Trabajador independiente (083)",1036,992,44,,
"Empleador o patrono (084)",61,52,8,1,
"Trabajador familiar no remunerado (085)",200,183,15,,2
"Trabajador del hogar (086)",24,24,,,
"De 65 y más años (088)",595,557,25,3,10
"Empleado (089)",13,7,,,6
"Obrero (090)",110,98,7,3,2
"Trabajador independiente (091)",378,363,15,,
"Empleador o patrono (092)",24,22,1,,1
"Trabajador familiar no remunerado (093)",62,59,2,,1
"Trabajador del hogar (094)",8,8,,,
,,,,,
"RURAL (096)",22238,20798,1148,109,183
"Empleado (097)",675,301,201,49,124
"Obrero (098)",5680,5211,367,45,57
"Trabajador independiente (099)",10348,10042,306,,
"Empleador o patrono (100)",358,309,45,3,1
"Trabajador familiar no remunerado (101)",5090,4848,229,12,1
"Trabajador del hogar (102)",87,87,,,
"De 06 a 14 años (104)",442,422,18,2,
"Obrero (106)",61,58,2,1,
"Trabajador independiente (107)",45,45,,,
"Trabajador familiar no remunerado (109)",334,317,16,1,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",7293,6772,384,45,92
"Empleado (113)",259,130,47,14,68
"Obrero (114)",1917,1727,140,26,24
"Trabajador independiente (115)",2793,2708,85,,
"Empleador o patrono (116)",78,67,10,1,
"Trabajador familiar no remunerado (117)",2192,2086,102,4,
"Trabajador del hogar (118)",54,54,,,
"De 30 a 44 años (120)",7076,6558,417,42,59
"Empleado (121)",309,123,118,28,40
"Obrero (122)",1820,1675,115,11,19
"Trabajador independiente (123)",3488,3377,111,,
"Empleador o patrono (124)",125,110,14,1,
"Trabajador familiar no remunerado (125)",1318,1257,59,2,
"Trabajador del hogar (126)",16,16,,,
"De 45 a 64 años (128)",5626,5297,279,20,30
"Empleado (129)",101,45,34,7,15
"Obrero (130)",1444,1331,93,7,13
"Trabajador independiente (131)",2973,2883,90,,
"Empleador o patrono (132)",126,106,18,1,1
"Trabajador familiar no remunerado (133)",971,921,44,5,1
"Trabajador del hogar (134)",11,11,,,
"De 65 y más años (136)",1801,1749,50,,2
"Empleado (137)",6,3,2,,1
"Obrero (138)",438,420,17,,1
"Trabajador independiente (139)",1049,1029,20,,
"Empleador o patrono (140)",29,26,3,,
"Trabajador familiar no remunerado (141)",275,267,8,,
"Trabajador del hogar (142)",4,4,,,
