"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",171,138,21,11,1
"Empleado (057)",9,6,1,2,
"Obrero (058)",38,26,6,5,1
"Trabajador independiente (059)",20,18,2,,
"Trabajador familiar no remunerado (061)",89,73,12,4,
"Trabajador del hogar (062)",15,15,,,
"De 15 a 29 años (064)",2712,1561,367,383,401
"Empleado (065)",489,220,55,74,140
"Obrero (066)",1234,434,242,298,260
"Trabajador independiente (067)",643,600,43,,
"Empleador o patrono (068)",34,27,2,4,1
"Trabajador familiar no remunerado (069)",221,189,25,7,
"Trabajador del hogar (070)",91,91,,,
"De 30 a 44 años (072)",3538,1878,430,472,758
"Empleado (073)",851,198,86,190,377
"Obrero (074)",1358,457,248,273,380
"Trabajador independiente (075)",1066,994,72,,
"Empleador o patrono (076)",58,49,4,5,
"Trabajador familiar no remunerado (077)",173,148,20,4,1
"Trabajador del hogar (078)",32,32,,,
"De 45 a 64 años (080)",2408,1563,262,246,337
"Empleado (081)",401,83,36,95,187
"Obrero (082)",740,314,135,142,149
"Trabajador independiente (083)",1042,976,66,,
"Empleador o patrono (084)",71,53,14,3,1
"Trabajador familiar no remunerado (085)",142,125,11,6,
"Trabajador del hogar (086)",12,12,,,
"De 65 y más años (088)",639,555,45,25,14
"Empleado (089)",31,18,1,5,7
"Obrero (090)",107,69,21,12,5
"Trabajador independiente (091)",408,393,15,,
"Empleador o patrono (092)",23,16,2,4,1
"Trabajador familiar no remunerado (093)",66,55,6,4,1
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",7011,4539,934,683,855
"Empleado (097)",512,136,43,59,274
"Obrero (098)",3391,1520,699,594,578
"Trabajador independiente (099)",2185,2043,142,,
"Empleador o patrono (100)",175,146,11,17,1
"Trabajador familiar no remunerado (101)",682,628,39,13,2
"Trabajador del hogar (102)",66,66,,,
"De 06 a 14 años (104)",67,62,3,2,
"Obrero (106)",18,14,2,2,
"Trabajador independiente (107)",6,6,,,
"Trabajador familiar no remunerado (109)",39,38,1,,
"Trabajador del hogar (110)",4,4,,,
"De 15 a 29 años (112)",1969,1106,296,291,276
"Empleado (113)",149,46,9,12,82
"Obrero (114)",1190,476,246,276,192
"Trabajador independiente (115)",351,325,26,,
"Empleador o patrono (116)",8,7,,,1
"Trabajador familiar no remunerado (117)",236,217,15,3,1
"Trabajador del hogar (118)",35,35,,,
"De 30 a 44 años (120)",2469,1396,374,244,455
"Empleado (121)",254,58,26,29,141
"Obrero (122)",1287,496,277,201,313
"Trabajador independiente (123)",712,655,57,,
"Empleador o patrono (124)",37,31,1,5,
"Trabajador familiar no remunerado (125)",166,143,13,9,1
"Trabajador del hogar (126)",13,13,,,
"De 45 a 64 años (128)",1857,1385,224,131,117
"Empleado (129)",99,28,7,17,47
"Obrero (130)",762,429,157,106,70
"Trabajador independiente (131)",744,700,44,,
"Empleador o patrono (132)",85,68,9,8,
"Trabajador familiar no remunerado (133)",157,150,7,,
"Trabajador del hogar (134)",10,10,,,
"De 65 y más años (136)",649,590,37,15,7
"Empleado (137)",10,4,1,1,4
"Obrero (138)",134,105,17,9,3
"Trabajador independiente (139)",372,357,15,,
"Empleador o patrono (140)",45,40,1,4,
"Trabajador familiar no remunerado (141)",84,80,3,1,
"Trabajador del hogar (142)",4,4,,,
