"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. completa (056)",72,42,9,11,10
"Superior univ. incompleta (057)",20,12,1,2,5
"Superior univ. completa (058)",185,106,16,21,42
,,,,,
"URBANA (060)",66155,39329,8302,8328,10196
"Sin nivel (061)",2002,1820,103,51,28
"Educación inicial (062)",90,73,12,4,1
"Primaria (063)",12332,10410,1036,493,393
"Secundaria (064)",21833,15334,2393,1924,2182
"Superior no univ. incompleta (065)",3248,1820,458,427,543
"Superior no univ. completa (066)",8365,3338,1456,1696,1875
"Superior univ. incompleta (067)",3876,1955,549,649,723
"Superior univ. completa (068)",14409,4579,2295,3084,4451
"De 06 a 14 años (070)",759,670,63,21,5
"Sin nivel (071)",19,19,,,
"Educación inicial (072)",17,17,,,
"Primaria (073)",477,432,32,9,4
"Secundaria (074)",246,202,31,12,1
"De 15 a 29 años (080)",23709,14969,3285,2907,2548
"Sin nivel (081)",268,231,23,10,4
"Educación inicial (082)",48,35,9,4,
"Primaria (083)",3730,3100,377,167,86
"Secundaria (084)",9946,7163,1270,900,613
"Superior no univ. incompleta (085)",1560,930,251,197,182
"Superior no univ. completa (086)",2722,1225,453,528,516
"Superior univ. incompleta (087)",2001,1060,315,365,261
"Superior univ. completa (088)",3434,1225,587,736,886
"De 30 a 44 años (090)",25305,13486,3400,3639,4780
"Sin nivel (091)",496,440,36,15,5
"Educación inicial (092)",25,21,3,,1
"Primaria (093)",3706,3041,351,170,144
"Secundaria (094)",7424,5057,733,666,968
"Superior no univ. incompleta (095)",1198,636,153,171,238
"Superior no univ. completa (096)",4026,1510,777,826,913
"Superior univ. incompleta (097)",1242,590,155,199,298
"Superior univ. completa (098)",7188,2191,1192,1592,2213
"De 45 a 64 años (100)",14458,8578,1446,1682,2752
"Sin nivel (101)",849,780,35,21,13
"Primaria (103)",3488,2987,227,130,144
"Secundaria (104)",3901,2659,339,327,576
"Superior no univ. incompleta (105)",454,237,49,55,113
"Superior no univ. completa (106)",1547,562,217,331,437
"Superior univ. incompleta (107)",614,294,78,83,159
"Superior univ. completa (108)",3605,1059,501,735,1310
"De 65 y más años (110)",1924,1626,108,79,111
"Sin nivel (111)",370,350,9,5,6
"Primaria (113)",931,850,49,17,15
"Secundaria (114)",316,253,20,19,24
"Superior no univ. incompleta (115)",36,17,5,4,10
"Superior no univ. completa (116)",70,41,9,11,9
"Superior univ. incompleta (117)",19,11,1,2,5
"Superior univ. completa (118)",182,104,15,21,42
,,,,,
"RURAL (120)",40041,33275,2470,1122,3174
"Sin nivel (121)",5058,4751,194,51,62
"Educación inicial (122)",59,52,2,1,4
"Primaria (123)",22598,20499,1165,404,530
"Secundaria (124)",9293,7110,736,435,1012
"Superior no univ. incompleta (125)",587,225,55,36,271
"Superior no univ. completa (126)",1360,335,178,98,749
"Superior univ. incompleta (127)",312,106,18,15,173
"Superior univ. completa (128)",774,197,122,82,373
"De 06 a 14 años (130)",804,746,45,12,1
"Sin nivel (131)",69,62,5,2,
"Educación inicial (132)",10,10,,,
"Primaria (133)",648,602,39,6,1
"Secundaria (134)",77,72,1,4,
"De 15 a 29 años (140)",15291,12571,1068,464,1188
"Sin nivel (141)",662,614,35,8,5
"Educación inicial (142)",27,25,1,,1
"Primaria (143)",8099,7313,470,120,196
"Secundaria (144)",5294,4213,407,254,420
"Superior no univ. incompleta (145)",282,127,30,15,110
"Superior no univ. completa (146)",553,157,73,40,283
"Superior univ. incompleta (147)",148,59,10,5,74
"Superior univ. completa (148)",226,63,42,22,99
"De 30 a 44 años (150)",12982,10187,859,447,1489
"Sin nivel (151)",1263,1169,55,12,27
"Educación inicial (152)",22,17,1,1,3
"Primaria (153)",7197,6468,359,169,201
"Secundaria (154)",3042,2173,267,151,451
"Superior no univ. incompleta (155)",243,79,19,16,129
"Superior no univ. completa (156)",678,153,86,47,392
"Superior univ. incompleta (157)",130,37,7,6,80
"Superior univ. completa (158)",407,91,65,45,206
"De 45 a 64 años (160)",8304,7195,435,188,486
"Sin nivel (161)",1899,1772,76,25,26
"Primaria (163)",5214,4720,263,103,128
"Secundaria (164)",832,610,57,25,140
"Superior no univ. incompleta (165)",61,19,5,5,32
"Superior no univ. completa (166)",127,24,19,11,73
"Superior univ. incompleta (167)",33,9,1,4,19
"Superior univ. completa (168)",138,41,14,15,68
"De 65 y más años (170)",2660,2576,63,11,10
"Sin nivel (171)",1165,1134,23,4,4
"Primaria (173)",1440,1396,34,6,4
"Secundaria (174)",48,42,4,1,1
"Superior no univ. incompleta (175)",1,,1,,
"Superior no univ. completa (176)",2,1,,,1
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",3,2,1,,
