"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",517,517,,,
"De 06 a 14 años (056)",384,344,34,5,1
"Empleado (057)",30,26,3,1,
"Obrero (058)",40,32,5,2,1
"Trabajador independiente (059)",73,65,8,,
"Empleador o patrono (060)",3,3,,,
"Trabajador familiar no remunerado (061)",227,207,18,2,
"Trabajador del hogar (062)",11,11,,,
"De 15 a 29 años (064)",8007,6321,724,476,486
"Empleado (065)",1933,998,285,295,355
"Obrero (066)",1499,1042,165,164,128
"Trabajador independiente (067)",3163,2966,197,,
"Empleador o patrono (068)",158,130,17,9,2
"Trabajador familiar no remunerado (069)",1023,954,60,8,1
"Trabajador del hogar (070)",231,231,,,
"De 30 a 44 años (072)",10112,7507,772,849,984
"Empleado (073)",2708,895,354,654,805
"Obrero (074)",1481,944,189,180,168
"Trabajador independiente (075)",4902,4728,174,,
"Empleador o patrono (076)",300,249,33,12,6
"Trabajador familiar no remunerado (077)",575,545,22,3,5
"Trabajador del hogar (078)",146,146,,,
"De 45 a 64 años (080)",7307,5853,398,386,670
"Empleado (081)",1406,418,133,300,555
"Obrero (082)",971,707,84,67,113
"Trabajador independiente (083)",4158,4015,143,,
"Empleador o patrono (084)",247,203,25,17,2
"Trabajador familiar no remunerado (085)",422,407,13,2,
"Trabajador del hogar (086)",103,103,,,
"De 65 y más años (088)",2008,1896,59,19,34
"Empleado (089)",109,58,15,13,23
"Obrero (090)",203,179,11,5,8
"Trabajador independiente (091)",1432,1407,25,,
"Empleador o patrono (092)",73,65,7,1,
"Trabajador familiar no remunerado (093)",165,161,1,,3
"Trabajador del hogar (094)",26,26,,,
,,,,,
"RURAL (096)",15007,14092,497,181,237
"Empleado (097)",612,295,87,84,146
"Obrero (098)",2668,2317,174,87,90
"Trabajador independiente (099)",8409,8281,128,,
"Empleador o patrono (100)",306,269,32,4,1
"Trabajador familiar no remunerado (101)",2910,2828,76,6,
"Trabajador del hogar (102)",102,102,,,
"De 06 a 14 años (104)",277,268,9,,
"Empleado (105)",3,3,,,
"Obrero (106)",31,28,3,,
"Trabajador independiente (107)",27,27,,,
"Trabajador familiar no remunerado (109)",215,209,6,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",4943,4599,211,75,58
"Empleado (113)",222,136,35,21,30
"Obrero (114)",1059,891,90,51,27
"Trabajador independiente (115)",1880,1844,36,,
"Empleador o patrono (116)",64,60,3,,1
"Trabajador familiar no remunerado (117)",1644,1594,47,3,
"Trabajador del hogar (118)",74,74,,,
"De 30 a 44 años (120)",4490,4144,155,65,126
"Empleado (121)",257,99,30,42,86
"Obrero (122)",806,692,53,21,40
"Trabajador independiente (123)",2743,2700,43,,
"Empleador o patrono (124)",112,94,16,2,
"Trabajador familiar no remunerado (125)",559,546,13,,
"Trabajador del hogar (126)",13,13,,,
"De 45 a 64 años (128)",3849,3655,102,40,52
"Empleado (129)",121,50,21,20,30
"Obrero (130)",577,517,23,15,22
"Trabajador independiente (131)",2666,2625,41,,
"Empleador o patrono (132)",101,89,10,2,
"Trabajador familiar no remunerado (133)",374,364,7,3,
"Trabajador del hogar (134)",10,10,,,
"De 65 y más años (136)",1448,1426,20,1,1
"Empleado (137)",9,7,1,1,
"Obrero (138)",195,189,5,,1
"Trabajador independiente (139)",1093,1085,8,,
"Empleador o patrono (140)",29,26,3,,
"Trabajador familiar no remunerado (141)",118,115,3,,
"Trabajador del hogar (142)",4,4,,,
