"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",797,45,8,165,350,65,57,37,70
"Hombres (048)",22506,1415,572,6043,9325,1380,1221,1053,1497
"Jefe o Jefa (049)",8810,99,1,2184,3852,611,687,464,912
"Esposa(o)/ compa¤era(o) (050)",620,13,1,147,315,36,34,25,49
"Hijo(a)/ hijastro(a) (051)",8519,891,405,2473,3311,451,307,377,304
"Yerno/ nuera (052)",410,,,36,211,53,35,24,51
"Nieto(a) (053)",1389,267,113,490,409,40,23,29,18
"Padres/ suegros (054)",164,12,,97,40,7,1,4,3
"Otro(a) pariente (055)",2074,103,51,511,941,141,103,104,120
"Trabajador(a) del hogar (056)",7,1,,3,3,,,,
"Pensionista (057)",33,2,,8,19,1,,,3
"Otro(a) no pariente (058)",480,27,1,94,224,40,31,26,37
"Mujeres (060)",22566,2182,578,7120,7875,1230,1270,831,1480
"Jefe o Jefa (061)",3991,422,3,1442,1182,201,239,118,384
"Esposa(o)/ compa¤era(o) (062)",6299,350,4,2064,2380,365,453,201,482
"Hijo(a)/ hijastro(a) (063)",8141,868,406,2361,2865,468,394,370,409
"Yerno/ nuera (064)",392,2,,50,225,22,45,19,29
"Nieto(a) (065)",1318,264,112,486,332,43,27,35,19
"Padres/ suegros (066)",302,113,,141,35,1,4,2,6
"Otro(a) pariente (067)",1750,141,46,483,708,101,82,73,116
"Trabajador(a) del hogar (068)",42,1,,17,18,4,,2,
"Pensionista (069)",14,3,,5,4,,,,2
"Otro(a) no pariente (070)",317,18,7,71,126,25,26,11,33
,,,,,,,,,
"RURAL (072)",20055,1999,586,8101,7189,764,525,381,510
"Jefe o Jefa (073)",6398,358,3,2779,2457,255,177,132,237
"Esposa(o)/ compa¤era(o) (074)",3389,266,3,1500,1205,125,138,66,86
"Hijo(a)/ hijastro(a) (075)",7571,986,469,2852,2557,288,155,132,132
"Yerno/ nuera (076)",253,3,,42,149,19,16,7,17
"Nieto(a) (077)",820,191,86,317,191,8,8,15,4
"Padres/ suegros (078)",162,67,,77,18,,,,
"Otro(a) pariente (079)",1147,119,21,419,465,51,22,24,26
"Trabajador(a) del hogar (080)",13,,,9,3,,,,1
"Pensionista (081)",14,,,4,7,2,,,1
"Otro(a) no pariente (082)",288,9,4,102,137,16,9,5,6
"Hombres (084)",10541,799,280,4045,4274,403,255,208,277
"Jefe o Jefa (085)",4777,152,1,1963,2051,190,138,98,184
"Esposa(o)/ compa¤era(o) (086)",226,11,1,93,94,13,4,3,7
"Hijo(a)/ hijastro(a) (087)",4012,462,220,1482,1506,141,81,67,53
"Yerno/ nuera (088)",132,2,,19,76,10,9,3,13
"Nieto(a) (089)",425,82,46,165,112,3,4,11,2
"Padres/ suegros (090)",65,25,,31,9,,,,
"Otro(a) pariente (091)",664,62,11,207,305,32,11,21,15
"Trabajador(a) del hogar (092)",3,,,3,,,,,
"Pensionista (093)",13,,,3,7,2,,,1
"Otro(a) no pariente (094)",224,3,1,79,114,12,8,5,2
"Mujeres (096)",9514,1200,306,4056,2915,361,270,173,233
"Jefe o Jefa (097)",1621,206,2,816,406,65,39,34,53
"Esposa(o)/ compa¤era(o) (098)",3163,255,2,1407,1111,112,134,63,79
"Hijo(a)/ hijastro(a) (099)",3559,524,249,1370,1051,147,74,65,79
"Yerno/ nuera (100)",121,1,,23,73,9,7,4,4
"Nieto(a) (101)",395,109,40,152,79,5,4,4,2
"Padres/ suegros (102)",97,42,,46,9,,,,
"Otro(a) pariente (103)",483,57,10,212,160,19,11,3,11
"Trabajador(a) del hogar (104)",10,,,6,3,,,,1
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",64,6,3,23,23,4,1,,4
