"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Secundaria (064)",1082,874,64,77,67
"Superior no univ. incompleta (065)",180,128,19,10,23
"Superior no univ. completa (066)",289,169,24,26,70
"Superior univ. incompleta (067)",98,56,10,5,27
"Superior univ. completa (068)",250,121,22,52,55
"De 06 a 14 años (070)",70,64,6,,
"Sin nivel (071)",1,1,,,
"Primaria (073)",38,33,5,,
"Secundaria (074)",31,30,1,,
"De 15 a 29 años (080)",759,524,68,73,94
"Sin nivel (081)",11,10,,,1
"Educación inicial (082)",3,3,,,
"Primaria (083)",68,49,6,9,4
"Secundaria (084)",404,306,37,43,18
"Superior no univ. incompleta (085)",70,45,7,3,15
"Superior no univ. completa (086)",112,62,8,10,32
"Superior univ. incompleta (087)",34,21,4,2,7
"Superior univ. completa (088)",57,28,6,6,17
"De 30 a 44 años (090)",926,659,71,84,112
"Sin nivel (091)",22,18,1,3,
"Primaria (093)",236,198,18,11,9
"Secundaria (094)",357,289,17,25,26
"Superior no univ. incompleta (095)",63,41,9,6,7
"Superior no univ. completa (096)",98,49,9,12,28
"Superior univ. incompleta (097)",44,20,5,3,16
"Superior univ. completa (098)",106,44,12,24,26
"De 45 a 64 años (100)",866,734,40,41,51
"Sin nivel (101)",69,62,5,2,
"Primaria (103)",363,342,13,5,3
"Secundaria (104)",245,206,9,9,21
"Superior no univ. incompleta (105)",36,31,3,1,1
"Superior no univ. completa (106)",63,45,5,3,10
"Superior univ. incompleta (107)",14,9,1,,4
"Superior univ. completa (108)",76,39,4,21,12
"De 65 y más años (110)",420,399,15,3,3
"Sin nivel (111)",67,65,2,,
"Primaria (113)",264,251,11,1,1
"Secundaria (114)",45,43,,,2
"Superior no univ. incompleta (115)",11,11,,,
"Superior no univ. completa (116)",16,13,2,1,
"Superior univ. incompleta (117)",6,6,,,
"Superior univ. completa (118)",11,10,,1,
,,,,,
"RURAL (120)",1007,867,46,15,79
"Sin nivel (121)",90,87,1,1,1
"Primaria (123)",467,444,17,2,4
"Secundaria (124)",317,258,21,9,29
"Superior no univ. incompleta (125)",21,17,,,4
"Superior no univ. completa (126)",61,37,5,2,17
"Superior univ. incompleta (127)",15,10,1,,4
"Superior univ. completa (128)",36,14,1,1,20
"De 06 a 14 años (130)",17,15,2,,
"Primaria (133)",16,14,2,,
"Secundaria (134)",1,1,,,
"De 15 a 29 años (140)",252,201,11,9,31
"Sin nivel (141)",2,1,1,,
"Primaria (143)",61,57,2,1,1
"Secundaria (144)",136,106,4,7,19
"Superior no univ. incompleta (145)",14,11,,,3
"Superior no univ. completa (146)",21,15,3,,3
"Superior univ. incompleta (147)",7,6,,,1
"Superior univ. completa (148)",11,5,1,1,4
"De 30 a 44 años (150)",298,236,21,4,37
"Sin nivel (151)",11,10,,1,
"Primaria (153)",123,116,6,,1
"Secundaria (154)",102,82,12,1,7
"Superior no univ. incompleta (155)",6,5,,,1
"Superior no univ. completa (156)",31,14,2,2,13
"Superior univ. incompleta (157)",7,3,1,,3
"Superior univ. completa (158)",18,6,,,12
"De 45 a 64 años (160)",287,265,10,2,10
"Sin nivel (161)",31,31,,,
"Primaria (163)",174,164,7,1,2
"Secundaria (164)",65,58,3,1,3
"Superior no univ. incompleta (165)",1,1,,,
"Superior no univ. completa (166)",8,7,,,1
"Superior univ. incompleta (167)",1,1,,,
"Superior univ. completa (168)",7,3,,,4
"De 65 y más años (170)",153,150,2,,1
"Sin nivel (171)",46,45,,,1
"Primaria (173)",93,93,,,
"Secundaria (174)",13,11,2,,
"Superior no univ. completa (176)",1,1,,,
