"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",56,1,,32,11,3,3,,6
"Hijo(a)/ hijastro(a) (051)",950,137,40,416,309,16,11,9,12
"Yerno/ nuera (052)",13,1,,4,4,3,,,1
"Nieto(a) (053)",86,23,6,44,12,,1,,
"Padres/ suegros (054)",5,1,,4,,,,,
"Otro(a) pariente (055)",89,12,2,38,25,1,3,,8
"Pensionista (057)",2,,,,,,,,2
"Otro(a) no pariente (058)",18,2,,5,8,,,1,2
"Mujeres (060)",2336,584,68,1026,432,55,85,17,69
"Jefe o Jefa (061)",445,137,,196,60,13,13,3,23
"Esposa(o)/ compa¤era(o) (062)",761,221,4,345,105,9,43,7,27
"Hijo(a)/ hijastro(a) (063)",888,143,55,404,225,27,19,3,12
"Yerno/ nuera (064)",18,3,,2,5,1,3,2,2
"Nieto(a) (065)",89,25,7,41,16,,,,
"Padres/ suegros (066)",33,28,,5,,,,,
"Otro(a) pariente (067)",83,20,2,29,19,3,5,2,3
"Trabajador(a) del hogar (068)",1,,,1,,,,,
"Otro(a) no pariente (070)",18,7,,3,2,2,2,,2
,,,,,,,,,
"RURAL (072)",25899,6414,709,14615,3631,185,129,46,170
"Jefe o Jefa (073)",6881,1704,6,4037,879,55,65,29,106
"Esposa(o)/ compa¤era(o) (074)",4736,1630,14,2563,455,45,16,,13
"Hijo(a)/ hijastro(a) (075)",11959,2371,610,6831,2000,77,33,12,25
"Yerno/ nuera (076)",169,15,,114,35,4,1,,
"Nieto(a) (077)",903,235,51,498,117,1,1,,
"Padres/ suegros (078)",226,174,,51,1,,,,
"Otro(a) pariente (079)",943,262,27,485,130,3,9,3,24
"Trabajador(a) del hogar (080)",12,2,,8,2,,,,
"Pensionista (081)",6,,,1,1,,2,1,1
"Otro(a) no pariente (082)",64,21,1,27,11,,2,1,1
"Hombres (084)",13048,2394,342,7795,2183,95,87,38,114
"Jefe o Jefa (085)",5431,937,4,3497,785,39,56,23,90
"Esposa(o)/ compa¤era(o) (086)",134,30,,69,32,1,2,,
"Hijo(a)/ hijastro(a) (087)",6376,1177,298,3608,1199,48,21,10,15
"Yerno/ nuera (088)",71,4,,43,21,3,,,
"Nieto(a) (089)",440,106,26,232,75,1,,,
"Padres/ suegros (090)",62,30,,32,,,,,
"Otro(a) pariente (091)",494,100,14,295,67,3,5,3,7
"Trabajador(a) del hogar (092)",5,,,4,1,,,,
"Pensionista (093)",5,,,,1,,2,1,1
"Otro(a) no pariente (094)",30,10,,15,2,,1,1,1
"Mujeres (096)",12851,4020,367,6820,1448,90,42,8,56
"Jefe o Jefa (097)",1450,767,2,540,94,16,9,6,16
"Esposa(o)/ compa¤era(o) (098)",4602,1600,14,2494,423,44,14,,13
"Hijo(a)/ hijastro(a) (099)",5583,1194,312,3223,801,29,12,2,10
"Yerno/ nuera (100)",98,11,,71,14,1,1,,
"Nieto(a) (101)",463,129,25,266,42,,1,,
"Padres/ suegros (102)",164,144,,19,1,,,,
"Otro(a) pariente (103)",449,162,13,190,63,,4,,17
"Trabajador(a) del hogar (104)",7,2,,4,1,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",34,11,1,12,9,,1,,
