"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",5,4,1,,
"Obrero (058)",4,4,,,
"Trabajador independiente (059)",31,25,6,,
"Trabajador familiar no remunerado (061)",48,46,2,,
"Trabajador del hogar (062)",10,10,,,
"De 15 a 29 años (064)",1241,947,97,53,144
"Empleado (065)",304,112,26,34,132
"Obrero (066)",125,77,21,18,9
"Trabajador independiente (067)",559,526,33,,
"Empleador o patrono (068)",9,6,2,1,
"Trabajador familiar no remunerado (069)",217,199,15,,3
"Trabajador del hogar (070)",27,27,,,
"De 30 a 44 años (072)",1708,1129,151,105,323
"Empleado (073)",598,115,84,91,308
"Obrero (074)",114,74,14,11,15
"Trabajador independiente (075)",805,765,40,,
"Empleador o patrono (076)",22,19,1,2,
"Trabajador familiar no remunerado (077)",154,141,12,1,
"Trabajador del hogar (078)",15,15,,,
"De 45 a 64 años (080)",1302,956,83,62,201
"Empleado (081)",355,55,54,54,192
"Obrero (082)",77,62,1,7,7
"Trabajador independiente (083)",705,685,20,,
"Empleador o patrono (084)",18,13,2,1,2
"Trabajador familiar no remunerado (085)",134,128,6,,
"Trabajador del hogar (086)",13,13,,,
"De 65 y más años (088)",386,366,8,3,9
"Empleado (089)",23,8,4,2,9
"Obrero (090)",20,18,1,1,
"Trabajador independiente (091)",283,280,3,,
"Empleador o patrono (092)",3,3,,,
"Trabajador familiar no remunerado (093)",55,55,,,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",18457,17199,808,166,284
"Empleado (097)",645,188,138,76,243
"Obrero (098)",1114,929,87,60,38
"Trabajador independiente (099)",10513,10189,324,,
"Empleador o patrono (100)",53,49,3,1,
"Trabajador familiar no remunerado (101)",6031,5743,256,29,3
"Trabajador del hogar (102)",101,101,,,
"De 06 a 14 años (104)",295,269,26,,
"Empleado (105)",1,1,,,
"Obrero (106)",7,6,1,,
"Trabajador independiente (107)",15,15,,,
"Trabajador familiar no remunerado (109)",267,242,25,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",4156,3794,224,36,102
"Empleado (113)",175,53,23,13,86
"Obrero (114)",340,273,34,18,15
"Trabajador independiente (115)",1811,1737,74,,
"Empleador o patrono (116)",8,7,1,,
"Trabajador familiar no remunerado (117)",1780,1682,92,5,1
"Trabajador del hogar (118)",42,42,,,
"De 30 a 44 años (120)",4983,4547,286,61,89
"Empleado (121)",241,76,51,33,81
"Obrero (122)",322,268,27,19,8
"Trabajador independiente (123)",2898,2768,130,,
"Empleador o patrono (124)",19,16,2,1,
"Trabajador familiar no remunerado (125)",1478,1394,76,8,
"Trabajador del hogar (126)",25,25,,,
"De 45 a 64 años (128)",5808,5437,233,56,82
"Empleado (129)",210,53,61,28,68
"Obrero (130)",314,266,19,17,12
"Trabajador independiente (131)",3652,3554,98,,
"Empleador o patrono (132)",15,15,,,
"Trabajador familiar no remunerado (133)",1597,1529,55,11,2
"Trabajador del hogar (134)",20,20,,,
"De 65 y más años (136)",3215,3152,39,13,11
"Empleado (137)",18,5,3,2,8
"Obrero (138)",131,116,6,6,3
"Trabajador independiente (139)",2137,2115,22,,
"Empleador o patrono (140)",11,11,,,
"Trabajador familiar no remunerado (141)",909,896,8,5,
"Trabajador del hogar (142)",9,9,,,
